,California,Texas,Florida,New York,Illinois,Georgia,New Jersey,Arizona,Pennsylvania,North Carolina,Ohio,Tennessee,Michigan,Massachusetts,Wisconsin,Indiana,Louisiana,Virginia,Alabama,Missouri,Minnesota,South Carolina,Maryland,Iowa,Colorado,Washington,Mississippi,Oklahoma,Utah,Kentucky,Arkansas,Nevada,Connecticut,Kansas,Nebraska,Idaho,Puerto Rico,New Mexico,Oregon,Rhode Island,South Dakota,North Dakota,Delaware,Montana,West Virginia,District of Columbia,Alaska,New Hampshire,Wyoming,Hawaii,Maine,Guam,Vermont,Virgin Islands,Northern Mariana Islands
0,37555.0,22672.0,7391.0,8205.0,3822.0,3441.0,2320.0,1212.0,4621.0,2725.0,5857.0,3054.0,92.0,3134.0,2558.0,1828.0,3223.0,3999.0,2170.0,1857.0,2516.0,7287.0,1849.0,506.0,1407.0,273.0,1365.0,2631.0,796.0,1367.0,908.0,1324.0,0.0,82.0,623.0,395.0,784.0,741.0,1386.0,0.0,427.0,110.0,584.0,259.0,533.0,492.0,300.0,876.0,54.0,94.0,333.0,1.0,63.0,0.0,0.0
