Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
China,81439.0,0.0,3300.0,0.0,75448.0,2691.0,742.0,57.0,2.0
USA,163844.0,20353.0,3156.0,573.0,5506.0,155182.0,3512.0,495.0,10.0
Italy,101739.0,4050.0,11591.0,812.0,14620.0,75528.0,3981.0,1683.0,192.0
Spain,87956.0,7846.0,7716.0,913.0,16780.0,63460.0,5231.0,1881.0,165.0
Germany,66885.0,4450.0,645.0,104.0,13500.0,52740.0,1979.0,798.0,8.0
France,44550.0,4376.0,3024.0,418.0,7927.0,33599.0,5056.0,683.0,46.0
Iran,41495.0,3186.0,2757.0,117.0,13911.0,24827.0,3511.0,494.0,33.0
UK,22141.0,2619.0,1408.0,180.0,135.0,20598.0,163.0,326.0,21.0
Switzerland,15922.0,1093.0,359.0,59.0,1823.0,13740.0,301.0,1840.0,41.0
Belgium,11899.0,1063.0,513.0,82.0,1527.0,9859.0,927.0,1027.0,44.0
Netherlands,11750.0,884.0,864.0,93.0,250.0,10636.0,1053.0,686.0,50.0
Turkey,10827.0,1610.0,168.0,37.0,162.0,10497.0,568.0,128.0,2.0
S. Korea,9661.0,78.0,158.0,6.0,5228.0,4275.0,59.0,188.0,3.0
Austria,9618.0,830.0,108.0,22.0,636.0,8874.0,193.0,1068.0,12.0
Canada,7448.0,1128.0,89.0,24.0,1093.0,6266.0,120.0,197.0,2.0
Portugal,6408.0,446.0,140.0,21.0,43.0,6225.0,164.0,628.0,14.0
Israel,4695.0,448.0,16.0,1.0,161.0,4518.0,79.0,542.0,2.0
Brazil,4630.0,374.0,163.0,27.0,120.0,4347.0,296.0,22.0,0.8
Australia,4460.0,297.0,19.0,2.0,244.0,4197.0,28.0,175.0,0.7
Norway,4445.0,161.0,32.0,6.0,12.0,4401.0,97.0,820.0,6.0
Sweden,4028.0,328.0,146.0,36.0,16.0,3866.0,306.0,399.0,14.0
Czechia,3001.0,184.0,23.0,7.0,25.0,2953.0,52.0,280.0,2.0
Ireland,2910.0,295.0,54.0,8.0,5.0,2851.0,84.0,589.0,11.0
Malaysia,2626.0,156.0,37.0,2.0,479.0,2110.0,94.0,81.0,1.0
Denmark,2577.0,182.0,77.0,5.0,1.0,2499.0,137.0,445.0,13.0
Chile,2449.0,310.0,8.0,1.0,156.0,2285.0,14.0,128.0,0.4
Romania,2109.0,294.0,65.0,22.0,209.0,1835.0,33.0,110.0,3.0
Poland,2055.0,193.0,31.0,9.0,7.0,2017.0,3.0,54.0,0.8
Luxembourg,1988.0,38.0,22.0,1.0,40.0,1926.0,25.0,3176.0,35.0
Ecuador,1966.0,42.0,62.0,4.0,3.0,1901.0,58.0,111.0,4.0
Japan,1953.0,87.0,56.0,2.0,424.0,1473.0,56.0,15.0,0.4
Russia,1836.0,302.0,9.0,1.0,66.0,1761.0,8.0,13.0,0.06
Pakistan,1717.0,120.0,21.0,7.0,76.0,1620.0,11.0,8.0,0.1
Philippines,1546.0,128.0,78.0,7.0,42.0,1426.0,1.0,14.0,0.7
Thailand,1524.0,136.0,9.0,2.0,229.0,1286.0,11.0,22.0,0.1
Saudi Arabia,1453.0,154.0,8.0,0.0,115.0,1330.0,12.0,42.0,0.2
Indonesia,1414.0,129.0,122.0,8.0,75.0,1217.0,0.0,5.0,0.4
Finland,1352.0,112.0,13.0,2.0,10.0,1329.0,49.0,244.0,2.0
South Africa,1326.0,46.0,3.0,1.0,31.0,1292.0,7.0,22.0,0.05
India,1251.0,227.0,32.0,5.0,102.0,1117.0,0.0,0.9,0.02
Greece,1212.0,56.0,46.0,7.0,52.0,1114.0,72.0,116.0,4.0
Iceland,1086.0,66.0,2.0,0.0,157.0,927.0,25.0,3182.0,6.0
Panama,1075.0,86.0,27.0,3.0,9.0,1039.0,43.0,249.0,6.0
Mexico,993.0,145.0,20.0,4.0,35.0,938.0,1.0,8.0,0.2
Peru,950.0,98.0,24.0,6.0,53.0,873.0,49.0,29.0,0.7
Dominican Republic,901.0,42.0,42.0,3.0,4.0,855.0,0.0,83.0,4.0
Singapore,879.0,35.0,3.0,0.0,228.0,648.0,19.0,150.0,0.5
Argentina,820.0,0.0,23.0,3.0,228.0,569.0,0.0,18.0,0.5
Colombia,798.0,96.0,14.0,4.0,15.0,769.0,29.0,16.0,0.3
Croatia,790.0,77.0,6.0,0.0,67.0,717.0,27.0,192.0,1.0
Serbia,785.0,44.0,16.0,3.0,42.0,727.0,62.0,90.0,2.0
Slovenia,756.0,26.0,11.0,0.0,10.0,735.0,28.0,364.0,5.0
Estonia,715.0,36.0,3.0,0.0,20.0,692.0,10.0,539.0,2.0
Diamond Princess,712.0,0.0,10.0,0.0,603.0,99.0,15.0,0.0,0.0
Qatar,693.0,59.0,1.0,0.0,51.0,641.0,6.0,241.0,0.3
Hong Kong,683.0,41.0,4.0,0.0,118.0,561.0,5.0,91.0,0.5
Egypt,656.0,47.0,41.0,1.0,150.0,465.0,0.0,6.0,0.4
Iraq,630.0,83.0,46.0,4.0,152.0,432.0,0.0,16.0,1.0
UAE,611.0,41.0,5.0,2.0,61.0,545.0,2.0,62.0,0.5
New Zealand,589.0,75.0,1.0,0.0,63.0,525.0,2.0,122.0,0.2
Algeria,584.0,73.0,35.0,4.0,37.0,512.0,0.0,13.0,0.8
Morocco,556.0,77.0,33.0,7.0,15.0,508.0,1.0,15.0,0.9
Ukraine,548.0,73.0,13.0,3.0,8.0,527.0,0.0,13.0,0.3
Bahrain,515.0,16.0,4.0,0.0,295.0,216.0,2.0,303.0,2.0
Lithuania,491.0,31.0,7.0,0.0,7.0,477.0,5.0,180.0,3.0
Armenia,482.0,58.0,3.0,0.0,30.0,449.0,15.0,163.0,1.0
Hungary,447.0,39.0,15.0,2.0,34.0,398.0,6.0,46.0,2.0
Lebanon,446.0,8.0,11.0,1.0,35.0,400.0,3.0,65.0,2.0
Latvia,376.0,29.0,0.0,0.0,1.0,375.0,3.0,199.0,0.0
Andorra,370.0,36.0,8.0,2.0,10.0,352.0,10.0,4789.0,104.0
Bosnia and Herzegovina,368.0,45.0,10.0,4.0,17.0,341.0,1.0,112.0,3.0
Tunisia,362.0,50.0,9.0,1.0,3.0,350.0,10.0,31.0,0.8
Bulgaria,359.0,13.0,8.0,0.0,17.0,334.0,13.0,52.0,1.0
Slovakia,336.0,22.0,0.0,0.0,7.0,329.0,1.0,62.0,0.0
Costa Rica,330.0,16.0,2.0,0.0,4.0,324.0,7.0,65.0,0.4
Uruguay,320.0,16.0,1.0,0.0,25.0,294.0,9.0,92.0,0.3
Taiwan,306.0,8.0,5.0,2.0,39.0,262.0,0.0,13.0,0.2
Kazakhstan,302.0,18.0,1.0,0.0,21.0,280.0,0.0,16.0,0.05
Moldova,298.0,35.0,2.0,0.0,15.0,281.0,44.0,74.0,0.5
North Macedonia,285.0,26.0,7.0,1.0,12.0,266.0,1.0,137.0,3.0
Azerbaijan,273.0,64.0,4.0,0.0,26.0,243.0,23.0,27.0,0.4
Jordan,268.0,9.0,5.0,2.0,26.0,237.0,3.0,26.0,0.5
Kuwait,266.0,11.0,0.0,0.0,72.0,194.0,13.0,62.0,0.0
Burkina Faso,246.0,24.0,12.0,0.0,31.0,203.0,0.0,12.0,0.6
San Marino,230.0,6.0,25.0,3.0,13.0,192.0,16.0,6778.0,737.0
Cyprus,230.0,16.0,7.0,1.0,22.0,201.0,3.0,190.0,6.0
Réunion,224.0,41.0,0.0,0.0,1.0,223.0,0.0,250.0,0.0
Albania,223.0,11.0,11.0,1.0,44.0,168.0,7.0,77.0,4.0
Vietnam,204.0,10.0,0.0,0.0,55.0,149.0,3.0,2.0,0.0
Oman,179.0,12.0,0.0,0.0,29.0,150.0,3.0,35.0,0.0
Afghanistan,170.0,50.0,4.0,0.0,2.0,164.0,0.0,4.0,0.1
Cuba,170.0,31.0,4.0,1.0,4.0,162.0,2.0,15.0,0.4
Ivory Coast,168.0,3.0,1.0,0.0,6.0,161.0,0.0,6.0,0.04
Faeroe Islands,168.0,9.0,0.0,0.0,70.0,98.0,1.0,3438.0,0.0
Senegal,162.0,20.0,0.0,0.0,27.0,135.0,0.0,10.0,0.0
Malta,156.0,5.0,0.0,0.0,2.0,154.0,4.0,353.0,0.0
Ghana,152.0,0.0,5.0,0.0,2.0,145.0,1.0,5.0,0.2
Belarus,152.0,58.0,0.0,0.0,32.0,120.0,2.0,16.0,0.0
Uzbekistan,149.0,5.0,2.0,0.0,7.0,140.0,8.0,4.0,0.06
Channel Islands,141.0,33.0,2.0,0.0,0.0,139.0,0.0,811.0,12.0
Honduras,139.0,29.0,7.0,4.0,3.0,129.0,4.0,14.0,0.7
Cameroon,139.0,0.0,6.0,0.0,5.0,128.0,0.0,5.0,0.2
Venezuela,135.0,16.0,3.0,0.0,39.0,93.0,6.0,5.0,0.1
Nigeria,131.0,20.0,2.0,1.0,8.0,121.0,0.0,0.6,0.01
Mauritius,128.0,21.0,3.0,0.0,0.0,125.0,1.0,101.0,2.0
Brunei ,127.0,1.0,1.0,0.0,38.0,88.0,3.0,290.0,2.0
Sri Lanka,122.0,5.0,2.0,1.0,15.0,105.0,5.0,6.0,0.09
Palestine,117.0,8.0,1.0,0.0,18.0,98.0,0.0,23.0,0.2
Cambodia,107.0,4.0,0.0,0.0,21.0,86.0,1.0,6.0,0.0
Guadeloupe,106.0,0.0,4.0,0.0,17.0,85.0,10.0,265.0,10.0
Georgia,103.0,12.0,0.0,0.0,20.0,83.0,6.0,26.0,0.0
Bolivia,97.0,16.0,4.0,3.0,0.0,93.0,3.0,8.0,0.3
Kyrgyzstan,94.0,10.0,0.0,0.0,3.0,91.0,0.0,14.0,0.0
Martinique,93.0,0.0,1.0,0.0,0.0,92.0,12.0,248.0,3.0
Montenegro,91.0,6.0,1.0,0.0,0.0,90.0,1.0,145.0,2.0
Trinidad and Tobago,83.0,5.0,3.0,0.0,1.0,79.0,0.0,59.0,2.0
Mayotte,82.0,19.0,0.0,0.0,10.0,72.0,3.0,301.0,0.0
DRC,81.0,0.0,8.0,0.0,2.0,71.0,0.0,0.9,0.09
Rwanda,70.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,0.0
Gibraltar,69.0,4.0,0.0,0.0,34.0,35.0,0.0,2048.0,0.0
Paraguay,64.0,5.0,3.0,0.0,1.0,60.0,3.0,9.0,0.4
Liechtenstein,62.0,6.0,0.0,0.0,0.0,62.0,0.0,1626.0,0.0
Kenya,50.0,8.0,1.0,0.0,1.0,48.0,2.0,0.9,0.02
Aruba,50.0,0.0,0.0,0.0,1.0,49.0,0.0,468.0,0.0
Bangladesh,49.0,1.0,5.0,0.0,19.0,25.0,1.0,0.3,0.03
Monaco,49.0,3.0,1.0,0.0,1.0,47.0,0.0,1249.0,25.0
Isle of Man,49.0,7.0,0.0,0.0,0.0,49.0,0.0,576.0,0.0
French Guiana,43.0,0.0,0.0,0.0,6.0,37.0,0.0,144.0,0.0
Madagascar,43.0,4.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0
Macao,38.0,1.0,0.0,0.0,10.0,28.0,0.0,59.0,0.0
Guatemala,36.0,2.0,1.0,0.0,10.0,25.0,1.0,2.0,0.06
Jamaica,36.0,4.0,1.0,0.0,2.0,33.0,0.0,12.0,0.3
French Polynesia,36.0,6.0,0.0,0.0,0.0,36.0,2.0,128.0,0.0
Zambia,35.0,6.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0
Barbados,33.0,0.0,0.0,0.0,0.0,33.0,0.0,115.0,0.0
Uganda,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.7,0.0
Togo,30.0,5.0,1.0,0.0,1.0,28.0,0.0,4.0,0.1
El Salvador,30.0,6.0,0.0,0.0,0.0,30.0,5.0,5.0,0.0
