Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Niger,27.0,9.0,3.0,2.0,0.0,24.0,0.0,1.0,0.1
Bermuda,27.0,5.0,0.0,0.0,2.0,25.0,0.0,434.0,0.0
Mali,25.0,7.0,2.0,1.0,0.0,23.0,0.0,1.0,0.1
Ethiopia,23.0,2.0,0.0,0.0,4.0,19.0,1.0,0.2,0.0
Guinea,22.0,6.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0
Congo,19.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0
Tanzania,19.0,5.0,0.0,0.0,1.0,18.0,0.0,0.3,0.0
Djibouti,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
Maldives,17.0,0.0,0.0,0.0,13.0,4.0,0.0,31.0,0.0
Saint Martin,15.0,4.0,1.0,1.0,2.0,12.0,0.0,388.0,26.0
Eritrea,15.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0
Haiti,15.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0
New Caledonia,15.0,0.0,0.0,0.0,0.0,15.0,0.0,53.0,0.0
Bahamas,14.0,0.0,0.0,0.0,1.0,13.0,0.0,36.0,0.0
Myanmar,14.0,4.0,0.0,0.0,0.0,14.0,0.0,0.3,0.0
Cayman Islands,12.0,0.0,1.0,0.0,0.0,11.0,0.0,183.0,15.0
Dominica,12.0,1.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0
Equatorial Guinea,12.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0
Mongolia,12.0,0.0,0.0,0.0,2.0,10.0,0.0,4.0,0.0
Curaçao,11.0,3.0,1.0,0.0,2.0,8.0,0.0,67.0,6.0
Namibia,11.0,0.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0
Syria,10.0,1.0,2.0,1.0,0.0,8.0,0.0,0.6,0.1
Greenland,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0
Grenada,9.0,0.0,0.0,0.0,0.0,9.0,0.0,80.0,0.0
Saint Lucia,9.0,0.0,0.0,0.0,1.0,8.0,0.0,49.0,0.0
Eswatini,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0
Guyana,8.0,0.0,1.0,0.0,0.0,7.0,0.0,10.0,1.0
Guinea-Bissau,8.0,6.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0
Laos,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Libya,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Mozambique,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.0
Seychelles,8.0,0.0,0.0,0.0,0.0,8.0,0.0,81.0,0.0
Suriname,8.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0
Angola,7.0,0.0,2.0,0.0,1.0,4.0,0.0,0.2,0.06
Gabon,7.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.4
Zimbabwe,7.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,0.07
Antigua and Barbuda,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Saint Kitts and Nevis,7.0,5.0,0.0,0.0,0.0,7.0,0.0,132.0,0.0
Sudan,6.0,0.0,2.0,1.0,0.0,4.0,0.0,0.1,0.05
Cabo Verde,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0
Mauritania,6.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.2
Benin,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Vatican City,6.0,0.0,0.0,0.0,0.0,6.0,0.0,7491.0,0.0
St. Barth,6.0,1.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0
Sint Maarten,6.0,0.0,0.0,0.0,0.0,6.0,0.0,140.0,0.0
Nepal,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.0
Chad,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.3,0.0
Fiji,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
Montserrat,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0
Turks and Caicos,5.0,1.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0
Gambia,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4
Nicaragua,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.6,0.2
Bhutan,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
Belize,3.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0
Botswana,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Somalia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
MS Zaandam,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Anguilla,2.0,0.0,0.0,0.0,0.0,2.0,0.0,133.0,0.0
British Virgin Islands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
