Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,120204.0,16078.0,1997.0,301.0,3229.0,114978.0,2666.0,363.0,6.0
Italy,92472.0,5974.0,10023.0,889.0,12384.0,70065.0,3856.0,1529.0,166.0
Spain,72335.0,6616.0,5820.0,682.0,12285.0,54230.0,4165.0,1547.0,124.0
Germany,57695.0,6824.0,433.0,82.0,8481.0,48781.0,1581.0,689.0,5.0
France,37575.0,4611.0,2314.0,319.0,5700.0,29561.0,4273.0,576.0,35.0
Iran,35408.0,3076.0,2517.0,139.0,11679.0,21212.0,3206.0,422.0,30.0
UK,17089.0,2546.0,1019.0,260.0,135.0,15935.0,163.0,252.0,15.0
Switzerland,14076.0,1148.0,264.0,33.0,1530.0,12282.0,301.0,1626.0,31.0
Netherlands,9762.0,1159.0,639.0,93.0,3.0,9120.0,761.0,570.0,37.0
S. Korea,9478.0,146.0,144.0,5.0,4811.0,4523.0,59.0,185.0,3.0
Belgium,9134.0,1850.0,353.0,64.0,1063.0,7718.0,789.0,788.0,30.0
Austria,8188.0,491.0,68.0,10.0,225.0,7895.0,128.0,909.0,8.0
Turkey,7402.0,1704.0,108.0,16.0,70.0,7224.0,309.0,88.0,1.0
Canada,5576.0,819.0,60.0,5.0,354.0,5162.0,120.0,148.0,2.0
Portugal,5170.0,902.0,100.0,24.0,43.0,5027.0,89.0,507.0,10.0
Norway,4013.0,242.0,23.0,4.0,7.0,3983.0,84.0,740.0,4.0
Brazil,3904.0,487.0,111.0,19.0,6.0,3787.0,296.0,18.0,0.5
Australia,3635.0,257.0,14.0,1.0,170.0,3451.0,23.0,143.0,0.5
Israel,3619.0,584.0,12.0,0.0,89.0,3518.0,50.0,418.0,1.0
Sweden,3447.0,378.0,105.0,0.0,16.0,3326.0,239.0,341.0,10.0
Czechia,2541.0,262.0,11.0,2.0,11.0,2519.0,250.0,237.0,1.0
Ireland,2415.0,294.0,36.0,14.0,5.0,2374.0,59.0,489.0,7.0
Malaysia,2320.0,159.0,27.0,1.0,320.0,1973.0,54.0,72.0,0.8
Denmark,2201.0,155.0,65.0,13.0,1.0,2135.0,109.0,380.0,11.0
Chile,1909.0,299.0,6.0,1.0,61.0,1842.0,7.0,100.0,0.3
Luxembourg,1831.0,226.0,18.0,3.0,40.0,1773.0,25.0,2925.0,29.0
