Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,657260.0,1178.0,27834.0,147.0,50009.0,579417.0,14578.0,0.0,0.0,0.0,0.0
Europe,956340.0,19052.0,85664.0,1946.0,253696.0,616980.0,29109.0,0.0,0.0,0.0,0.0
Asia,325854.0,4503.0,11881.0,157.0,158536.0,155437.0,6438.0,0.0,0.0,0.0,0.0
South America,58405.0,716.0,2543.0,32.0,21617.0,34245.0,1163.0,0.0,0.0,0.0,0.0
Oceania,7924.0,67.0,72.0,2.0,4415.0,3437.0,80.0,0.0,0.0,0.0,0.0
Africa,17119.0,247.0,882.0,6.0,3410.0,12827.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,14.0,0.0,639.0,68.0,7.0,0.0,0.0,0.0,0.0
World,2023623.0,25763.0,128890.0,2290.0,492322.0,1402411.0,51553.0,260.0,16.5,0.0,0.0
USA,614643.0,757.0,26112.0,65.0,38820.0,549711.0,13473.0,1857.0,79.0,3103252.0,9375.0
Spain,177633.0,3573.0,18579.0,324.0,70853.0,88201.0,7371.0,3799.0,397.0,600000.0,12833.0
Italy,162488.0,0.0,21067.0,0.0,37130.0,104291.0,3186.0,2687.0,348.0,1073689.0,17758.0
France,143303.0,0.0,15729.0,0.0,28805.0,98769.0,6730.0,2195.0,241.0,333807.0,5114.0
Germany,132321.0,111.0,3502.0,7.0,72600.0,56219.0,4288.0,1579.0,42.0,1317887.0,15730.0
UK,98476.0,4603.0,12868.0,761.0,0.0,85264.0,1559.0,1451.0,190.0,398916.0,5876.0
Iran,76389.0,1512.0,4777.0,94.0,49933.0,21679.0,3643.0,909.0,57.0,299204.0,3562.0
Turkey,65111.0,0.0,1403.0,0.0,4799.0,58909.0,1809.0,772.0,17.0,443626.0,5260.0
Belgium,33573.0,2454.0,4440.0,283.0,7107.0,22026.0,1204.0,2897.0,383.0,128132.0,11056.0
Netherlands,28153.0,734.0,3134.0,189.0,250.0,24769.0,1358.0,1643.0,183.0,134972.0,7877.0
Canada,27063.0,0.0,903.0,0.0,8235.0,17925.0,557.0,717.0,24.0,450717.0,11942.0
Switzerland,26336.0,400.0,1221.0,47.0,14700.0,10415.0,386.0,3043.0,141.0,199000.0,22993.0
Brazil,25758.0,496.0,1557.0,25.0,14026.0,10175.0,296.0,121.0,7.0,62985.0,296.0
Russia,24490.0,3388.0,198.0,28.0,1986.0,22306.0,8.0,168.0,1.0,1517992.0,10402.0
Portugal,18091.0,643.0,599.0,32.0,383.0,17109.0,208.0,1774.0,59.0,191680.0,18798.0
Austria,14321.0,95.0,393.0,9.0,8098.0,5830.0,232.0,1590.0,44.0,156801.0,17410.0
Israel,12200.0,154.0,126.0,3.0,2309.0,9765.0,176.0,1410.0,15.0,117339.0,13557.0
Sweden,11927.0,482.0,1203.0,170.0,381.0,10343.0,954.0,1181.0,119.0,74600.0,7387.0
India,11555.0,68.0,396.0,3.0,1362.0,9797.0,0.0,8.0,0.3,244893.0,177.0
Ireland,11479.0,0.0,406.0,0.0,77.0,10996.0,194.0,2325.0,82.0,90646.0,18358.0
S. Korea,10591.0,27.0,225.0,3.0,7616.0,2750.0,55.0,207.0,4.0,534552.0,10426.0
Peru,10303.0,0.0,230.0,0.0,2869.0,7204.0,132.0,312.0,7.0,102216.0,3100.0
Japan,8100.0,215.0,146.0,0.0,853.0,7101.0,152.0,64.0,1.0,89551.0,708.0
Chile,7917.0,0.0,92.0,0.0,2646.0,5179.0,387.0,414.0,5.0,87794.0,4593.0
Ecuador,7603.0,0.0,369.0,0.0,696.0,6538.0,129.0,431.0,21.0,25347.0,1437.0
Poland,7408.0,206.0,268.0,5.0,668.0,6472.0,160.0,196.0,7.0,156493.0,4135.0
Romania,7216.0,337.0,362.0,11.0,1217.0,5637.0,245.0,375.0,19.0,74827.0,3890.0
Norway,6740.0,117.0,145.0,6.0,32.0,6563.0,59.0,1243.0,27.0,130216.0,24020.0
