Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,13499272.0,93495.0,240140.0,1456.0,11965721.0,90160.0,1293411.0,21292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,11014935.0,103791.0,349423.0,1665.0,7323881.0,59970.0,3341631.0,20664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,9581698.0,58155.0,292720.0,1299.0,8554758.0,48759.0,734220.0,18131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,9411835.0,282114.0,260061.0,2557.0,3664146.0,59213.0,5487628.0,19873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,1770688.0,10975.0,42404.0,186.0,1444345.0,7874.0,283939.0,2241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,37440.0,22.0,970.0,0.0,32573.0,45.0,3897.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,659.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,45316589.0,548552.0,1185733.0,7163.0,32986083.0,266021.0,11144773.0,82230.0,5814.0,152.1,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,85915.0,47.0,4634.0,0.0,80943.0,7.0,338.0,7.0,60.0,3.0,160000000.0,111163.0,1439323776.0,16753.0,310601.0,9.0
USA,2.0,9212767.0,91530.0,234177.0,1047.0,5983345.0,50133.0,2995245.0,16950.0,27779.0,706.0,141669328.0,427174.0,331642770.0,36.0,1416.0,2.0
India,3.0,8088046.0,49281.0,121131.0,568.0,7371898.0,56947.0,595017.0,8944.0,5842.0,87.0,106563440.0,76971.0,1384456382.0,171.0,11429.0,13.0
Brazil,4.0,5496402.0,26647.0,159033.0,565.0,4954159.0,19611.0,383210.0,8318.0,25798.0,746.0,21900000.0,102789.0,213056940.0,39.0,1340.0,10.0
Russia,5.0,1581693.0,17717.0,27301.0,366.0,1186041.0,14740.0,368351.0,2300.0,10837.0,187.0,59284119.0,406180.0,145955236.0,92.0,5346.0,2.0
France,6.0,1282769.0,47637.0,36020.0,235.0,115287.0,1310.0,1131462.0,3156.0,19638.0,551.0,15592956.0,238711.0,65321359.0,51.0,1813.0,4.0
Spain,7.0,1238922.0,23580.0,35639.0,173.0,0.0,0.0,0.0,2404.0,26495.0,762.0,16690076.0,356925.0,46760790.0,38.0,1312.0,3.0
Argentina,8.0,1143800.0,13267.0,30442.0,371.0,946134.0,14987.0,167224.0,4981.0,25232.0,672.0,2947344.0,65017.0,45331975.0,40.0,1489.0,15.0
Colombia,9.0,1053122.0,11187.0,30926.0,173.0,950348.0,8474.0,71848.0,2365.0,20625.0,606.0,4940714.0,96762.0,51060661.0,48.0,1651.0,10.0
UK,10.0,965340.0,23065.0,45955.0,280.0,0.0,0.0,0.0,957.0,14195.0,676.0,33089838.0,486589.0,68003706.0,70.0,1480.0,2.0
Mexico,11.0,906863.0,5595.0,90309.0,495.0,663639.0,4166.0,152915.0,2838.0,7009.0,698.0,2344805.0,18124.0,129376862.0,143.0,1433.0,55.0
Peru,12.0,897594.0,2666.0,34362.0,47.0,819717.0,3029.0,43515.0,1052.0,27100.0,1037.0,4473483.0,135062.0,33121760.0,37.0,964.0,7.0
South Africa,13.0,721770.0,2056.0,19164.0,53.0,649935.0,1281.0,52671.0,546.0,12120.0,322.0,4777609.0,80224.0,59553172.0,83.0,3108.0,12.0
Italy,14.0,616595.0,26831.0,38122.0,217.0,279282.0,3878.0,299191.0,1651.0,10203.0,631.0,15353490.0,254061.0,60432243.0,98.0,1585.0,4.0
Iran,15.0,596941.0,8293.0,34113.0,399.0,472598.0,4681.0,90230.0,5055.0,7077.0,404.0,4857392.0,57590.0,84344353.0,141.0,2472.0,17.0
Chile,16.0,507050.0,1520.0,14118.0,86.0,483922.0,1016.0,9010.0,748.0,26450.0,736.0,4232623.0,220793.0,19170131.0,38.0,1358.0,5.0
Germany,17.0,498353.0,18732.0,10435.0,76.0,339200.0,6300.0,148718.0,1696.0,5942.0,124.0,21882967.0,260907.0,83872585.0,168.0,8038.0,4.0
Iraq,18.0,467755.0,3804.0,10815.0,45.0,394386.0,3376.0,62554.0,460.0,11546.0,267.0,2833070.0,69929.0,40513679.0,87.0,3746.0,14.0
