Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,123828.0,250.0,2231.0,10.0,3238.0,118359.0,2666.0,374.0,7.0
Italy,92472.0,0.0,10023.0,0.0,12384.0,70065.0,3856.0,1529.0,166.0
Spain,78797.0,5562.0,6528.0,546.0,14709.0,57560.0,4165.0,1685.0,140.0
Germany,58247.0,552.0,455.0,22.0,8481.0,49311.0,1581.0,695.0,5.0
Iran,38309.0,2901.0,2640.0,123.0,12391.0,23278.0,3206.0,456.0,31.0
France,37575.0,0.0,2314.0,0.0,5700.0,29561.0,4273.0,576.0,35.0
UK,19522.0,2433.0,1235.0,216.0,135.0,18152.0,163.0,288.0,18.0
Switzerland,14593.0,517.0,290.0,26.0,1595.0,12708.0,301.0,1686.0,34.0
Netherlands,10866.0,1104.0,771.0,132.0,3.0,10092.0,914.0,634.0,45.0
Belgium,10836.0,1702.0,431.0,78.0,1359.0,9046.0,867.0,935.0,37.0
S. Korea,9583.0,105.0,152.0,8.0,5033.0,4398.0,59.0,187.0,3.0
Austria,8536.0,265.0,86.0,18.0,479.0,7971.0,187.0,948.0,10.0
Turkey,7402.0,0.0,108.0,0.0,70.0,7224.0,445.0,88.0,1.0
Portugal,5962.0,792.0,119.0,19.0,43.0,5800.0,89.0,585.0,12.0
Canada,5655.0,0.0,61.0,1.0,508.0,5086.0,120.0,150.0,2.0
Norway,4235.0,220.0,25.0,2.0,7.0,4203.0,91.0,781.0,5.0
Australia,3969.0,334.0,16.0,2.0,226.0,3727.0,23.0,156.0,0.6
Brazil,3904.0,0.0,117.0,3.0,6.0,3781.0,296.0,18.0,0.6
Israel,3865.0,246.0,14.0,2.0,89.0,3762.0,66.0,447.0,2.0
Sweden,3700.0,253.0,110.0,5.0,16.0,3574.0,255.0,366.0,11.0
Czechia,2697.0,66.0,13.0,2.0,11.0,2673.0,45.0,252.0,1.0
Malaysia,2470.0,150.0,34.0,7.0,388.0,2048.0,73.0,76.0,1.0
Ireland,2415.0,0.0,36.0,0.0,5.0,2374.0,59.0,489.0,7.0
Denmark,2395.0,194.0,72.0,7.0,1.0,2322.0,113.0,413.0,12.0
Chile,1909.0,0.0,6.0,0.0,61.0,1842.0,7.0,100.0,0.3
Luxembourg,1831.0,0.0,18.0,0.0,40.0,1773.0,25.0,2925.0,29.0
Ecuador,1823.0,0.0,48.0,0.0,3.0,1772.0,58.0,103.0,3.0
Poland,1771.0,133.0,20.0,2.0,7.0,1744.0,3.0,47.0,0.5
Romania,1760.0,308.0,40.0,3.0,169.0,1551.0,34.0,91.0,2.0
Japan,1693.0,0.0,52.0,0.0,424.0,1217.0,56.0,13.0,0.4
Russia,1534.0,270.0,8.0,4.0,64.0,1462.0,8.0,11.0,0.05
Pakistan,1526.0,31.0,13.0,1.0,29.0,1484.0,11.0,7.0,0.06
Philippines,1418.0,343.0,71.0,3.0,42.0,1305.0,1.0,13.0,0.6
Thailand,1388.0,143.0,7.0,1.0,97.0,1284.0,11.0,20.0,0.1
Saudi Arabia,1299.0,96.0,8.0,4.0,66.0,1225.0,12.0,37.0,0.2
Indonesia,1285.0,130.0,114.0,12.0,64.0,1107.0,0.0,5.0,0.4
Finland,1239.0,72.0,11.0,2.0,10.0,1218.0,32.0,224.0,2.0
South Africa,1187.0,0.0,1.0,0.0,31.0,1155.0,7.0,20.0,0.02
Greece,1061.0,0.0,37.0,5.0,52.0,972.0,66.0,102.0,4.0
Iceland,1020.0,57.0,2.0,0.0,114.0,904.0,19.0,2989.0,6.0
India,987.0,0.0,25.0,1.0,87.0,875.0,0.0,0.7,0.02
Panama,901.0,0.0,17.0,0.0,4.0,880.0,32.0,209.0,4.0
Mexico,848.0,131.0,16.0,4.0,4.0,828.0,1.0,7.0,0.1
Singapore,844.0,42.0,3.0,1.0,212.0,629.0,19.0,144.0,0.5
Argentina,745.0,0.0,19.0,0.0,72.0,654.0,0.0,16.0,0.4
Serbia,741.0,82.0,13.0,3.0,42.0,686.0,25.0,85.0,1.0
Slovenia,730.0,46.0,11.0,2.0,10.0,709.0,23.0,351.0,5.0
Dominican Republic,719.0,0.0,28.0,0.0,3.0,688.0,0.0,66.0,3.0
Croatia,713.0,56.0,6.0,1.0,52.0,655.0,26.0,174.0,1.0
Diamond Princess,712.0,0.0,10.0,0.0,597.0,105.0,15.0,0.0,0.0
Estonia,679.0,34.0,3.0,2.0,20.0,656.0,10.0,512.0,2.0
Peru,671.0,0.0,16.0,0.0,16.0,639.0,33.0,20.0,0.5
Hong Kong,641.0,81.0,4.0,0.0,118.0,519.0,5.0,86.0,0.5
Colombia,608.0,0.0,6.0,0.0,10.0,592.0,0.0,12.0,0.1
Qatar,590.0,0.0,1.0,0.0,45.0,544.0,6.0,205.0,0.3
Egypt,576.0,0.0,36.0,0.0,121.0,419.0,0.0,6.0,0.4
Iraq,547.0,41.0,42.0,0.0,143.0,362.0,0.0,14.0,1.0
New Zealand,514.0,0.0,1.0,0.0,56.0,457.0,1.0,107.0,0.2
Bahrain,499.0,23.0,4.0,0.0,272.0,223.0,1.0,293.0,2.0
UAE,468.0,0.0,2.0,0.0,55.0,411.0,2.0,47.0,0.2
Algeria,454.0,0.0,29.0,0.0,31.0,394.0,0.0,10.0,0.7
Morocco,450.0,48.0,26.0,1.0,13.0,411.0,1.0,12.0,0.7
Lebanon,438.0,26.0,10.0,2.0,30.0,398.0,4.0,64.0,1.0
Lithuania,437.0,43.0,7.0,0.0,1.0,429.0,2.0,161.0,3.0
Armenia,424.0,17.0,3.0,2.0,30.0,391.0,6.0,143.0,1.0
Ukraine,418.0,62.0,9.0,0.0,5.0,404.0,0.0,10.0,0.2
Hungary,408.0,65.0,13.0,2.0,34.0,361.0,6.0,42.0,1.0
Latvia,347.0,42.0,0.0,0.0,1.0,346.0,3.0,184.0,0.0
Bulgaria,338.0,7.0,8.0,1.0,11.0,319.0,8.0,49.0,1.0
Andorra,334.0,26.0,6.0,3.0,1.0,327.0,10.0,4323.0,78.0
Bosnia and Herzegovina,323.0,45.0,6.0,0.0,8.0,309.0,1.0,98.0,2.0
Slovakia,314.0,22.0,0.0,0.0,2.0,312.0,1.0,58.0,0.0
Uruguay,304.0,0.0,1.0,0.0,0.0,303.0,9.0,88.0,0.3
Taiwan,298.0,15.0,2.0,0.0,39.0,257.0,0.0,13.0,0.08
Costa Rica,295.0,0.0,2.0,0.0,3.0,290.0,6.0,58.0,0.4
Tunisia,278.0,0.0,8.0,0.0,2.0,268.0,10.0,24.0,0.7
North Macedonia,259.0,18.0,6.0,2.0,3.0,250.0,1.0,124.0,3.0
Kuwait,255.0,20.0,0.0,0.0,67.0,188.0,12.0,60.0,0.0
Kazakhstan,251.0,23.0,1.0,0.0,18.0,232.0,0.0,13.0,0.05
Jordan,246.0,0.0,1.0,0.0,18.0,227.0,3.0,24.0,0.1
Moldova,231.0,0.0,2.0,0.0,2.0,227.0,33.0,57.0,0.5
San Marino,224.0,0.0,22.0,0.0,6.0,196.0,16.0,6602.0,648.0
Albania,212.0,15.0,10.0,0.0,33.0,169.0,3.0,74.0,3.0
Azerbaijan,209.0,27.0,4.0,0.0,15.0,190.0,23.0,21.0,0.4
Burkina Faso,207.0,0.0,11.0,0.0,21.0,175.0,0.0,10.0,0.5
Vietnam,188.0,14.0,0.0,0.0,21.0,167.0,3.0,2.0,0.0
