Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,8716941.0,113678.0,166139.0,1889.0,7060846.0,104140.0,1489956.0,19438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,8035635.0,47165.0,290389.0,781.0,4924045.0,60824.0,2821201.0,17856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,7160699.0,43311.0,229290.0,1225.0,5891582.0,67090.0,1039827.0,15323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,4126255.0,31809.0,212914.0,302.0,2255133.0,9564.0,1658208.0,6560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,1366138.0,6569.0,32849.0,171.0,1110971.0,6924.0,222318.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,30158.0,189.0,850.0,6.0,26210.0,148.0,3098.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,29436547.0,242721.0,932446.0,4374.0,21269438.0,248690.0,7234663.0,60710.0,3776.0,119.6,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,85194.0,10.0,4634.0,0.0,80415.0,16.0,145.0,2.0,59.0,3.0,160000000.0,111163.0,1439323776.0,16895.0,310601.0,9.0
USA,2.0,6749289.0,38072.0,199000.0,480.0,4027826.0,52877.0,2522463.0,14104.0,20366.0,600.0,92890322.0,280293.0,331404570.0,49.0,1665.0,4.0
India,3.0,4926914.0,81911.0,80808.0,1054.0,3856246.0,79202.0,989860.0,8944.0,3563.0,58.0,57239428.0,41394.0,1382789568.0,281.0,17112.0,24.0
Brazil,4.0,4349544.0,19089.0,132117.0,454.0,3613184.0,39226.0,604243.0,8318.0,20433.0,621.0,14505652.0,68143.0,212871450.0,49.0,1611.0,15.0
Russia,5.0,1068320.0,5509.0,18635.0,57.0,878700.0,2475.0,170985.0,2300.0,7320.0,128.0,40903551.0,280262.0,145947569.0,137.0,7832.0,4.0
Peru,6.0,733860.0,4241.0,30812.0,102.0,573364.0,6568.0,129684.0,1460.0,22194.0,932.0,3552710.0,107445.0,33065274.0,45.0,1073.0,9.0
Colombia,7.0,721892.0,5573.0,23123.0,199.0,606925.0,7540.0,91844.0,863.0,14156.0,453.0,3194202.0,62639.0,50994019.0,71.0,2205.0,16.0
Mexico,8.0,668381.0,4408.0,70821.0,217.0,471623.0,4098.0,125937.0,2672.0,5173.0,548.0,1516588.0,11737.0,129210414.0,193.0,1824.0,85.0
South Africa,9.0,650749.0,956.0,15499.0,52.0,579289.0,1383.0,55961.0,539.0,10944.0,261.0,3928614.0,66070.0,59461240.0,91.0,3836.0,15.0
Spain,10.0,593730.0,3023.0,29848.0,33.0,0.0,0.0,0.0,1157.0,12698.0,638.0,10756835.0,230051.0,46758571.0,79.0,1567.0,4.0
Argentina,11.0,565446.0,9909.0,11667.0,315.0,428953.0,9440.0,124826.0,2992.0,12487.0,258.0,1563241.0,34523.0,45281033.0,80.0,3881.0,29.0
Chile,12.0,436447.0,1699.0,12013.0,64.0,407725.0,1399.0,16709.0,906.0,22791.0,627.0,2860706.0,149384.0,19149979.0,44.0,1594.0,7.0
Iran,13.0,404648.0,2619.0,23313.0,156.0,348013.0,1771.0,33322.0,3798.0,4805.0,277.0,3586848.0,42593.0,84212176.0,208.0,3612.0,23.0
France,14.0,387252.0,6158.0,30950.0,34.0,89507.0,448.0,266795.0,712.0,5930.0,474.0,10000000.0,153131.0,65303652.0,169.0,2110.0,7.0
UK,15.0,371123.0,2619.0,41637.0,9.0,0.0,0.0,0.0,79.0,5461.0,613.0,19293329.0,283893.0,67959950.0,183.0,1632.0,4.0
Bangladesh,16.0,339332.0,1812.0,4759.0,26.0,243155.0,2512.0,91418.0,0.0,2056.0,29.0,1742696.0,10560.0,165026102.0,486.0,34677.0,95.0
Saudi Arabia,17.0,326258.0,607.0,4305.0,37.0,303930.0,1060.0,18023.0,1293.0,9342.0,123.0,5766502.0,165117.0,34923731.0,107.0,8112.0,6.0
Pakistan,18.0,302020.0,539.0,6383.0,4.0,289806.0,377.0,5831.0,551.0,1362.0,29.0,2968613.0,13387.0,221753645.0,734.0,34741.0,75.0
Iraq,19.0,294478.0,4169.0,8086.0,72.0,229132.0,4427.0,57260.0,539.0,7289.0,200.0,1926390.0,47680.0,40402436.0,137.0,4997.0,21.0
Turkey,20.0,292878.0,1716.0,7119.0,63.0,260058.0,1225.0,25701.0,1301.0,3465.0,84.0,8632123.0,102125.0,84524981.0,289.0,11873.0,10.0
Italy,21.0,288761.0,1008.0,35624.0,14.0,213950.0,316.0,39187.0,197.0,4777.0,589.0,9863427.0,163185.0,60443131.0,209.0,1697.0,6.0
Philippines,22.0,265863.0,4674.0,4629.0,258.0,206957.0,0.0,54277.0,1048.0,2420.0,42.0,3116131.0,28360.0,109878149.0,413.0,23737.0,35.0
Germany,23.0,263221.0,1923.0,9436.0,8.0,237550.0,1850.0,16235.0,237.0,3140.0,113.0,13436301.0,160262.0,83839732.0,319.0,8885.0,6.0
