Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
Asia,0.0,1002918.0,20509.0,28215.0,414.0,589039.0,385664.0,13771.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,1926396.0,24178.0,116163.0,1144.0,595573.0,1214660.0,18300.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,683742.0,27527.0,33924.0,1286.0,272294.0,377524.0,10975.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1934081.0,16085.0,169601.0,1086.0,912558.0,851922.0,9711.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,121547.0,3746.0,3613.0,118.0,49902.0,68032.0,334.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8741.0,15.0,123.0,0.0,8115.0,503.0,6.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,5678146.0,92060.0,351654.0,4048.0,2428132.0,2898360.0,53101.0,728.0,45.1,0.0,0.0,0.0
China,1.0,82992.0,7.0,4634.0,0.0,78277.0,81.0,7.0,58.0,3.0,0.0,0.0,1439323776.0
USA,2.0,1725275.0,19049.0,100572.0,774.0,479969.0,1144734.0,17158.0,5215.0,304.0,15532159.0,46951.0,330817010.0
Brazil,3.0,392360.0,15691.0,24549.0,1027.0,158593.0,209218.0,8318.0,1847.0,116.0,871839.0,4104.0,212413908.0
Russia,4.0,362342.0,8915.0,3807.0,174.0,131129.0,227406.0,2300.0,2483.0,26.0,9160590.0,62774.0,145928655.0
Spain,5.0,283339.0,859.0,27117.0,280.0,196958.0,59264.0,854.0,6060.0,580.0,3556567.0,76071.0,46753098.0
UK,6.0,265227.0,2004.0,37048.0,134.0,0.0,0.0,1559.0,3909.0,546.0,3681295.0,54255.0,67852019.0
Italy,7.0,230555.0,397.0,32955.0,78.0,144658.0,52942.0,521.0,3813.0,545.0,3539927.0,58540.0,60469988.0
France,8.0,182722.0,0.0,28530.0,98.0,65879.0,88313.0,1555.0,2800.0,437.0,1384633.0,21217.0,65259974.0
Germany,9.0,181288.0,499.0,8498.0,70.0,162000.0,10790.0,821.0,2164.0,101.0,3595059.0,42922.0,83758696.0
Turkey,10.0,158762.0,948.0,4397.0,28.0,121507.0,32858.0,739.0,1884.0,52.0,1873607.0,22239.0,84249900.0
India,11.0,150793.0,5843.0,4344.0,172.0,64277.0,82172.0,8944.0,109.0,3.0,3126119.0,2267.0,1378678095.0
Iran,12.0,139511.0,1787.0,7508.0,57.0,109437.0,22566.0,2567.0,1663.0,90.0,837090.0,9979.0,83886140.0
Peru,13.0,129751.0,5772.0,3788.0,159.0,52906.0,73057.0,923.0,3941.0,115.0,875721.0,26597.0,32925941.0
Canada,14.0,86647.0,936.0,6639.0,94.0,45339.0,34669.0,502.0,2298.0,176.0,1502990.0,39857.0,37709994.0
Chile,15.0,77961.0,3964.0,806.0,45.0,30915.0,46240.0,1202.0,4082.0,42.0,501125.0,26237.0,19100270.0
Saudi Arabia,16.0,76726.0,1931.0,411.0,12.0,48450.0,27865.0,384.0,2207.0,12.0,738743.0,21253.0,34759189.0
Mexico,17.0,71105.0,2485.0,7633.0,239.0,49890.0,13582.0,378.0,552.0,59.0,225650.0,1752.0,128799843.0
Pakistan,18.0,57705.0,1356.0,1197.0,30.0,18314.0,38194.0,111.0,262.0,5.0,490908.0,2227.0,220450694.0
Belgium,19.0,57455.0,113.0,9334.0,22.0,15320.0,32801.0,249.0,4959.0,806.0,795447.0,68663.0,11584839.0
Qatar,20.0,47207.0,1742.0,28.0,2.0,11844.0,35335.0,205.0,16413.0,10.0,196411.0,68290.0,2876111.0
Netherlands,21.0,45578.0,133.0,5856.0,26.0,0.0,0.0,188.0,2661.0,342.0,324918.0,18966.0,17131319.0
Belarus,22.0,38059.0,915.0,208.0,4.0,15086.0,22765.0,92.0,4028.0,22.0,472906.0,50045.0,9449610.0
Ecuador,23.0,37355.0,0.0,3203.0,0.0,18003.0,16149.0,211.0,2121.0,182.0,106554.0,6049.0,17616090.0
Bangladesh,24.0,36751.0,1166.0,522.0,21.0,7579.0,28650.0,1.0,223.0,3.0,258550.0,1571.0,164528877.0
Sweden,25.0,34440.0,597.0,4125.0,96.0,4971.0,25344.0,304.0,3412.0,409.0,238800.0,23659.0,10093230.0
Singapore,26.0,32343.0,383.0,23.0,0.0,16444.0,15876.0,8.0,5533.0,4.0,294414.0,50363.0,5845893.0
UAE,27.0,31086.0,779.0,253.0,5.0,15982.0,14851.0,1.0,3147.0,26.0,2072493.0,209797.0,9878576.0
Portugal,28.0,31007.0,219.0,1342.0,12.0,18096.0,11569.0,71.0,3040.0,132.0,689705.0,67622.0,10199416.0
Switzerland,29.0,30761.0,15.0,1915.0,2.0,28200.0,646.0,41.0,3557.0,221.0,375115.0,43373.0,8648520.0
Ireland,30.0,24735.0,37.0,1615.0,9.0,21060.0,2060.0,54.0,5015.0,327.0,325795.0,66053.0,4932355.0
South Africa,31.0,24264.0,649.0,524.0,43.0,12741.0,10999.0,128.0,410.0,9.0,605991.0,10230.0,59234476.0
Indonesia,32.0,23165.0,415.0,1418.0,27.0,5877.0,15870.0,0.0,85.0,5.0,264098.0,967.0,273239726.0
Colombia,33.0,23003.0,1022.0,776.0,26.0,5511.0,16716.0,136.0,453.0,15.0,260812.0,5131.0,50829634.0
Kuwait,34.0,22575.0,608.0,172.0,7.0,7306.0,15097.0,196.0,5294.0,40.0,276207.0,64773.0,4264228.0
Poland,35.0,22074.0,443.0,1024.0,17.0,10020.0,11030.0,160.0,583.0,27.0,801753.0,21182.0,37850425.0
Ukraine,36.0,21584.0,339.0,644.0,21.0,7575.0,13365.0,259.0,493.0,15.0,301736.0,6896.0,43757273.0
Egypt,37.0,18756.0,789.0,797.0,14.0,5027.0,12932.0,41.0,184.0,8.0,135000.0,1322.0,102136256.0
Romania,38.0,18429.0,146.0,1216.0,11.0,11874.0,5339.0,181.0,957.0,63.0,385728.0,20039.0,19249131.0
Israel,39.0,16757.0,23.0,281.0,0.0,14457.0,2019.0,43.0,1822.0,31.0,545761.0,59337.0,9197590.0
Japan,40.0,16623.0,42.0,846.0,16.0,13810.0,1967.0,155.0,131.0,7.0,276170.0,2183.0,126511690.0
Austria,41.0,16557.0,18.0,643.0,2.0,15182.0,732.0,32.0,1839.0,71.0,411185.0,45680.0,9001487.0
Dominican Republic,42.0,15264.0,191.0,468.0,8.0,8534.0,6262.0,123.0,1408.0,43.0,69608.0,6423.0,10837265.0
Philippines,43.0,14669.0,350.0,886.0,13.0,3412.0,10371.0,81.0,134.0,8.0,307434.0,2809.0,109435773.0
Argentina,44.0,13228.0,600.0,484.0,17.0,4167.0,8577.0,171.0,293.0,11.0,136662.0,3026.0,45155378.0
Afghanistan,45.0,11831.0,658.0,220.0,1.0,1128.0,10483.0,19.0,305.0,6.0,32870.0,846.0,38836559.0
Panama,46.0,11447.0,264.0,313.0,3.0,6379.0,4755.0,72.0,2657.0,73.0,60598.0,14067.0,4307910.0
Denmark,47.0,11428.0,41.0,563.0,0.0,10044.0,821.0,23.0,1974.0,97.0,559454.0,96620.0,5790276.0
Serbia,48.0,11227.0,34.0,239.0,0.0,6067.0,4921.0,11.0,1284.0,27.0,223771.0,25601.0,8740556.0
S. Korea,49.0,11225.0,19.0,269.0,2.0,10275.0,681.0,15.0,219.0,5.0,839475.0,16375.0,51265081.0
Bahrain,50.0,9366.0,195.0,14.0,0.0,4938.0,4414.0,9.0,5526.0,8.0,286223.0,168866.0,1694967.0
Czechia,51.0,9050.0,48.0,317.0,0.0,6270.0,2463.0,24.0,845.0,30.0,410777.0,38365.0,10707123.0
Kazakhstan,52.0,8969.0,438.0,37.0,2.0,4613.0,4319.0,31.0,478.0,2.0,687249.0,36644.0,18754495.0
Algeria,53.0,8697.0,194.0,617.0,8.0,4918.0,3162.0,27.0,199.0,14.0,0.0,0.0,43770104.0
Norway,54.0,8383.0,19.0,235.0,0.0,7727.0,421.0,11.0,1547.0,43.0,236666.0,43688.0,5417143.0
Nigeria,55.0,8344.0,276.0,249.0,16.0,2385.0,5710.0,7.0,41.0,1.0,44458.0,216.0,205598175.0
Oman,56.0,8118.0,348.0,37.0,0.0,2067.0,6014.0,31.0,1594.0,7.0,72000.0,14138.0,5092816.0
Malaysia,57.0,7604.0,187.0,115.0,0.0,6041.0,1448.0,8.0,235.0,4.0,519944.0,16085.0,32324797.0
Morocco,58.0,7577.0,45.0,202.0,2.0,4881.0,2494.0,1.0,206.0,5.0,161365.0,4377.0,36867318.0
Armenia,59.0,7402.0,289.0,91.0,4.0,3220.0,4091.0,10.0,2498.0,31.0,52554.0,17738.0,2962725.0
Moldova,60.0,7305.0,158.0,267.0,6.0,3884.0,3154.0,256.0,1810.0,66.0,40565.0,10054.0,4034820.0
Australia,61.0,7133.0,15.0,102.0,0.0,6553.0,478.0,5.0,280.0,4.0,1288223.0,50577.0,25470681.0
Ghana,62.0,7117.0,309.0,34.0,2.0,2317.0,4766.0,16.0,230.0,1.0,203383.0,6560.0,31005629.0
Bolivia,63.0,6660.0,397.0,261.0,11.0,647.0,5752.0,3.0,571.0,22.0,22294.0,1912.0,11657129.0
Finland,64.0,6628.0,29.0,312.0,4.0,5100.0,1216.0,11.0,1196.0,56.0,171575.0,30971.0,5539916.0
Cameroon,65.0,5436.0,546.0,175.0,10.0,1996.0,3265.0,28.0,205.0,7.0,0.0,0.0,26475800.0
Iraq,66.0,4848.0,216.0,169.0,6.0,2852.0,1827.0,34.0,121.0,4.0,199367.0,4968.0,40128037.0
Azerbaijan,67.0,4403.0,132.0,52.0,1.0,2819.0,1532.0,42.0,435.0,5.0,273411.0,26989.0,10130283.0
Honduras,68.0,4189.0,239.0,182.0,2.0,473.0,3534.0,13.0,424.0,18.0,14790.0,1496.0,9888691.0
Luxembourg,69.0,3995.0,2.0,110.0,0.0,3783.0,102.0,5.0,6393.0,176.0,68829.0,110136.0,624947.0
Sudan,70.0,3976.0,156.0,170.0,5.0,503.0,3303.0,0.0,91.0,4.0,401.0,9.0,43741597.0
Hungary,71.0,3771.0,15.0,499.0,8.0,1836.0,1436.0,27.0,390.0,52.0,166263.0,17207.0,9662589.0
Guatemala,72.0,3760.0,336.0,59.0,1.0,274.0,3427.0,5.0,210.0,3.0,31427.0,1758.0,17881612.0
Uzbekistan,73.0,3290.0,101.0,14.0,1.0,2636.0,640.0,3.0,98.0,0.4,460000.0,13764.0,33420567.0
Guinea,74.0,3275.0,0.0,20.0,0.0,1673.0,1582.0,24.0,250.0,2.0,14407.0,1100.0,13094574.0
Tajikistan,75.0,3266.0,166.0,47.0,1.0,1417.0,1802.0,0.0,343.0,5.0,0.0,0.0,9515224.0
Senegal,76.0,3161.0,31.0,36.0,1.0,1565.0,1560.0,18.0,189.0,2.0,35016.0,2097.0,16696778.0
Thailand,77.0,3045.0,3.0,57.0,0.0,2929.0,59.0,57.0,44.0,0.8,375453.0,5380.0,69783536.0
Greece,78.0,2892.0,10.0,173.0,1.0,1374.0,1345.0,18.0,277.0,17.0,160991.0,15439.0,10427639.0
Ivory Coast,79.0,2477.0,54.0,30.0,0.0,1286.0,1161.0,0.0,94.0,1.0,25099.0,954.0,26309063.0
Djibouti,80.0,2468.0,0.0,14.0,0.0,1079.0,1375.0,0.0,2502.0,14.0,23140.0,23455.0,986559.0
Bulgaria,81.0,2443.0,10.0,130.0,0.0,880.0,1433.0,20.0,351.0,19.0,74834.0,10763.0,6953085.0
Bosnia and Herzegovina,82.0,2416.0,10.0,149.0,3.0,1721.0,546.0,4.0,736.0,45.0,60528.0,18439.0,3282643.0
DRC,83.0,2403.0,106.0,68.0,1.0,340.0,1995.0,0.0,27.0,0.8,0.0,0.0,89264128.0
Croatia,84.0,2244.0,0.0,101.0,1.0,2046.0,97.0,5.0,546.0,25.0,63682.0,15504.0,4107530.0
