Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
North America,0.0,2350506.0,22786.0,139503.0,1564.0,979318.0,15910.0,1231685.0,19407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,1231051.0,12023.0,53253.0,408.0,619026.0,55203.0,558772.0,11931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,2139591.0,14204.0,180941.0,757.0,1120736.0,15314.0,837914.0,6899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,1462152.0,37882.0,37078.0,781.0,889339.0,25107.0,535735.0,15080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,211215.0,5695.0,5685.0,117.0,96796.0,3882.0,108734.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8887.0,9.0,124.0,0.0,8332.0,24.0,431.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,7404123.0,92599.0,416599.0,3627.0,3714198.0,115440.0,3273326.0,53823.0,950.0,53.4,0.0,0.0,0.0,0.0,0.0,0.0
USA,1.0,2062174.0,16625.0,115011.0,863.0,800339.0,11477.0,1146824.0,16841.0,6232.0,348.0,22512162.0,68035.0,330891117.0,160.0,2877.0,15.0
Brazil,2.0,747561.0,5477.0,38701.0,204.0,380300.0,54698.0,328560.0,8318.0,3518.0,182.0,999836.0,4706.0,212471616.0,284.0,5490.0,213.0
Russia,3.0,493657.0,8404.0,6358.0,216.0,252783.0,10386.0,234516.0,2300.0,3383.0,44.0,13545303.0,92820.0,145931041.0,296.0,22952.0,11.0
UK,4.0,290143.0,1003.0,41128.0,245.0,0.0,0.0,0.0,516.0,4275.0,606.0,6042622.0,89038.0,67865632.0,234.0,1650.0,11.0
Spain,5.0,289360.0,314.0,27136.0,0.0,0.0,0.0,0.0,617.0,6189.0,580.0,4465338.0,95508.0,46753788.0,162.0,1723.0,10.0
India,6.0,287155.0,12375.0,8107.0,388.0,140979.0,6814.0,138069.0,8944.0,208.0,6.0,5061332.0,3670.0,1379196659.0,4803.0,170124.0,272.0
Italy,7.0,235763.0,202.0,34114.0,71.0,169939.0,1293.0,31710.0,249.0,3899.0,564.0,4381349.0,72459.0,60466601.0,256.0,1772.0,14.0
Peru,8.0,203736.0,0.0,5738.0,0.0,92929.0,0.0,105069.0,1077.0,6184.0,174.0,1227691.0,37267.0,32943514.0,162.0,5741.0,27.0
Germany,9.0,186866.0,350.0,8844.0,13.0,170700.0,500.0,7322.0,492.0,2231.0,106.0,4694147.0,56037.0,83768916.0,448.0,9472.0,18.0
Iran,10.0,177938.0,2011.0,8506.0,81.0,140590.0,2133.0,28842.0,2639.0,2120.0,101.0,1128601.0,13447.0,83927262.0,472.0,9867.0,74.0
Turkey,11.0,173036.0,922.0,4746.0,17.0,146839.0,2241.0,21451.0,631.0,2053.0,56.0,2451700.0,29088.0,84284595.0,487.0,17759.0,34.0
France,12.0,155136.0,545.0,29319.0,23.0,71832.0,326.0,53985.0,933.0,2377.0,449.0,1384633.0,21215.0,65265483.0,421.0,2226.0,47.0
Chile,13.0,148496.0,5737.0,2475.0,192.0,95631.0,0.0,50390.0,1689.0,7772.0,130.0,761090.0,39834.0,19106539.0,129.0,7720.0,25.0
Mexico,14.0,124301.0,4199.0,14649.0,596.0,90748.0,3115.0,18904.0,378.0,965.0,114.0,357055.0,2771.0,128851627.0,1037.0,8796.0,361.0
Pakistan,15.0,113702.0,5385.0,2255.0,83.0,36308.0,1290.0,75139.0,111.0,515.0,10.0,754252.0,3419.0,220615030.0,1940.0,97834.0,292.0
Saudi Arabia,16.0,112288.0,3717.0,819.0,36.0,77954.0,1615.0,33515.0,1693.0,3229.0,24.0,1019812.0,29322.0,34779942.0,310.0,42466.0,34.0
Canada,17.0,97060.0,407.0,7960.0,63.0,56602.0,1030.0,32498.0,1864.0,2573.0,211.0,1955719.0,51845.0,37722638.0,389.0,4739.0,19.0
Bangladesh,18.0,74865.0,3190.0,1012.0,37.0,15900.0,563.0,57953.0,1.0,455.0,6.0,441560.0,2683.0,164591590.0,2199.0,162640.0,373.0
Qatar,19.0,73595.0,1716.0,66.0,4.0,49413.0,1844.0,24116.0,226.0,26211.0,24.0,269964.0,96148.0,2807805.0,38.0,42543.0,10.0
Belgium,20.0,59569.0,132.0,9629.0,10.0,16392.0,68.0,33548.0,102.0,5141.0,831.0,969619.0,83683.0,11586764.0,195.0,1203.0,12.0
South Africa,21.0,55421.0,2430.0,1210.0,48.0,31505.0,2499.0,22706.0,208.0,935.0,20.0,998400.0,16847.0,59263077.0,1069.0,48978.0,59.0
Belarus,22.0,51066.0,801.0,288.0,6.0,25667.0,1161.0,25111.0,92.0,5404.0,30.0,659565.0,69799.0,9449492.0,185.0,32811.0,14.0
Netherlands,23.0,48087.0,184.0,6042.0,11.0,0.0,0.0,0.0,80.0,2807.0,353.0,435587.0,25424.0,17132765.0,356.0,2836.0,39.0
Sweden,24.0,46814.0,198.0,4795.0,78.0,0.0,0.0,0.0,288.0,4637.0,475.0,325000.0,32192.0,10095634.0,216.0,2105.0,31.0
Ecuador,25.0,43917.0,0.0,3690.0,0.0,21020.0,0.0,19207.0,219.0,2492.0,209.0,128175.0,7272.0,17626344.0,401.0,4777.0,138.0
Colombia,26.0,42078.0,0.0,1372.0,0.0,16534.0,0.0,24172.0,335.0,827.0,27.0,432870.0,8513.0,50850368.0,1208.0,37063.0,117.0
UAE,27.0,40507.0,603.0,284.0,1.0,24017.0,1277.0,16206.0,1.0,4099.0,29.0,2537000.0,256700.0,9883146.0,244.0,34800.0,4.0
Singapore,28.0,38965.0,451.0,25.0,0.0,26532.0,655.0,12408.0,3.0,6663.0,4.0,488695.0,83571.0,5847650.0,150.0,233906.0,12.0
Egypt,29.0,38284.0,1455.0,1342.0,36.0,10289.0,503.0,26653.0,41.0,375.0,13.0,135000.0,1321.0,102210197.0,2670.0,76163.0,757.0
Portugal,30.0,35600.0,294.0,1497.0,5.0,21742.0,403.0,12361.0,65.0,3491.0,147.0,954069.0,93552.0,10198284.0,286.0,6812.0,11.0
Indonesia,31.0,34316.0,1240.0,1959.0,36.0,12129.0,715.0,20228.0,0.0,126.0,7.0,446918.0,1635.0,273350295.0,7966.0,139536.0,612.0
Kuwait,32.0,33823.0,683.0,275.0,2.0,23288.0,1126.0,10260.0,193.0,7927.0,64.0,324373.0,76025.0,4266645.0,126.0,15515.0,13.0
Switzerland,33.0,31011.0,23.0,1936.0,2.0,28700.0,0.0,375.0,21.0,3585.0,224.0,435458.0,50337.0,8650937.0,279.0,4468.0,20.0
Ukraine,34.0,28381.0,525.0,833.0,23.0,12769.0,357.0,14779.0,306.0,649.0,19.0,445940.0,10194.0,43747275.0,1541.0,52518.0,98.0
Poland,35.0,27842.0,282.0,1206.0,23.0,13411.0,215.0,13225.0,160.0,736.0,32.0,1109909.0,29325.0,37848845.0,1359.0,31384.0,34.0
Ireland,36.0,25231.0,16.0,1695.0,4.0,22698.0,0.0,838.0,34.0,5113.0,344.0,367780.0,74533.0,4934463.0,196.0,2911.0,13.0
Argentina,37.0,24761.0,0.0,717.0,0.0,7991.0,423.0,16053.0,274.0,548.0,16.0,208519.0,4616.0,45171227.0,1824.0,63000.0,217.0
Philippines,38.0,23732.0,740.0,1027.0,10.0,4895.0,159.0,17810.0,82.0,217.0,9.0,461962.0,4219.0,109491568.0,4614.0,106613.0,237.0
Afghanistan,39.0,22142.0,683.0,405.0,21.0,3013.0,362.0,18724.0,19.0,570.0,10.0,50658.0,1303.0,38870176.0,1755.0,95976.0,767.0
Romania,40.0,20945.0,196.0,1360.0,6.0,15103.0,193.0,4482.0,150.0,1088.0,71.0,520564.0,27050.0,19244249.0,919.0,14150.0,37.0
Dominican Republic,41.0,20808.0,393.0,550.0,6.0,12318.0,110.0,7940.0,110.0,1919.0,51.0,100035.0,9227.0,10841423.0,521.0,19712.0,108.0
Oman,42.0,18887.0,689.0,84.0,1.0,5640.0,1488.0,13163.0,85.0,3705.0,16.0,116722.0,22897.0,5097800.0,270.0,60688.0,44.0
Israel,43.0,18355.0,175.0,299.0,0.0,15168.0,9.0,2888.0,31.0,1996.0,33.0,692745.0,75318.0,9197590.0,501.0,30761.0,13.0
Panama,44.0,17233.0,0.0,403.0,0.0,10561.0,0.0,6269.0,90.0,3998.0,93.0,80720.0,18726.0,4310510.0,250.0,10696.0,53.0
Japan,45.0,17210.0,0.0,916.0,0.0,15213.0,0.0,1081.0,92.0,136.0,7.0,321053.0,2538.0,126496945.0,7350.0,138097.0,394.0
Austria,46.0,17005.0,26.0,673.0,1.0,15910.0,35.0,422.0,17.0,1889.0,75.0,506344.0,56239.0,9003449.0,529.0,13378.0,18.0
