Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
China,80928.0,34.0,3245.0,8.0,70420.0,7263.0,2274.0,56.0
Italy,35713.0,0.0,2978.0,0.0,4025.0,28710.0,2257.0,591.0
Iran,18407.0,1046.0,1284.0,149.0,5710.0,11413.0,0.0,219.0
Spain,17147.0,2378.0,767.0,129.0,1107.0,15273.0,800.0,367.0
Germany,13083.0,756.0,31.0,3.0,113.0,12939.0,2.0,156.0
USA,9464.0,205.0,155.0,5.0,108.0,9201.0,64.0,29.0
France,9134.0,0.0,264.0,0.0,602.0,8268.0,931.0,140.0
S. Korea,8565.0,152.0,91.0,7.0,1947.0,6527.0,59.0,167.0
Switzerland,3347.0,232.0,36.0,3.0,15.0,3296.0,0.0,387.0
UK,2626.0,0.0,104.0,0.0,65.0,2457.0,20.0,39.0
Netherlands,2051.0,0.0,58.0,0.0,2.0,1991.0,45.0,120.0
Austria,1843.0,197.0,5.0,1.0,9.0,1829.0,12.0,205.0
Belgium,1795.0,309.0,21.0,7.0,31.0,1743.0,88.0,155.0
Norway,1683.0,92.0,6.0,0.0,1.0,1676.0,27.0,310.0
Sweden,1331.0,30.0,10.0,0.0,16.0,1305.0,21.0,132.0
Denmark,1132.0,75.0,6.0,2.0,1.0,1125.0,30.0,195.0
Japan,923.0,9.0,32.0,3.0,191.0,700.0,46.0,7.0
Malaysia,900.0,110.0,2.0,0.0,75.0,823.0,15.0,28.0
Portugal,785.0,143.0,3.0,1.0,4.0,778.0,20.0,77.0
Canada,727.0,0.0,9.0,0.0,12.0,706.0,1.0,19.0
Diamond Princess,712.0,0.0,7.0,0.0,527.0,178.0,14.0,0.0
Australia,709.0,113.0,6.0,0.0,46.0,657.0,1.0,28.0
Czechia,572.0,50.0,0.0,0.0,3.0,569.0,5.0,53.0
Brazil,529.0,0.0,4.0,0.0,2.0,523.0,18.0,2.0
Israel,529.0,96.0,0.0,0.0,13.0,516.0,6.0,61.0
