Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
Asia,0.0,738958.0,18075.0,23592.0,333.0,418628.0,296738.0,4966.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,1600856.0,30971.0,97672.0,2205.0,394222.0,1108962.0,17419.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1718673.0,22352.0,159068.0,1695.0,721957.0,837648.0,12533.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,377189.0,21898.0,20038.0,1013.0,130939.0,226212.0,10334.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,77002.0,3029.0,2578.0,71.0,28186.0,46238.0,290.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8590.0,9.0,119.0,0.0,7811.0,660.0,20.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,4521989.0,96334.0,303082.0,5317.0,1702394.0,2516513.0,45566.0,580.0,38.9,0.0,0.0,0.0
China,1.0,82929.0,3.0,4633.0,0.0,78195.0,101.0,9.0,58.0,3.0,0.0,0.0,1439323776.0
USA,2.0,1457593.0,27246.0,86912.0,1715.0,318027.0,1052654.0,16240.0,4407.0,263.0,10638893.0,32166.0,330753490.0
Spain,3.0,272646.0,1551.0,27321.0,217.0,186480.0,58845.0,1376.0,5832.0,584.0,2467761.0,52784.0,46752506.0
Russia,4.0,252245.0,9974.0,2305.0,93.0,53530.0,196410.0,2300.0,1729.0,16.0,6188102.0,42406.0,145926611.0
UK,5.0,233151.0,3446.0,33614.0,428.0,0.0,0.0,1559.0,3437.0,495.0,2219281.0,32713.0,67840351.0
Italy,6.0,223096.0,992.0,31368.0,262.0,115288.0,76440.0,855.0,3689.0,519.0,2807504.0,46426.0,60472892.0
Brazil,7.0,202918.0,13761.0,13993.0,835.0,79479.0,109446.0,8318.0,956.0,66.0,735224.0,3462.0,212364444.0
France,8.0,178870.0,810.0,27425.0,351.0,59605.0,91840.0,2299.0,2741.0,420.0,1384633.0,21219.0,65255252.0
