Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,2368386.0,48661.0,57934.0,1030.0,1559818.0,37422.0,750634.0,19507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,3239490.0,60406.0,170429.0,1417.0,1418199.0,26212.0,1650862.0,18964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,2298900.0,61110.0,86989.0,1594.0,1359777.0,47926.0,852134.0,12923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,2456723.0,13245.0,192122.0,547.0,1386923.0,15568.0,877678.0,5667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,421382.0,13457.0,10443.0,259.0,200995.0,5598.0,209944.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,9560.0,84.0,126.0,0.0,8631.0,32.0,803.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,10795162.0,196963.0,518058.0,4847.0,5934994.0,132758.0,4342110.0,57987.0,1385.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,83534.0,3.0,4634.0,0.0,78479.0,10.0,421.0,7.0,58.0,3.0,90410000.0,62814.0,1439323776.0,17230.0,310601.0,16.0
USA,2.0,2779953.0,51097.0,130798.0,676.0,1164680.0,21346.0,1484475.0,15898.0,8398.0,395.0,34855642.0,105302.0,331007570.0,119.0,2531.0,9.0
Brazil,3.0,1453369.0,44884.0,60713.0,1057.0,826866.0,36826.0,565790.0,8318.0,6837.0,286.0,3070447.0,14445.0,212562300.0,146.0,3501.0,69.0
Russia,4.0,654405.0,6556.0,9536.0,216.0,422931.0,10281.0,221938.0,2300.0,4484.0,65.0,19852167.0,136035.0,145934790.0,223.0,15304.0,7.0
India,5.0,605220.0,19428.0,17848.0,438.0,359896.0,12060.0,227476.0,8944.0,439.0,13.0,8826585.0,6396.0,1380011546.0,2280.0,77320.0,156.0
UK,6.0,313483.0,829.0,43906.0,176.0,0.0,0.0,0.0,238.0,4618.0,647.0,9662051.0,142325.0,67887024.0,217.0,1546.0,7.0
Spain,7.0,296739.0,388.0,28363.0,8.0,0.0,0.0,0.0,617.0,6347.0,607.0,5448984.0,116544.0,46754873.0,158.0,1648.0,9.0
Peru,8.0,288477.0,3264.0,9860.0,183.0,178245.0,3710.0,100372.0,1185.0,8749.0,299.0,1699369.0,51541.0,32971130.0,114.0,3344.0,19.0
Chile,9.0,282043.0,2650.0,5753.0,65.0,245443.0,4214.0,30847.0,2106.0,14754.0,301.0,1109792.0,58054.0,19116392.0,68.0,3323.0,17.0
Italy,10.0,240760.0,182.0,34788.0,21.0,190717.0,469.0,15255.0,87.0,3982.0,575.0,5445476.0,90066.0,60461278.0,251.0,1738.0,11.0
Iran,11.0,230211.0,2549.0,10958.0,141.0,191487.0,2729.0,27766.0,3081.0,2741.0,130.0,1693242.0,20160.0,83991882.0,365.0,7665.0,50.0
Mexico,12.0,226089.0,5432.0,27769.0,648.0,134957.0,3693.0,63363.0,378.0,1754.0,215.0,581580.0,4511.0,128933002.0,570.0,4643.0,222.0
Pakistan,13.0,213470.0,4133.0,4395.0,91.0,100802.0,2299.0,108273.0,2741.0,966.0,20.0,1305510.0,5911.0,220873273.0,1035.0,50256.0,169.0
Turkey,14.0,201098.0,1192.0,5150.0,19.0,175422.0,2311.0,20526.0,1035.0,2384.0,61.0,3433963.0,40716.0,84339116.0,419.0,16377.0,25.0
Germany,15.0,196324.0,492.0,9061.0,9.0,179800.0,700.0,7463.0,329.0,2343.0,108.0,5873563.0,70103.0,83784978.0,427.0,9247.0,14.0
Saudi Arabia,16.0,194225.0,3402.0,1698.0,49.0,132760.0,1994.0,59767.0,2272.0,5579.0,49.0,1674487.0,48100.0,34812554.0,179.0,20502.0,21.0
France,17.0,165719.0,918.0,29861.0,18.0,76539.0,265.0,59319.0,582.0,2539.0,457.0,1384633.0,21213.0,65274140.0,394.0,2186.0,47.0
South Africa,18.0,159333.0,8124.0,2749.0,92.0,76025.0,2482.0,80559.0,539.0,2687.0,46.0,1666939.0,28106.0,59308021.0,372.0,21574.0,36.0
Bangladesh,19.0,149258.0,3775.0,1888.0,41.0,62108.0,2484.0,85262.0,1.0,906.0,11.0,787335.0,4781.0,164690139.0,1103.0,87230.0,209.0
