Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
China,81171.0,78.0,3277.0,7.0,73159.0,4735.0,1573.0,56.0
Italy,63927.0,0.0,6077.0,0.0,7432.0,50418.0,3204.0,1057.0
USA,46145.0,2411.0,582.0,29.0,295.0,45268.0,1040.0,139.0
Spain,35136.0,0.0,2311.0,0.0,3355.0,29470.0,2355.0,751.0
Germany,29056.0,0.0,123.0,0.0,453.0,28480.0,23.0,347.0
Iran,23049.0,0.0,1812.0,0.0,8376.0,12861.0,0.0,274.0
France,19856.0,0.0,860.0,0.0,2200.0,16796.0,2082.0,304.0
S. Korea,9037.0,76.0,120.0,9.0,3507.0,5410.0,59.0,176.0
Switzerland,8795.0,0.0,120.0,0.0,131.0,8544.0,141.0,1016.0
UK,6650.0,0.0,335.0,0.0,135.0,6180.0,20.0,98.0
Netherlands,4749.0,0.0,213.0,0.0,2.0,4534.0,435.0,277.0
Austria,4474.0,0.0,21.0,0.0,9.0,4444.0,14.0,497.0
Belgium,3743.0,0.0,88.0,0.0,401.0,3254.0,322.0,323.0
Norway,2625.0,0.0,10.0,0.0,6.0,2609.0,41.0,484.0
Canada,2091.0,0.0,24.0,0.0,320.0,1747.0,1.0,55.0
Portugal,2060.0,0.0,23.0,0.0,14.0,2023.0,47.0,202.0
Sweden,2046.0,0.0,27.0,0.0,16.0,2003.0,104.0,203.0
Brazil,1924.0,0.0,34.0,0.0,2.0,1888.0,18.0,9.0
Australia,1895.0,8.0,8.0,1.0,118.0,1769.0,11.0,74.0
Turkey,1529.0,0.0,37.0,0.0,0.0,1492.0,0.0,18.0
Malaysia,1518.0,0.0,14.0,0.0,159.0,1345.0,57.0,47.0
Denmark,1460.0,0.0,24.0,0.0,1.0,1435.0,55.0,252.0
Israel,1442.0,0.0,1.0,0.0,41.0,1400.0,29.0,167.0
Czechia,1236.0,0.0,1.0,0.0,7.0,1228.0,19.0,115.0
Japan,1128.0,0.0,42.0,0.0,235.0,851.0,49.0,9.0
Ireland,1125.0,0.0,6.0,0.0,5.0,1114.0,29.0,228.0
Ecuador,981.0,0.0,18.0,0.0,3.0,960.0,2.0,56.0
Luxembourg,875.0,0.0,8.0,0.0,6.0,861.0,3.0,1398.0
Pakistan,875.0,0.0,6.0,0.0,13.0,856.0,0.0,4.0
Thailand,827.0,106.0,4.0,3.0,52.0,771.0,7.0,12.0
Poland,749.0,0.0,8.0,0.0,13.0,728.0,3.0,20.0
Chile,746.0,0.0,2.0,0.0,11.0,733.0,7.0,39.0
Diamond Princess,712.0,0.0,8.0,0.0,567.0,137.0,15.0,0.0
Finland,700.0,0.0,1.0,0.0,10.0,689.0,13.0,126.0
Greece,695.0,0.0,17.0,0.0,29.0,649.0,35.0,67.0
Iceland,588.0,0.0,1.0,0.0,51.0,536.0,14.0,1723.0
Indonesia,579.0,0.0,49.0,0.0,30.0,500.0,0.0,2.0
Romania,576.0,0.0,7.0,0.0,73.0,496.0,15.0,30.0
Saudi Arabia,562.0,0.0,0.0,0.0,19.0,543.0,0.0,16.0
Singapore,509.0,0.0,2.0,0.0,152.0,355.0,14.0,87.0
Philippines,501.0,39.0,33.0,0.0,19.0,449.0,1.0,5.0
Qatar,501.0,0.0,0.0,0.0,33.0,468.0,6.0,174.0
India,500.0,1.0,10.0,0.0,37.0,453.0,0.0,0.4
Slovenia,442.0,0.0,3.0,0.0,0.0,439.0,12.0,213.0
Russia,438.0,0.0,1.0,0.0,17.0,420.0,0.0,3.0
South Africa,402.0,0.0,0.0,0.0,4.0,398.0,0.0,7.0
Peru,395.0,0.0,5.0,0.0,1.0,389.0,19.0,12.0
Bahrain,377.0,0.0,2.0,0.0,164.0,211.0,3.0,222.0
Mexico,367.0,51.0,4.0,1.0,4.0,359.0,1.0,3.0
Egypt,366.0,0.0,19.0,0.0,68.0,279.0,0.0,4.0
Hong Kong,357.0,0.0,4.0,0.0,100.0,253.0,4.0,48.0
Estonia,352.0,0.0,0.0,0.0,4.0,348.0,4.0,265.0
Panama,345.0,0.0,6.0,0.0,1.0,338.0,33.0,80.0
Croatia,315.0,0.0,1.0,0.0,5.0,309.0,5.0,77.0
Colombia,306.0,29.0,3.0,0.0,6.0,297.0,0.0,6.0
Argentina,301.0,0.0,4.0,0.0,51.0,246.0,0.0,7.0
Lebanon,267.0,0.0,4.0,0.0,8.0,255.0,4.0,39.0
Iraq,266.0,0.0,23.0,0.0,62.0,181.0,0.0,7.0
Serbia,249.0,0.0,3.0,0.0,3.0,243.0,12.0,28.0
Dominican Republic,245.0,0.0,3.0,0.0,3.0,239.0,0.0,23.0
Armenia,235.0,0.0,0.0,0.0,2.0,233.0,6.0,79.0
Algeria,230.0,0.0,17.0,0.0,65.0,148.0,0.0,5.0
Bulgaria,201.0,0.0,3.0,0.0,3.0,195.0,8.0,29.0
UAE,198.0,0.0,2.0,0.0,41.0,155.0,2.0,20.0
Taiwan,195.0,0.0,2.0,0.0,28.0,165.0,0.0,8.0
Kuwait,189.0,0.0,0.0,0.0,30.0,159.0,5.0,44.0
San Marino,187.0,0.0,20.0,0.0,4.0,163.0,13.0,5511.0
Slovakia,186.0,0.0,0.0,0.0,7.0,179.0,2.0,34.0
Latvia,180.0,0.0,0.0,0.0,1.0,179.0,0.0,95.0
