Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,164665.0,821.0,3177.0,21.0,5507.0,155981.0,3512.0,497.0,10.0
Italy,101739.0,0.0,11591.0,0.0,14620.0,75528.0,3981.0,1683.0,192.0
Spain,94417.0,6461.0,8189.0,473.0,19259.0,66969.0,5607.0,2019.0,175.0
Germany,67051.0,166.0,682.0,37.0,15824.0,50545.0,1979.0,800.0,8.0
Iran,44605.0,3110.0,2898.0,141.0,14656.0,27051.0,3703.0,531.0,35.0
France,44550.0,0.0,3024.0,0.0,7927.0,33599.0,5056.0,683.0,46.0
UK,22141.0,0.0,1408.0,0.0,135.0,20598.0,163.0,326.0,21.0
Switzerland,16176.0,254.0,373.0,14.0,1823.0,13980.0,301.0,1869.0,43.0
Belgium,12775.0,876.0,705.0,192.0,1696.0,10374.0,1021.0,1102.0,61.0
Netherlands,12595.0,845.0,1039.0,175.0,250.0,11306.0,1053.0,735.0,61.0
Turkey,10827.0,0.0,168.0,0.0,162.0,10497.0,568.0,128.0,2.0
Austria,9974.0,356.0,128.0,20.0,1095.0,8751.0,198.0,1107.0,14.0
S. Korea,9786.0,125.0,162.0,4.0,5408.0,4216.0,55.0,191.0,3.0
Canada,7474.0,26.0,92.0,3.0,1114.0,6268.0,120.0,198.0,2.0
Portugal,7443.0,1035.0,160.0,20.0,43.0,7240.0,188.0,730.0,16.0
Israel,4831.0,136.0,17.0,1.0,163.0,4651.0,83.0,558.0,2.0
Brazil,4667.0,37.0,166.0,3.0,127.0,4374.0,296.0,22.0,0.8
Norway,4599.0,154.0,36.0,4.0,13.0,4550.0,97.0,848.0,7.0
Australia,4561.0,101.0,19.0,0.0,337.0,4205.0,28.0,179.0,0.7
Sweden,4435.0,407.0,180.0,34.0,16.0,4239.0,358.0,439.0,18.0
Czechia,3002.0,1.0,25.0,2.0,25.0,2952.0,64.0,280.0,2.0
Ireland,2910.0,0.0,54.0,0.0,5.0,2851.0,103.0,589.0,11.0
Denmark,2815.0,238.0,90.0,13.0,1.0,2724.0,145.0,486.0,16.0
Malaysia,2766.0,140.0,43.0,6.0,537.0,2186.0,94.0,85.0,1.0
Chile,2449.0,0.0,8.0,0.0,156.0,2285.0,14.0,128.0,0.4
Russia,2337.0,501.0,17.0,8.0,121.0,2199.0,8.0,16.0,0.1
Romania,2245.0,136.0,72.0,7.0,220.0,1953.0,62.0,117.0,4.0
Poland,2215.0,160.0,32.0,1.0,7.0,2176.0,50.0,59.0,0.8
Philippines,2084.0,538.0,88.0,10.0,49.0,1947.0,1.0,19.0,0.8
Luxembourg,1988.0,0.0,22.0,0.0,80.0,1886.0,31.0,3176.0,35.0
Ecuador,1966.0,0.0,62.0,0.0,54.0,1850.0,58.0,111.0,4.0
Japan,1953.0,0.0,56.0,0.0,424.0,1473.0,56.0,15.0,0.4
Pakistan,1865.0,148.0,25.0,4.0,76.0,1764.0,12.0,8.0,0.1
Thailand,1651.0,127.0,10.0,1.0,342.0,1299.0,23.0,24.0,0.1
Saudi Arabia,1563.0,110.0,10.0,2.0,165.0,1388.0,12.0,45.0,0.3
Indonesia,1528.0,114.0,136.0,14.0,81.0,1311.0,0.0,6.0,0.5
Finland,1418.0,66.0,17.0,4.0,10.0,1391.0,56.0,256.0,3.0
South Africa,1326.0,0.0,3.0,0.0,31.0,1292.0,7.0,22.0,0.05
India,1251.0,0.0,32.0,0.0,102.0,1117.0,0.0,0.9,0.02
