Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,701532.0,17860.0,22851.0,391.0,394490.0,284191.0,4922.0,0.0,0.0,0.0,0.0
North America,1544436.0,25995.0,93190.0,1943.0,365218.0,1086028.0,17647.0,0.0,0.0,0.0,0.0
Europe,1675577.0,22565.0,155762.0,1842.0,685246.0,834569.0,13420.0,0.0,0.0,0.0,0.0
South America,335624.0,15507.0,18108.0,1092.0,119716.0,197800.0,10109.0,0.0,0.0,0.0,0.0
Africa,70982.0,3204.0,2407.0,52.0,24819.0,43756.0,219.0,0.0,0.0,0.0,0.0
Oceania,8565.0,16.0,118.0,0.0,7725.0,722.0,19.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0
World,4337437.0,85147.0,292451.0,5320.0,1597865.0,2447121.0,46340.0,556.0,37.5,0.0,0.0
China,82919.0,1.0,4633.0,0.0,78171.0,115.0,10.0,58.0,3.0,0.0,0.0
USA,1408636.0,22802.0,83425.0,1630.0,296746.0,1028465.0,16473.0,4256.0,252.0,9935720.0,30017.0
Spain,269520.0,1377.0,26920.0,176.0,180470.0,62130.0,1534.0,5765.0,576.0,2467761.0,52781.0
Russia,232243.0,10899.0,2116.0,107.0,43512.0,186615.0,2300.0,1591.0,14.0,5805404.0,39781.0
UK,226463.0,3403.0,32692.0,627.0,0.0,193427.0,1559.0,3336.0,482.0,2007146.0,29566.0
Italy,221216.0,1402.0,30911.0,172.0,109039.0,81266.0,952.0,3659.0,511.0,2673655.0,44221.0
France,178060.0,637.0,26991.0,348.0,57785.0,93284.0,2542.0,2728.0,414.0,1384633.0,21213.0
Brazil,177602.0,8459.0,12404.0,779.0,72597.0,92601.0,8318.0,836.0,58.0,735224.0,3459.0
Germany,173171.0,595.0,7738.0,77.0,147200.0,18233.0,1539.0,2067.0,92.0,2755770.0,32891.0
Turkey,141475.0,1704.0,3894.0,53.0,98889.0,38692.0,1045.0,1677.0,46.0,1440671.0,17082.0
Iran,110767.0,1481.0,6733.0,48.0,88357.0,15677.0,2713.0,1319.0,80.0,615477.0,7328.0
India,74292.0,3524.0,2415.0,121.0,24420.0,47457.0,0.0,54.0,2.0,1759579.0,1275.0
Peru,72059.0,3237.0,2057.0,96.0,23324.0,46678.0,797.0,2185.0,62.0,532169.0,16140.0
Canada,71157.0,1176.0,5169.0,176.0,34042.0,31946.0,502.0,1885.0,137.0,1145683.0,30356.0
Belgium,53779.0,330.0,8761.0,54.0,13732.0,31286.0,465.0,4640.0,756.0,595531.0,51385.0
Netherlands,42984.0,196.0,5510.0,54.0,0.0,37224.0,463.0,2509.0,322.0,270351.0,15778.0
Saudi Arabia,42925.0,1911.0,264.0,9.0,15257.0,27404.0,147.0,1233.0,8.0,482374.0,13856.0
Mexico,36327.0,1305.0,3573.0,108.0,23100.0,9654.0,378.0,282.0,28.0,135116.0,1048.0
Pakistan,32674.0,1733.0,724.0,57.0,8555.0,23395.0,111.0,148.0,3.0,305851.0,1385.0
Chile,31721.0,1658.0,335.0,12.0,14125.0,17261.0,494.0,1659.0,18.0,303340.0,15868.0
Ecuador,30419.0,910.0,2327.0,182.0,3433.0,24659.0,181.0,1724.0,132.0,85223.0,4830.0
Switzerland,30380.0,36.0,1867.0,22.0,26800.0,1713.0,89.0,3510.0,216.0,316852.0,36611.0
Portugal,27913.0,234.0,1163.0,19.0,3013.0,23737.0,113.0,2737.0,114.0,553855.0,54317.0
Sweden,27272.0,602.0,3313.0,57.0,4971.0,18988.0,360.0,2700.0,328.0,177500.0,17576.0
Qatar,25149.0,1526.0,14.0,0.0,3019.0,22116.0,72.0,8729.0,5.0,135294.0,46960.0
Belarus,24873.0,967.0,142.0,7.0,6974.0,17757.0,92.0,2632.0,15.0,284445.0,30102.0
Singapore,24671.0,884.0,21.0,0.0,3851.0,20799.0,20.0,4217.0,4.0,175604.0,30016.0
Ireland,23242.0,107.0,1488.0,21.0,17110.0,4644.0,72.0,4707.0,301.0,258808.0,52414.0
UAE,19661.0,783.0,203.0,2.0,6012.0,13446.0,1.0,1988.0,21.0,1500000.0,151662.0
Poland,16921.0,595.0,839.0,28.0,6131.0,9951.0,160.0,447.0,22.0,507778.0,13417.0
