Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,2038075.0,26099.0,123425.0,1463.0,659438.0,1255212.0,19248.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,813223.0,13169.0,38455.0,277.0,333408.0,441360.0,11248.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,2004220.0,17351.0,173280.0,749.0,978218.0,852722.0,8796.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,1107436.0,27002.0,30195.0,529.0,672227.0,405014.0,13631.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,142805.0,5261.0,4072.0,127.0,60671.0,78062.0,370.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8794.0,12.0,125.0,0.0,8188.0,481.0,4.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,6115274.0,88894.0,369567.0,3145.0,2712801.0,3032906.0,53301.0,785.0,47.4,0.0,0.0,0.0
USA,1.0,1814578.0,21048.0,105514.0,972.0,528342.0,1180722.0,16983.0,5485.0,319.0,17150524.0,51840.0,330832890.0
Brazil,2.0,469510.0,1172.0,28015.0,71.0,193181.0,248314.0,8318.0,2210.0,132.0,930013.0,4378.0,212426274.0
Russia,3.0,396575.0,8952.0,4555.0,181.0,167469.0,224551.0,2300.0,2718.0,31.0,10316200.0,70693.0,145929167.0
Spain,4.0,286308.0,664.0,27125.0,4.0,196958.0,62225.0,617.0,6124.0,580.0,3556567.0,76071.0,46753246.0
UK,5.0,272826.0,1604.0,38376.0,215.0,0.0,0.0,1559.0,4021.0,566.0,4043686.0,59593.0,67854937.0
Italy,6.0,232664.0,416.0,33340.0,111.0,155633.0,43691.0,450.0,3848.0,551.0,3824621.0,63249.0,60469262.0
France,7.0,188625.0,1828.0,28771.0,57.0,68268.0,91586.0,1325.0,2890.0,441.0,1384633.0,21217.0,65261155.0
Germany,8.0,183294.0,275.0,8600.0,6.0,164900.0,9794.0,720.0,2188.0,103.0,3952971.0,47194.0,83760886.0
India,9.0,181827.0,8336.0,5185.0,205.0,86936.0,89706.0,8944.0,132.0,4.0,3611599.0,2619.0,1378789216.0
Turkey,10.0,163103.0,983.0,4515.0,26.0,126984.0,31604.0,649.0,1936.0,54.0,2003594.0,23779.0,84257335.0
Peru,11.0,155671.0,7386.0,4371.0,141.0,66447.0,84853.0,926.0,4727.0,133.0,1012708.0,30754.0,32929707.0
Iran,12.0,148950.0,2282.0,7734.0,57.0,116827.0,24389.0,2533.0,1775.0,92.0,896571.0,10687.0,83894952.0
Chile,13.0,94858.0,4220.0,997.0,53.0,40431.0,53430.0,1371.0,4966.0,52.0,563320.0,29491.0,19101613.0
Canada,14.0,90161.0,743.0,7073.0,94.0,48050.0,35038.0,1618.0,2391.0,188.0,1631250.0,43255.0,37712703.0
Mexico,15.0,84627.0,3227.0,9415.0,371.0,59610.0,15602.0,378.0,657.0,73.0,244858.0,1901.0,128810940.0
Saudi Arabia,16.0,83384.0,1618.0,480.0,22.0,58883.0,24021.0,384.0,2399.0,14.0,806569.0,23202.0,34763636.0
Pakistan,17.0,66457.0,2429.0,1395.0,78.0,24131.0,40931.0,111.0,301.0,6.0,532037.0,2413.0,220485909.0
Belgium,18.0,58186.0,125.0,9453.0,23.0,15769.0,32964.0,173.0,5022.0,816.0,848065.0,73202.0,11585252.0
Qatar,19.0,55262.0,2355.0,36.0,0.0,25839.0,29387.0,217.0,19211.0,13.0,217988.0,75782.0,2876510.0
Netherlands,20.0,46257.0,131.0,5951.0,20.0,0.0,0.0,170.0,2700.0,347.0,349150.0,20380.0,17131629.0
Bangladesh,21.0,44608.0,1764.0,610.0,28.0,9375.0,34623.0,1.0,271.0,4.0,297054.0,1805.0,164542316.0
Belarus,22.0,41658.0,894.0,229.0,5.0,17964.0,23465.0,92.0,4408.0,24.0,526559.0,55723.0,9449585.0
Ecuador,23.0,38571.0,0.0,3334.0,0.0,19190.0,16047.0,220.0,2189.0,189.0,113808.0,6460.0,17618288.0
Sweden,24.0,37113.0,637.0,4395.0,45.0,4971.0,27747.0,190.0,3677.0,435.0,238800.0,23658.0,10093745.0
Singapore,25.0,34366.0,506.0,23.0,0.0,20727.0,13616.0,7.0,5878.0,4.0,334691.0,57249.0,5846269.0
UAE,26.0,33896.0,726.0,262.0,2.0,17546.0,16088.0,1.0,3431.0,27.0,2110493.0,213622.0,9879555.0
Portugal,27.0,32203.0,257.0,1396.0,13.0,19186.0,11621.0,66.0,3157.0,137.0,795838.0,78030.0,10199174.0
South Africa,28.0,30967.0,1727.0,643.0,32.0,16116.0,14208.0,128.0,523.0,11.0,701883.0,11848.0,59240605.0
