Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1874236.0,22395.0,114104.0,834.0,559675.0,1200457.0,18266.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,624167.0,19201.0,31227.0,637.0,234355.0,358585.0,10857.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1901723.0,15823.0,169844.0,569.0,882592.0,849287.0,9976.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,960404.0,24071.0,27442.0,374.0,559415.0,373547.0,13762.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,112751.0,3281.0,3345.0,78.0,46093.0,63313.0,323.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8722.0,3.0,123.0,0.0,8065.0,534.0,6.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,5482724.0,84774.0,346100.0,2492.0,2290846.0,2845778.0,53194.0,703.0,44.4,0.0,0.0,0.0
USA,1.0,1683720.0,16892.0,99243.0,560.0,451451.0,1133026.0,17131.0,5090.0,300.0,14686180.0,44396.0,330801130.0
Brazil,2.0,357839.0,10441.0,22500.0,487.0,142587.0,192752.0,8318.0,1685.0,106.0,735224.0,3461.0,212401542.0
Russia,3.0,344481.0,8599.0,3541.0,153.0,113299.0,227641.0,2300.0,2361.0,24.0,8685305.0,59518.0,145928144.0
Spain,4.0,282852.0,482.0,28752.0,74.0,196958.0,57142.0,854.0,6050.0,615.0,3556567.0,76071.0,46752950.0
UK,5.0,259559.0,2405.0,36793.0,118.0,0.0,0.0,1559.0,3826.0,542.0,3458905.0,50979.0,67849102.0
Italy,6.0,229858.0,531.0,32785.0,50.0,140479.0,56594.0,553.0,3801.0,542.0,3447012.0,57003.0,60470714.0
France,7.0,182584.0,115.0,28367.0,35.0,64617.0,89600.0,1655.0,2798.0,435.0,1384633.0,21218.0,65258794.0
Germany,8.0,180328.0,342.0,8371.0,5.0,160300.0,11657.0,889.0,2153.0,100.0,3595059.0,42923.0,83756505.0
Turkey,9.0,156827.0,1141.0,4340.0,32.0,118694.0,33793.0,769.0,1862.0,52.0,1832262.0,21750.0,84242466.0
India,10.0,138536.0,7113.0,4024.0,156.0,57692.0,76820.0,8944.0,100.0,3.0,2943421.0,2135.0,1378566974.0
Iran,11.0,135701.0,2180.0,7417.0,58.0,105801.0,22483.0,2615.0,1618.0,88.0,800519.0,9544.0,83877328.0
Peru,12.0,119959.0,4205.0,3456.0,83.0,49795.0,66708.0,920.0,3644.0,105.0,820967.0,24937.0,32922175.0
Canada,13.0,84657.0,1036.0,6424.0,69.0,43930.0,34303.0,502.0,2245.0,170.0,1431911.0,37974.0,37707284.0
Saudi Arabia,14.0,72560.0,2399.0,390.0,11.0,43520.0,28650.0,339.0,2088.0,11.0,703534.0,20243.0,34754742.0
Chile,15.0,69102.0,3709.0,718.0,45.0,28148.0,40236.0,1090.0,3618.0,38.0,471758.0,24701.0,19098926.0
Mexico,16.0,65856.0,3329.0,7179.0,190.0,44919.0,13758.0,378.0,511.0,56.0,215656.0,1674.0,128788747.0
