Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Slovenia,480.0,38.0,4.0,1.0,3.0,473.0,12.0,231.0,2.0
Peru,395.0,0.0,5.0,0.0,1.0,389.0,19.0,12.0,0.2
Bahrain,390.0,13.0,3.0,1.0,164.0,223.0,2.0,229.0,2.0
Hong Kong,386.0,29.0,4.0,0.0,102.0,280.0,4.0,51.0,0.5
Croatia,382.0,67.0,1.0,0.0,5.0,376.0,6.0,93.0,0.2
Estonia,369.0,17.0,0.0,0.0,7.0,362.0,4.0,278.0,0.0
Mexico,367.0,51.0,4.0,1.0,4.0,359.0,1.0,3.0,0.03
Egypt,366.0,0.0,19.0,0.0,68.0,279.0,0.0,4.0,0.2
Panama,345.0,0.0,6.0,0.0,1.0,338.0,33.0,80.0,1.0
Iraq,316.0,50.0,27.0,4.0,75.0,214.0,0.0,8.0,0.7
Dominican Republic,312.0,67.0,6.0,3.0,3.0,303.0,0.0,29.0,0.6
Colombia,306.0,29.0,3.0,0.0,6.0,297.0,0.0,6.0,0.06
Lebanon,304.0,37.0,4.0,0.0,8.0,292.0,4.0,45.0,0.6
Serbia,303.0,54.0,3.0,0.0,15.0,285.0,21.0,35.0,0.3
Argentina,301.0,0.0,5.0,1.0,51.0,245.0,0.0,7.0,0.1
Algeria,264.0,34.0,19.0,2.0,65.0,180.0,0.0,6.0,0.4
Armenia,249.0,14.0,0.0,0.0,4.0,245.0,6.0,84.0,0.0
Bulgaria,218.0,17.0,3.0,0.0,3.0,212.0,8.0,31.0,0.4
Taiwan,216.0,21.0,2.0,0.0,29.0,185.0,0.0,9.0,0.08
Slovakia,204.0,18.0,0.0,0.0,7.0,197.0,2.0,37.0,0.0
Lithuania,203.0,24.0,1.0,0.0,1.0,201.0,1.0,75.0,0.4
UAE,198.0,0.0,2.0,0.0,41.0,155.0,2.0,20.0,0.2
Latvia,197.0,17.0,0.0,0.0,1.0,196.0,0.0,104.0,0.0
Kuwait,191.0,2.0,0.0,0.0,39.0,152.0,5.0,45.0,0.0
San Marino,187.0,0.0,21.0,1.0,4.0,162.0,12.0,5511.0,619.0
Hungary,187.0,20.0,9.0,1.0,21.0,157.0,6.0,19.0,0.9
Andorra,164.0,31.0,1.0,0.0,1.0,162.0,7.0,2123.0,13.0
Uruguay,162.0,0.0,0.0,0.0,0.0,162.0,3.0,47.0,0.0
Costa Rica,158.0,0.0,2.0,0.0,2.0,154.0,2.0,31.0,0.4
New Zealand,155.0,53.0,0.0,0.0,12.0,143.0,0.0,32.0,0.0
Bosnia and Herzegovina,153.0,17.0,2.0,1.0,2.0,149.0,1.0,47.0,0.6
North Macedonia,148.0,12.0,2.0,0.0,1.0,145.0,1.0,71.0,1.0
Morocco,143.0,0.0,4.0,0.0,5.0,134.0,1.0,4.0,0.1
Vietnam,134.0,11.0,0.0,0.0,17.0,117.0,3.0,1.0,0.0
Jordan,127.0,0.0,0.0,0.0,1.0,126.0,0.0,12.0,0.0
Moldova,125.0,16.0,1.0,0.0,2.0,122.0,10.0,31.0,0.2
Albania,123.0,19.0,5.0,1.0,10.0,108.0,2.0,43.0,2.0
Faeroe Islands,122.0,4.0,0.0,0.0,23.0,99.0,0.0,2497.0,0.0
Cyprus,116.0,0.0,1.0,0.0,3.0,112.0,3.0,96.0,0.8
Burkina Faso,114.0,15.0,4.0,0.0,7.0,103.0,0.0,5.0,0.2
Tunisia,114.0,25.0,3.0,0.0,1.0,110.0,11.0,10.0,0.3
Malta,110.0,3.0,0.0,0.0,2.0,108.0,1.0,249.0,0.0
Brunei ,104.0,13.0,0.0,0.0,2.0,102.0,2.0,238.0,0.0
Sri Lanka,102.0,5.0,0.0,0.0,2.0,100.0,2.0,5.0,0.0
Ukraine,97.0,24.0,3.0,0.0,1.0,93.0,0.0,2.0,0.07
Cambodia,91.0,4.0,0.0,0.0,4.0,87.0,1.0,5.0,0.0
Azerbaijan,87.0,15.0,1.0,0.0,10.0,76.0,6.0,9.0,0.1
Senegal,86.0,7.0,0.0,0.0,8.0,78.0,0.0,5.0,0.0
Oman,84.0,18.0,0.0,0.0,17.0,67.0,0.0,16.0,0.0
Venezuela,84.0,0.0,0.0,0.0,15.0,69.0,2.0,3.0,0.0
Belarus,81.0,0.0,0.0,0.0,22.0,59.0,0.0,9.0,0.0
Réunion,75.0,4.0,0.0,0.0,1.0,74.0,0.0,84.0,0.0
Afghanistan,74.0,34.0,1.0,0.0,1.0,72.0,0.0,2.0,0.03
Georgia,70.0,9.0,0.0,0.0,9.0,61.0,1.0,18.0,0.0
Kazakhstan,68.0,6.0,0.0,0.0,0.0,68.0,0.0,4.0,0.0
Cameroon,66.0,10.0,0.0,0.0,2.0,64.0,0.0,2.0,0.0
Guadeloupe,62.0,0.0,1.0,0.0,0.0,61.0,4.0,155.0,2.0
Palestine,60.0,1.0,0.0,0.0,16.0,44.0,0.0,12.0,0.0
Martinique,53.0,0.0,1.0,0.0,0.0,52.0,7.0,141.0,3.0
Trinidad and Tobago,53.0,2.0,0.0,0.0,0.0,53.0,0.0,38.0,0.0
Ghana,52.0,25.0,2.0,0.0,0.0,50.0,0.0,2.0,0.06
Liechtenstein,51.0,0.0,0.0,0.0,0.0,51.0,0.0,1338.0,0.0
Uzbekistan,50.0,4.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0
Cuba,48.0,8.0,1.0,0.0,0.0,47.0,2.0,4.0,0.09
DRC,45.0,9.0,2.0,0.0,0.0,43.0,0.0,0.5,0.02
Mauritius,42.0,6.0,2.0,0.0,0.0,40.0,1.0,33.0,2.0
Nigeria,42.0,2.0,1.0,0.0,2.0,39.0,0.0,0.2,0.0
Kyrgyzstan,42.0,26.0,0.0,0.0,0.0,42.0,0.0,6.0,0.0
Bangladesh,39.0,6.0,4.0,1.0,5.0,30.0,0.0,0.2,0.02
Puerto Rico,39.0,8.0,2.0,0.0,1.0,36.0,0.0,14.0,0.7
Channel Islands,36.0,0.0,0.0,0.0,0.0,36.0,0.0,207.0,0.0
Mayotte,36.0,12.0,0.0,0.0,0.0,36.0,0.0,132.0,0.0
Rwanda,36.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0
Guam,32.0,3.0,1.0,0.0,0.0,31.0,0.0,190.0,6.0
Honduras,30.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0
Montenegro,29.0,2.0,1.0,0.0,0.0,28.0,0.0,46.0,2.0
Bolivia,28.0,1.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0
Paraguay,27.0,5.0,2.0,1.0,0.0,25.0,1.0,4.0,0.3
Macao,26.0,1.0,0.0,0.0,10.0,16.0,0.0,40.0,0.0
Ivory Coast,25.0,0.0,0.0,0.0,2.0,23.0,0.0,0.9,0.0
Kenya,25.0,9.0,0.0,0.0,0.0,25.0,0.0,0.5,0.0
Monaco,23.0,0.0,0.0,0.0,1.0,22.0,0.0,586.0,0.0
French Guiana,23.0,3.0,0.0,0.0,6.0,17.0,0.0,77.0,0.0
French Polynesia,23.0,5.0,0.0,0.0,0.0,23.0,0.0,82.0,0.0
Jamaica,21.0,2.0,1.0,0.0,2.0,18.0,0.0,7.0,0.3
Guatemala,20.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.06
Guyana,20.0,0.0,1.0,0.0,0.0,19.0,0.0,25.0,1.0
Isle of Man,20.0,7.0,0.0,0.0,0.0,20.0,0.0,235.0,0.0
Togo,20.0,2.0,0.0,0.0,1.0,19.0,0.0,2.0,0.0
Barbados,17.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,0.0
Madagascar,17.0,5.0,0.0,0.0,0.0,17.0,0.0,0.6,0.0
U.S. Virgin Islands,17.0,0.0,0.0,0.0,0.0,17.0,0.0,163.0,0.0
Gibraltar,15.0,0.0,0.0,0.0,5.0,10.0,0.0,445.0,0.0
Maldives,13.0,0.0,0.0,0.0,5.0,8.0,0.0,24.0,0.0
Aruba,12.0,3.0,0.0,0.0,1.0,11.0,0.0,112.0,0.0
Ethiopia,12.0,1.0,0.0,0.0,0.0,12.0,0.0,0.1,0.0
Tanzania,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.2,0.0
Mongolia,10.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0
New Caledonia,10.0,2.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0
Equatorial Guinea,9.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0
Uganda,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.0
Saint Martin,8.0,0.0,0.0,0.0,0.0,8.0,0.0,207.0,0.0
Seychelles,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Gabon,6.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.4
Benin,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Bermuda,6.0,0.0,0.0,0.0,0.0,6.0,0.0,96.0,0.0
Haiti,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Namibia,6.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
Suriname,6.0,1.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0
Cayman Islands,5.0,0.0,1.0,0.0,0.0,4.0,0.0,76.0,15.0
El Salvador,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.0
Greenland,5.0,1.0,0.0,0.0,2.0,3.0,0.0,88.0,0.0
Curaçao,4.0,0.0,1.0,0.0,0.0,3.0,0.0,24.0,6.0
Bahamas,4.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0
Congo,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.0
Fiji,4.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
Guinea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.0
Eswatini,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
Cabo Verde,3.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0
Sudan,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.02
Zimbabwe,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.2,0.07
Angola,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.09,0.0
Antigua and Barbuda,3.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Chad,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Djibouti,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Mozambique,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Niger,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0,0.0
Saint Lucia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0
Zambia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Gambia,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8,0.4
Nepal,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07,0.0
Bhutan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Dominica,2.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0
Laos,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0
Myanmar,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.04,0.0
Nicaragua,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Sint Maarten,2.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0
Belize,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Eritrea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0
Grenada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Vatican City,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.0,0.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0
Syria,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
Turks and Caicos,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0
