Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1703840.0,19582.0,103744.0,825.0,440957.0,1159139.0,17129.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1797446.0,16678.0,163616.0,777.0,780409.0,853421.0,11376.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,449900.0,9718.0,23543.0,426.0,156109.0,270248.0,10464.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,818911.0,20603.0,25106.0,372.0,471465.0,322340.0,4585.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,89084.0,2703.0,2837.0,60.0,34572.0,51675.0,286.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8663.0,15.0,120.0,1.0,7925.0,618.0,12.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,4868565.0,69299.0,318981.0,2461.0,1892088.0,2657496.0,43856.0,625.0,40.9,0.0,0.0,0.0
USA,1.0,1543268.0,15604.0,91593.0,615.0,351741.0,1099934.0,15971.0,4666.0,277.0,12067586.0,36483.0,330769370.0
Russia,2.0,290678.0,8926.0,2722.0,91.0,70209.0,217747.0,2300.0,1992.0,19.0,7147014.0,48977.0,145927122.0
Spain,3.0,278188.0,469.0,27709.0,59.0,196958.0,53521.0,1152.0,5950.0,593.0,3037840.0,64977.0,46752654.0
UK,4.0,246406.0,2711.0,34796.0,160.0,0.0,0.0,1559.0,3632.0,513.0,2682716.0,39543.0,67843268.0
Brazil,5.0,245595.0,4515.0,16370.0,252.0,94122.0,135103.0,8318.0,1156.0,77.0,735224.0,3462.0,212376810.0
Italy,6.0,225886.0,451.0,32007.0,99.0,127326.0,66553.0,749.0,3735.0,529.0,3041366.0,50294.0,60472166.0
