Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1628108.0,27252.0,99406.0,1734.0,398881.0,1129821.0,17303.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1740748.0,22075.0,160441.0,1373.0,739800.0,840507.0,12231.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,394056.0,16867.0,20917.0,879.0,134032.0,239107.0,10263.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,757827.0,18869.0,23945.0,353.0,431273.0,302609.0,4946.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,79026.0,2024.0,2630.0,52.0,29200.0,47196.0,288.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8621.0,31.0,119.0,0.0,7858.0,644.0,19.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,4609107.0,87118.0,307473.0,4391.0,1741695.0,2559939.0,45054.0,591.0,39.4,0.0,0.0,0.0
USA,1.0,1480311.0,22718.0,88289.0,1377.0,320237.0,1071785.0,16143.0,4476.0,267.0,10971501.0,33171.0,330753490.0
Spain,2.0,274367.0,1721.0,27459.0,138.0,188967.0,57941.0,1320.0,5868.0,587.0,2467761.0,52784.0,46752506.0
Russia,3.0,262843.0,10598.0,2418.0,113.0,58226.0,202199.0,2300.0,1801.0,17.0,6413948.0,43953.0,145926611.0
UK,4.0,236711.0,3560.0,33998.0,384.0,0.0,0.0,1559.0,3489.0,501.0,2353078.0,34686.0,67840351.0
Italy,5.0,223885.0,789.0,31610.0,242.0,120205.0,72070.0,808.0,3702.0,523.0,2875680.0,47553.0,60472892.0
Brazil,6.0,212198.0,9280.0,14455.0,462.0,79479.0,118264.0,8318.0,999.0,68.0,735224.0,3462.0,212364444.0
France,7.0,179433.0,563.0,27529.0,104.0,60448.0,91456.0,2203.0,2750.0,422.0,1384633.0,21219.0,65255252.0
Germany,8.0,175436.0,461.0,7960.0,32.0,151700.0,15776.0,1329.0,2095.0,95.0,3147771.0,37585.0,83749935.0
Turkey,9.0,146457.0,1708.0,4055.0,48.0,106133.0,36269.0,944.0,1739.0,48.0,1547389.0,18373.0,84220162.0
Iran,10.0,116635.0,2102.0,6902.0,48.0,91836.0,17897.0,2727.0,1391.0,82.0,658604.0,7854.0,83850893.0
India,11.0,85784.0,3787.0,2753.0,104.0,30234.0,52797.0,0.0,62.0,2.0,2039952.0,1480.0,1378233611.0
Peru,12.0,84495.0,3891.0,2392.0,125.0,27147.0,54956.0,842.0,2567.0,73.0,605383.0,18395.0,32910878.0
Canada,13.0,74532.0,1131.0,5553.0,81.0,36747.0,32232.0,502.0,1977.0,147.0,1169380.0,31019.0,37699156.0
Belgium,14.0,54644.0,356.0,8959.0,56.0,14301.0,31384.0,380.0,4718.0,773.0,645314.0,55711.0,11583189.0
Saudi Arabia,15.0,49176.0,2307.0,292.0,9.0,21869.0,27015.0,167.0,1415.0,8.0,530265.0,15263.0,34741400.0
Netherlands,16.0,43681.0,200.0,5643.0,53.0,0.0,0.0,378.0,2550.0,329.0,287943.0,16809.0,17130079.0
Mexico,17.0,42595.0,2409.0,4477.0,257.0,28475.0,9643.0,378.0,331.0,35.0,155932.0,1211.0,128755457.0
Chile,18.0,39542.0,2502.0,394.0,26.0,16614.0,22534.0,584.0,2071.0,21.0,341347.0,17876.0,19094896.0
Pakistan,19.0,37218.0,1430.0,803.0,33.0,10155.0,26260.0,111.0,169.0,4.0,344450.0,1563.0,220309834.0
Ecuador,20.0,31467.0,965.0,2594.0,256.0,3433.0,25440.0,197.0,1787.0,147.0,89817.0,5101.0,17607301.0
Switzerland,21.0,30514.0,51.0,1878.0,6.0,27100.0,1536.0,69.0,3529.0,217.0,334274.0,38660.0,8646448.0
Qatar,22.0,29425.0,1153.0,14.0,0.0,3546.0,25865.0,72.0,10237.0,5.0,148173.0,51547.0,2874514.0
Sweden,23.0,29207.0,625.0,3646.0,117.0,4971.0,20590.0,351.0,2894.0,361.0,177500.0,17590.0,10091169.0
Portugal,24.0,28583.0,264.0,1190.0,6.0,3328.0,24065.0,112.0,2802.0,117.0,600061.0,58827.0,10200387.0
Belarus,25.0,27730.0,958.0,156.0,5.0,8807.0,18767.0,92.0,2934.0,17.0,321705.0,34044.0,9449712.0
Singapore,26.0,26891.0,793.0,21.0,0.0,7248.0,19622.0,18.0,4601.0,4.0,224262.0,38372.0,5844386.0
Ireland,27.0,23956.0,129.0,1518.0,12.0,19470.0,2968.0,69.0,4859.0,308.0,258808.0,52491.0,4930547.0
UAE,28.0,21831.0,747.0,210.0,2.0,7328.0,14293.0,1.0,2211.0,21.0,1560923.0,158074.0,9874659.0
Bangladesh,29.0,20065.0,1202.0,298.0,15.0,3882.0,15885.0,1.0,122.0,2.0,160512.0,976.0,164475123.0
Poland,30.0,18016.0,401.0,907.0,24.0,6918.0,10191.0,160.0,476.0,24.0,576276.0,15225.0,37851778.0
Ukraine,31.0,17330.0,483.0,476.0,20.0,4473.0,12381.0,225.0,396.0,11.0,211614.0,4835.0,43765842.0
Israel,32.0,16589.0,10.0,266.0,1.0,12587.0,3736.0,60.0,1921.0,31.0,485922.0,56258.0,8637437.0
Indonesia,33.0,16496.0,490.0,1076.0,33.0,3803.0,11617.0,0.0,60.0,4.0,178602.0,654.0,273144953.0
