Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,2256384.0,44951.0,55730.0,944.0,1476196.0,35631.0,724458.0,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,3124318.0,53082.0,167678.0,737.0,1360213.0,28368.0,1596427.0,18919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,2186528.0,39693.0,83614.0,1272.0,1267061.0,34273.0,835853.0,12789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,2429820.0,12851.0,191037.0,256.0,1356945.0,6649.0,881838.0,5753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,396314.0,10910.0,9914.0,216.0,189722.0,4424.0,196678.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,9407.0,83.0,126.0,0.0,8599.0,29.0,682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,10403492.0,161570.0,508114.0,3425.0,5659387.0,109374.0,4235991.0,57531.0,1335.0,65.2,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,83512.0,12.0,4634.0,0.0,78460.0,9.0,418.0,8.0,58.0,3.0,90410000.0,62814.0,1439323776.0,17235.0,310601.0,16.0
USA,2.0,2681811.0,44734.0,129358.0,366.0,1117177.0,23721.0,1435276.0,15864.0,8102.0,391.0,33189513.0,100271.0,330996984.0,123.0,2559.0,10.0
Brazil,3.0,1370488.0,25234.0,58385.0,727.0,757462.0,23614.0,554641.0,8318.0,6448.0,275.0,3017350.0,14196.0,212554056.0,155.0,3641.0,70.0
Russia,4.0,641156.0,6719.0,9166.0,93.0,403430.0,4343.0,228560.0,2300.0,4393.0,63.0,19334442.0,132487.0,145934449.0,228.0,15921.0,8.0
India,5.0,567536.0,18339.0,16904.0,417.0,335271.0,13497.0,215361.0,8944.0,411.0,12.0,8398362.0,6086.0,1379937465.0,2431.0,81634.0,164.0
