Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
China,81008.0,41.0,3255.0,7.0,71740.0,6013.0,1927.0,56.0
Italy,47021.0,0.0,4032.0,0.0,5129.0,37860.0,2655.0,778.0
Spain,24926.0,3355.0,1326.0,233.0,2125.0,21475.0,939.0,533.0
Germany,20705.0,857.0,72.0,4.0,209.0,20424.0,2.0,247.0
Iran,20610.0,966.0,1556.0,123.0,7635.0,11419.0,0.0,245.0
USA,19777.0,394.0,276.0,20.0,147.0,19354.0,64.0,60.0
France,12612.0,0.0,450.0,0.0,1587.0,10575.0,1297.0,193.0
S. Korea,8799.0,147.0,102.0,8.0,2612.0,6085.0,59.0,172.0
Switzerland,6186.0,571.0,58.0,2.0,15.0,6113.0,141.0,715.0
UK,3983.0,0.0,177.0,0.0,65.0,3741.0,20.0,59.0
Netherlands,3631.0,637.0,136.0,30.0,2.0,3493.0,210.0,212.0
Belgium,2815.0,558.0,67.0,30.0,263.0,2485.0,288.0,243.0
Austria,2719.0,70.0,7.0,1.0,9.0,2703.0,15.0,302.0
Norway,1997.0,38.0,7.0,0.0,1.0,1989.0,27.0,368.0
Sweden,1746.0,107.0,20.0,4.0,16.0,1710.0,69.0,173.0
Denmark,1326.0,71.0,13.0,4.0,1.0,1312.0,42.0,229.0
Portugal,1280.0,260.0,12.0,6.0,5.0,1263.0,26.0,126.0
Malaysia,1183.0,153.0,4.0,1.0,114.0,1065.0,26.0,37.0
Canada,1087.0,0.0,12.0,0.0,14.0,1061.0,1.0,29.0
Australia,1068.0,140.0,7.0,0.0,46.0,1015.0,2.0,42.0
Japan,1007.0,0.0,35.0,0.0,215.0,757.0,50.0,8.0
Brazil,986.0,16.0,11.0,0.0,2.0,973.0,18.0,5.0
Czechia,925.0,92.0,0.0,0.0,4.0,921.0,7.0,86.0
Israel,883.0,178.0,1.0,0.0,36.0,846.0,15.0,102.0
Diamond Princess,712.0,0.0,8.0,0.0,567.0,137.0,15.0,0.0
Ireland,683.0,0.0,3.0,0.0,5.0,675.0,6.0,138.0
Turkey,670.0,0.0,9.0,0.0,0.0,661.0,0.0,8.0
Luxembourg,670.0,186.0,8.0,3.0,6.0,656.0,1.0,1070.0
Pakistan,666.0,165.0,3.0,0.0,13.0,650.0,0.0,3.0
Finland,521.0,71.0,1.0,1.0,10.0,510.0,2.0,94.0
Greece,495.0,0.0,13.0,3.0,19.0,463.0,20.0,47.0
Iceland,473.0,64.0,0.0,0.0,5.0,468.0,1.0,1386.0
Qatar,470.0,0.0,0.0,0.0,10.0,460.0,6.0,163.0
Poland,452.0,27.0,5.0,0.0,13.0,434.0,3.0,12.0
Indonesia,450.0,81.0,38.0,6.0,20.0,392.0,0.0,2.0
Chile,434.0,0.0,0.0,0.0,6.0,428.0,7.0,23.0
Singapore,432.0,47.0,2.0,2.0,140.0,290.0,14.0,74.0
Ecuador,426.0,0.0,7.0,0.0,3.0,416.0,2.0,24.0
Thailand,411.0,89.0,1.0,0.0,44.0,366.0,7.0,6.0
Saudi Arabia,392.0,48.0,0.0,0.0,16.0,376.0,0.0,11.0
Slovenia,383.0,42.0,1.0,0.0,0.0,382.0,9.0,184.0
Romania,367.0,59.0,0.0,0.0,52.0,315.0,14.0,19.0
Philippines,307.0,77.0,19.0,1.0,13.0,275.0,1.0,3.0
Estonia,306.0,23.0,0.0,0.0,1.0,305.0,1.0,231.0
Bahrain,305.0,7.0,1.0,0.0,125.0,179.0,4.0,179.0
Egypt,285.0,0.0,8.0,0.0,42.0,235.0,0.0,3.0
India,283.0,34.0,5.0,0.0,23.0,255.0,0.0,0.2
Hong Kong,273.0,17.0,4.0,0.0,98.0,171.0,4.0,36.0
Peru,263.0,0.0,4.0,0.0,1.0,258.0,5.0,8.0
Russia,253.0,0.0,1.0,0.0,12.0,240.0,0.0,2.0
