Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,19084461.0,102345.0,312236.0,1397.0,17265905.0,116224.0,1506320.0,27408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,19317789.0,215433.0,451441.0,2215.0,11670936.0,96243.0,7195412.0,32677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,11966122.0,40491.0,340032.0,694.0,10595822.0,31466.0,1030268.0,16567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,19842393.0,175262.0,457692.0,3160.0,9265640.0,104200.0,10119061.0,26898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,2393061.0,16320.0,56428.0,346.0,2023832.0,9006.0,312801.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,46575.0,11.0,1034.0,0.0,33216.0,9.0,12325.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,72651122.0,549862.0,1618878.0,7812.0,50856057.0,357148.0,20176187.0,106195.0,9320.0,207.7,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,86725.0,24.0,4634.0,0.0,81785.0,11.0,306.0,6.0,60.0,3.0,160000000.0,111163.0,1439323776.0,16596.0,310601.0,9.0
USA,2.0,16743987.0,192790.0,306485.0,1388.0,9724688.0,80160.0,6712814.0,27610.0,50452.0,923.0,221195630.0,666491.0,331880970.0,20.0,1083.0,2.0
India,3.0,9884716.0,27336.0,143393.0,338.0,9387608.0,30729.0,353715.0,8944.0,7131.0,103.0,153711833.0,110893.0,1386123196.0,140.0,9667.0,9.0
Brazil,4.0,6901990.0,21395.0,181419.0,276.0,5982953.0,13247.0,737618.0,8318.0,32367.0,851.0,25700000.0,120520.0,213242430.0,31.0,1175.0,8.0
Russia,5.0,2653928.0,28080.0,46941.0,488.0,2106235.0,20277.0,500752.0,2300.0,18182.0,322.0,82600000.0,565897.0,145962904.0,55.0,3109.0,2.0
France,6.0,2376852.0,11533.0,57911.0,150.0,176995.0,1104.0,2141946.0,2871.0,36377.0,886.0,28942112.0,442953.0,65339066.0,27.0,1128.0,2.0
UK,7.0,1849403.0,18447.0,64170.0,144.0,0.0,0.0,0.0,1275.0,27178.0,943.0,47141344.0,692772.0,68047462.0,37.0,1060.0,1.0
Italy,8.0,1843707.0,17933.0,64520.0,484.0,1093161.0,16270.0,686026.0,3158.0,30514.0,1068.0,24215726.0,400781.0,60421355.0,33.0,936.0,2.0
Turkey,9.0,1836728.0,26919.0,16417.0,218.0,1603780.0,22215.0,216531.0,5973.0,21673.0,194.0,21079716.0,248734.0,84748019.0,46.0,5162.0,4.0
Spain,10.0,1754069.0,5460.0,47884.0,130.0,0.0,0.0,0.0,2100.0,37510.0,1024.0,24101272.0,515392.0,46763009.0,27.0,977.0,2.0
Argentina,11.0,1498160.0,3558.0,40766.0,98.0,1335317.0,5157.0,122077.0,3537.0,33012.0,898.0,4259194.0,93850.0,45382916.0,30.0,1113.0,11.0
Colombia,12.0,1425774.0,8702.0,39053.0,187.0,1314836.0,4411.0,71885.0,2376.0,27887.0,764.0,7069223.0,138267.0,51127304.0,36.0,1309.0,7.0
Germany,13.0,1338483.0,17891.0,22406.0,235.0,967900.0,10400.0,348177.0,4552.0,15952.0,267.0,30494036.0,363433.0,83905438.0,63.0,3745.0,3.0
Mexico,14.0,1241436.0,12057.0,113704.0,685.0,911965.0,7923.0,215767.0,3550.0,9583.0,878.0,3182316.0,24566.0,129543309.0,104.0,1139.0,41.0
Poland,15.0,1135676.0,8977.0,22864.0,188.0,858895.0,18354.0,253917.0,1784.0,30022.0,604.0,6675849.0,176480.0,37827748.0,33.0,1654.0,6.0
