Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1730576.0,19576.0,105561.0,1425.0,454300.0,1170715.0,18053.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1815415.0,17887.0,164574.0,955.0,793660.0,857181.0,11188.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,477229.0,16032.0,24972.0,857.0,170475.0,281782.0,10599.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,841030.0,22095.0,25481.0,370.0,485781.0,329768.0,4938.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,92522.0,2442.0,2911.0,62.0,36332.0,53279.0,284.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8675.0,12.0,121.0,1.0,7956.0,598.0,13.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,4966168.0,78044.0,323635.0,3670.0,1949155.0,2693378.0,45079.0,637.0,41.5,0.0,0.0,0.0
USA,1.0,1565239.0,14945.0,93157.0,1176.0,361889.0,1110193.0,16879.0,4732.0,282.0,12569918.0,38001.0,330774664.0
Russia,2.0,299941.0,9263.0,2837.0,115.0,76130.0,220974.0,2300.0,2055.0,19.0,7352316.0,50383.0,145927292.0
Spain,3.0,278803.0,615.0,27778.0,69.0,196958.0,54067.0,1152.0,5963.0,594.0,3037840.0,64977.0,46752703.0
Brazil,4.0,262545.0,7177.0,17509.0,656.0,100459.0,144577.0,8318.0,1236.0,82.0,735224.0,3462.0,212380932.0
UK,5.0,248818.0,2412.0,35341.0,545.0,0.0,0.0,1559.0,3667.0,521.0,2772552.0,40866.0,67844241.0
Italy,6.0,226699.0,813.0,32169.0,162.0,129401.0,65129.0,716.0,3749.0,532.0,3104524.0,51338.0,60471924.0
France,7.0,180809.0,882.0,28022.0,0.0,62563.0,90224.0,1894.0,2771.0,429.0,1384633.0,21218.0,65256826.0
Germany,8.0,177824.0,535.0,8193.0,70.0,155700.0,13931.0,1133.0,2123.0,98.0,3147771.0,37584.0,83752855.0
Turkey,9.0,151615.0,1022.0,4199.0,28.0,112895.0,34521.0,882.0,1800.0,50.0,1675517.0,19892.0,84230075.0
Iran,10.0,124603.0,2111.0,7119.0,62.0,97173.0,20311.0,2698.0,1486.0,85.0,716176.0,8540.0,83862642.0
India,11.0,106475.0,6147.0,3302.0,146.0,42309.0,60864.0,0.0,77.0,2.0,2404267.0,1744.0,1378381772.0
Peru,12.0,99483.0,4550.0,2914.0,125.0,36524.0,60045.0,883.0,3022.0,89.0,679582.0,20646.0,32915899.0
Canada,13.0,79077.0,1005.0,5909.0,67.0,39976.0,33192.0,502.0,2097.0,157.0,1331173.0,35307.0,37702769.0
Saudi Arabia,14.0,59854.0,2509.0,329.0,9.0,31634.0,27891.0,237.0,1723.0,9.0,618084.0,17788.0,34747330.0
Belgium,15.0,55791.0,232.0,9108.0,28.0,14687.0,31996.0,345.0,4816.0,786.0,709818.0,61277.0,11583739.0
Mexico,16.0,51633.0,2414.0,5332.0,155.0,35388.0,10913.0,378.0,401.0,41.0,177133.0,1376.0,128770253.0
Chile,17.0,49579.0,3520.0,509.0,31.0,21507.0,27563.0,876.0,2596.0,27.0,397200.0,20799.0,19096687.0
Netherlands,18.0,44249.0,108.0,5715.0,21.0,0.0,0.0,293.0,2583.0,334.0,302395.0,17652.0,17130492.0
Pakistan,19.0,43966.0,1841.0,939.0,36.0,12489.0,30538.0,111.0,200.0,4.0,400292.0,1817.0,220356788.0
Qatar,20.0,35606.0,1637.0,15.0,0.0,5634.0,29957.0,172.0,12384.0,5.0,166182.0,57801.0,2875047.0
Ecuador,21.0,34151.0,569.0,2839.0,40.0,3457.0,27855.0,221.0,1939.0,161.0,98171.0,5575.0,17610231.0
Belarus,22.0,31508.0,936.0,175.0,4.0,10620.0,20713.0,92.0,3334.0,19.0,375076.0,39692.0,9449678.0
Sweden,23.0,30799.0,422.0,3743.0,45.0,4971.0,22085.0,287.0,3052.0,371.0,209900.0,20799.0,10091856.0
Switzerland,24.0,30618.0,21.0,1891.0,5.0,27600.0,1127.0,57.0,3541.0,219.0,350099.0,40487.0,8647139.0
Portugal,25.0,29432.0,223.0,1247.0,16.0,6431.0,21754.0,101.0,2885.0,122.0,662375.0,64938.0,10200063.0
Singapore,26.0,28794.0,451.0,22.0,0.0,10365.0,18407.0,10.0,4926.0,4.0,246254.0,42132.0,5844888.0
Bangladesh,27.0,25121.0,1251.0,370.0,21.0,4993.0,19758.0,1.0,153.0,2.0,193645.0,1177.0,164493041.0
UAE,28.0,25063.0,873.0,227.0,3.0,10791.0,14045.0,1.0,2538.0,23.0,1600923.0,162103.0,9875965.0
Ireland,29.0,24251.0,51.0,1561.0,14.0,19470.0,3220.0,54.0,4918.0,317.0,295626.0,59951.0,4931150.0
Poland,30.0,19268.0,383.0,948.0,12.0,7903.0,10417.0,160.0,509.0,25.0,653224.0,17258.0,37851327.0
Ukraine,31.0,18876.0,260.0,548.0,13.0,5632.0,12696.0,245.0,431.0,13.0,239961.0,5483.0,43762985.0
Indonesia,32.0,18496.0,486.0,1221.0,30.0,4467.0,12808.0,0.0,68.0,4.0,202936.0,743.0,273176544.0
South Africa,33.0,17200.0,767.0,312.0,26.0,7960.0,8928.0,119.0,290.0,5.0,488609.0,8251.0,59218133.0
Romania,34.0,17191.0,155.0,1137.0,17.0,10166.0,5888.0,195.0,893.0,59.0,322074.0,16729.0,19251921.0
Kuwait,35.0,16764.0,1073.0,121.0,3.0,4681.0,11962.0,179.0,3933.0,28.0,252696.0,59279.0,4262847.0
Israel,36.0,16659.0,16.0,278.0,2.0,13435.0,2946.0,50.0,1928.0,32.0,512452.0,59319.0,8638917.0
Austria,37.0,16321.0,52.0,632.0,3.0,14678.0,1011.0,39.0,1813.0,70.0,372435.0,41380.0,9000366.0
