Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1948388.0,21992.0,118065.0,1902.0,604670.0,1225653.0,18292.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,702727.0,18985.0,34733.0,809.0,275563.0,392431.0,11035.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1950056.0,15975.0,170631.0,1030.0,931552.0,847873.0,9576.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,1026127.0,23209.0,28669.0,454.0,604001.0,393457.0,13763.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,126063.0,4516.0,3705.0,92.0,52412.0,69946.0,348.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8747.0,6.0,124.0,1.0,8129.0,494.0,6.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,5762829.0,84683.0,355942.0,4288.0,2476978.0,2929909.0,53024.0,739.0,45.7,0.0,0.0,0.0
USA,1.0,1741887.0,16612.0,101833.0,1261.0,485569.0,1154485.0,17146.0,5265.0,308.0,15803046.0,47770.0,330817010.0
Brazil,2.0,399632.0,7272.0,25035.0,486.0,158593.0,216004.0,8318.0,1881.0,118.0,871839.0,4104.0,212413908.0
Russia,3.0,370680.0,8338.0,3968.0,161.0,142208.0,224504.0,2300.0,2540.0,27.0,9415992.0,64525.0,145928655.0
Spain,4.0,283849.0,510.0,27118.0,1.0,196958.0,59773.0,854.0,6071.0,580.0,3556567.0,76071.0,46753098.0
UK,5.0,267240.0,2013.0,37460.0,412.0,0.0,0.0,1559.0,3939.0,552.0,3798490.0,55982.0,67852019.0
Italy,6.0,231139.0,584.0,33072.0,117.0,147101.0,50966.0,505.0,3822.0,547.0,3607251.0,59654.0,60469988.0
France,7.0,182913.0,191.0,28596.0,66.0,66584.0,87733.0,1501.0,2803.0,438.0,1384633.0,21217.0,65259974.0
Germany,8.0,181895.0,607.0,8533.0,35.0,162800.0,10562.0,821.0,2172.0,102.0,3952971.0,47195.0,83758696.0
Turkey,9.0,159797.0,1035.0,4431.0,34.0,122793.0,32573.0,723.0,1897.0,53.0,1894650.0,22488.0,84249900.0
India,10.0,158086.0,7293.0,4534.0,190.0,67749.0,85803.0,8944.0,115.0,3.0,3242160.0,2352.0,1378678095.0
Iran,11.0,141591.0,2080.0,7564.0,56.0,111176.0,22851.0,2551.0,1688.0,90.0,856546.0,10211.0,83886140.0
Peru,12.0,135905.0,6154.0,3983.0,195.0,52906.0,79016.0,926.0,4128.0,121.0,905278.0,27494.0,32925941.0
Canada,13.0,87481.0,834.0,6760.0,121.0,46072.0,34649.0,502.0,2320.0,179.0,1528315.0,40528.0,37709994.0
Chile,14.0,82289.0,4328.0,841.0,35.0,33540.0,47908.0,1251.0,4308.0,44.0,514523.0,26938.0,19100270.0
Saudi Arabia,15.0,78541.0,1815.0,425.0,14.0,51022.0,27094.0,384.0,2260.0,12.0,754268.0,21700.0,34759189.0
Mexico,16.0,74560.0,3455.0,8134.0,501.0,52219.0,14207.0,378.0,579.0,63.0,235129.0,1826.0,128799843.0
Pakistan,17.0,59151.0,1446.0,1225.0,28.0,19142.0,38784.0,111.0,268.0,6.0,499399.0,2265.0,220450694.0
Belgium,18.0,57592.0,137.0,9364.0,30.0,15465.0,32763.0,220.0,4971.0,808.0,804890.0,69478.0,11584839.0
Qatar,19.0,48947.0,1740.0,30.0,2.0,13283.0,35634.0,203.0,17018.0,10.0,201180.0,69949.0,2876111.0
Netherlands,20.0,45768.0,190.0,5871.0,15.0,0.0,0.0,188.0,2672.0,343.0,335524.0,19585.0,17131319.0
