Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
Asia,0.0,6578832.0,103223.0,134898.0,1591.0,5242169.0,80991.0,1201765.0,18894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North America,0.0,7092426.0,54291.0,263785.0,2063.0,4056315.0,68030.0,2772326.0,20901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,5973899.0,79815.0,194757.0,1969.0,4581145.0,90003.0,1197997.0,14996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,3452334.0,26973.0,206225.0,372.0,2020154.0,16523.0,1225955.0,5589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,1216564.0,8941.0,28656.0,322.0,945475.0,11283.0,242433.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,27784.0,199.0,576.0,24.0,22119.0,340.0,5089.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,0.0,24342560.0,273442.0,828912.0,6341.0,16868028.0,267170.0,6645620.0,61714.0,3123.0,106.3,0.0,0.0,0.0,0.0,0.0,0.0
China,1.0,84996.0,15.0,4634.0,0.0,80015.0,54.0,347.0,8.0,59.0,3.0,90410000.0,62814.0,1439323776.0,16934.0,310601.0,16.0
USA,2.0,6000365.0,44637.0,183653.0,1289.0,3313861.0,59579.0,2502851.0,16378.0,18111.0,554.0,78632566.0,237343.0,331303997.0,55.0,1804.0,4.0
Brazil,3.0,3722004.0,47828.0,117756.0,1090.0,2908848.0,60453.0,695400.0,8318.0,17491.0,553.0,14172764.0,66603.0,212793132.0,57.0,1807.0,15.0
India,4.0,3307749.0,75995.0,60629.0,1017.0,2523443.0,56191.0,723677.0,8944.0,2393.0,44.0,37651512.0,27243.0,1382085803.0,418.0,22796.0,37.0
Russia,5.0,970865.0,4676.0,16683.0,115.0,786150.0,6403.0,168032.0,2300.0,6652.0,114.0,35100000.0,240503.0,145944331.0,150.0,8748.0,4.0
South Africa,6.0,615701.0,2684.0,13502.0,194.0,525242.0,4861.0,76957.0,539.0,10361.0,227.0,3598973.0,60566.0,59422425.0,97.0,4401.0,17.0
Peru,7.0,613378.0,5996.0,28124.0,123.0,421877.0,7300.0,163377.0,1512.0,18564.0,851.0,3055850.0,92485.0,33041424.0,54.0,1175.0,11.0
Colombia,8.0,572270.0,10142.0,18184.0,295.0,407121.0,11651.0,146965.0,1493.0,11228.0,357.0,2582612.0,50673.0,50965881.0,89.0,2803.0,20.0
Mexico,9.0,568621.0,4916.0,61450.0,650.0,393101.0,3977.0,114070.0,3442.0,4403.0,476.0,1278436.0,9900.0,129140136.0,227.0,2102.0,101.0
Spain,10.0,448011.0,3594.0,28971.0,47.0,0.0,0.0,0.0,697.0,9582.0,620.0,8517446.0,182162.0,46757635.0,104.0,1614.0,5.0
Chile,11.0,402365.0,1380.0,10990.0,32.0,376268.0,1805.0,15107.0,1004.0,21021.0,574.0,2276223.0,118916.0,19141470.0,48.0,1742.0,8.0
Argentina,12.0,370188.0,10550.0,7839.0,276.0,268801.0,5599.0,93548.0,2022.0,8179.0,173.0,1148574.0,25378.0,45259525.0,122.0,5774.0,39.0
Iran,13.0,365606.0,2243.0,21020.0,119.0,314870.0,1812.0,29716.0,3831.0,4344.0,250.0,3113806.0,37000.0,84156368.0,230.0,4004.0,27.0
UK,14.0,328846.0,1048.0,41465.0,16.0,0.0,0.0,0.0,68.0,4840.0,610.0,15177265.0,223387.0,67941476.0,207.0,1639.0,4.0
Saudi Arabia,15.0,310836.0,1068.0,3755.0,33.0,284945.0,1013.0,22136.0,1601.0,8908.0,108.0,4792192.0,137330.0,34895566.0,112.0,9293.0,7.0
Bangladesh,16.0,302147.0,2519.0,4082.0,54.0,190183.0,3427.0,107882.0,0.0,1832.0,25.0,1485261.0,9005.0,164940992.0,546.0,40407.0,111.0
Pakistan,17.0,294193.0,482.0,6267.0,12.0,278939.0,514.0,8987.0,669.0,1328.0,28.0,2512337.0,11341.0,221530617.0,753.0,35349.0,88.0
Italy,18.0,262538.0,1365.0,35458.0,13.0,206329.0,314.0,20751.0,69.0,4343.0,587.0,8219421.0,135976.0,60447728.0,230.0,1705.0,7.0
Turkey,19.0,262507.0,1313.0,6183.0,20.0,239797.0,1002.0,16527.0,841.0,3107.0,73.0,6621749.0,78384.0,84477895.0,322.0,13663.0,13.0
France,20.0,253587.0,5429.0,30544.0,0.0,85524.0,0.0,137519.0,410.0,3884.0,468.0,6000000.0,91889.0,65296176.0,257.0,2138.0,11.0
Germany,21.0,239000.0,1428.0,9352.0,7.0,214233.0,4633.0,15415.0,245.0,2851.0,112.0,11208091.0,133707.0,83825861.0,351.0,8963.0,7.0
Iraq,22.0,215784.0,3837.0,6668.0,72.0,157215.0,3454.0,51901.0,595.0,5347.0,165.0,1502546.0,37233.0,40355467.0,187.0,6052.0,27.0
Philippines,23.0,202332.0,5248.0,3137.0,99.0,133424.0,1095.0,65771.0,717.0,1843.0,29.0,2406194.0,21914.0,109802427.0,543.0,35002.0,46.0
Indonesia,24.0,160165.0,2306.0,6944.0,86.0,115409.0,2542.0,37812.0,0.0,585.0,25.0,2106753.0,7690.0,273966320.0,1711.0,39454.0,130.0
Canada,25.0,126417.0,448.0,9094.0,4.0,112455.0,405.0,4868.0,45.0,3345.0,241.0,5246341.0,138817.0,37793085.0,299.0,4156.0,7.0
Qatar,26.0,117742.0,244.0,194.0,0.0,114558.0,240.0,2990.0,63.0,41934.0,69.0,604112.0,215155.0,2807805.0,24.0,14473.0,5.0
Bolivia,27.0,110999.0,851.0,4664.0,86.0,48875.0,1825.0,57460.0,71.0,9489.0,399.0,236863.0,20250.0,11697161.0,105.0,2508.0,49.0
Ecuador,28.0,110549.0,1519.0,6410.0,42.0,95097.0,72.0,9042.0,370.0,6252.0,362.0,315924.0,17865.0,17683472.0,160.0,2759.0,56.0
Ukraine,29.0,110085.0,1670.0,2354.0,36.0,53454.0,584.0,54277.0,177.0,2520.0,54.0,1452006.0,33233.0,43691576.0,397.0,18561.0,30.0
Israel,30.0,108403.0,1943.0,875.0,16.0,86466.0,2644.0,21062.0,404.0,11786.0,95.0,2180096.0,237029.0,9197590.0,85.0,10512.0,4.0
Kazakhstan,31.0,105075.0,173.0,1523.0,0.0,93990.0,585.0,9562.0,221.0,5586.0,81.0,2291327.0,121808.0,18810937.0,179.0,12351.0,8.0
Egypt,32.0,97825.0,206.0,5317.0,19.0,68713.0,996.0,23795.0,41.0,953.0,52.0,135000.0,1316.0,102622155.0,1049.0,19301.0,760.0
Dominican Republic,33.0,92557.0,340.0,1613.0,28.0,63478.0,1018.0,27466.0,249.0,8519.0,148.0,355839.0,32752.0,10864588.0,117.0,6736.0,31.0
