Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80881.0,21.0,3226.0,13.0,68715.0,8940.0,3226.0,56.2
 Italy ,31506.0,3526.0,2503.0,345.0,2941.0,26062.0,2060.0,521.1
 Iran ,16169.0,1178.0,988.0,135.0,5389.0,9792.0,0.0,192.5
 Spain ,11826.0,1884.0,533.0,191.0,1028.0,10265.0,563.0,252.9
 Germany ,9367.0,2095.0,26.0,9.0,67.0,9274.0,2.0,111.8
 S. Korea ,8320.0,84.0,81.0,6.0,1401.0,6838.0,59.0,162.3
 France ,7730.0,1097.0,175.0,27.0,602.0,6953.0,699.0,118.4
 USA ,6194.0,1531.0,102.0,16.0,74.0,6018.0,12.0,18.7
 Switzerland ,2742.0,389.0,27.0,8.0,15.0,2700.0,0.0,316.8
 UK ,1950.0,407.0,71.0,16.0,65.0,1814.0,20.0,28.7
 Netherlands ,1705.0,292.0,43.0,19.0,2.0,1660.0,45.0,99.5
 Norway ,1470.0,122.0,3.0,0.0,1.0,1466.0,27.0,271.2
 Austria ,1332.0,314.0,4.0,1.0,8.0,1320.0,12.0,147.9
 Belgium ,1243.0,185.0,10.0,0.0,14.0,1219.0,33.0,107.3
 Sweden ,1191.0,70.0,8.0,1.0,1.0,1182.0,12.0,117.9
 Denmark ,977.0,63.0,4.0,0.0,1.0,972.0,18.0,168.7
 Japan ,878.0,45.0,29.0,1.0,144.0,705.0,41.0,6.9
 Diamond Princess ,696.0,0.0,7.0,0.0,456.0,233.0,15.0,0.0
 Malaysia ,673.0,107.0,2.0,2.0,49.0,622.0,10.0,20.8
 Canada ,479.0,38.0,5.0,1.0,11.0,463.0,1.0,12.7
 Australia ,452.0,51.0,5.0,0.0,27.0,420.0,1.0,17.7
 Portugal ,448.0,117.0,1.0,0.0,3.0,444.0,18.0,43.9
 Qatar ,442.0,3.0,0.0,0.0,4.0,438.0,0.0,153.4
 Czechia ,434.0,90.0,0.0,0.0,3.0,431.0,2.0,40.5
 Greece ,387.0,35.0,5.0,1.0,14.0,368.0,11.0,37.1
 Israel ,337.0,39.0,0.0,0.0,11.0,326.0,5.0,38.9
 Brazil ,328.0,94.0,1.0,1.0,2.0,325.0,18.0,1.5
 Finland ,322.0,44.0,0.0,0.0,10.0,312.0,2.0,58.1
 Ireland ,292.0,69.0,2.0,0.0,5.0,285.0,6.0,59.1
 Slovenia ,275.0,22.0,1.0,0.0,0.0,274.0,4.0,132.3
 Singapore ,266.0,23.0,0.0,0.0,114.0,152.0,14.0,45.5
 Iceland ,247.0,48.0,0.0,0.0,5.0,242.0,1.0,0.0
 Pakistan ,247.0,63.0,0.0,-1.0,2.0,245.0,0.0,1.1
 Bahrain ,241.0,13.0,1.0,0.0,88.0,152.0,3.0,141.6
 Poland ,238.0,61.0,5.0,1.0,1.0,232.0,3.0,6.3
 Estonia ,225.0,20.0,0.0,0.0,1.0,224.0,0.0,169.6
 Romania ,217.0,49.0,0.0,0.0,19.0,198.0,5.0,11.3
 Chile ,201.0,45.0,0.0,0.0,0.0,201.0,3.0,10.5
 Egypt ,196.0,30.0,6.0,2.0,26.0,164.0,0.0,1.9
 Philippines ,187.0,45.0,12.0,0.0,5.0,170.0,1.0,1.7
 Thailand ,177.0,30.0,1.0,0.0,41.0,135.0,1.0,2.5
 Indonesia ,172.0,38.0,7.0,2.0,8.0,157.0,0.0,0.6
 Saudi Arabia ,171.0,38.0,0.0,0.0,6.0,165.0,0.0,4.9
 Hong Kong ,168.0,13.0,4.0,0.0,81.0,83.0,4.0,22.4
 Iraq ,154.0,21.0,11.0,1.0,41.0,102.0,0.0,3.8
 India ,143.0,14.0,3.0,1.0,14.0,126.0,0.0,0.1
 Luxembourg ,140.0,59.0,1.0,0.0,0.0,139.0,1.0,0.0
 Kuwait ,130.0,7.0,0.0,0.0,12.0,118.0,4.0,30.4
 Lebanon ,124.0,15.0,3.0,0.0,4.0,117.0,3.0,18.2
 San Marino ,119.0,10.0,11.0,2.0,4.0,104.0,11.0,0.0
 Peru ,117.0,31.0,0.0,0.0,1.0,116.0,8.0,3.5
 Russia ,114.0,21.0,0.0,0.0,8.0,106.0,0.0,0.8
 UAE ,113.0,15.0,0.0,0.0,26.0,87.0,2.0,11.4
 Ecuador ,111.0,53.0,2.0,0.0,0.0,109.0,2.0,6.3
 Turkey ,98.0,51.0,1.0,1.0,0.0,97.0,0.0,1.2
 Slovakia ,97.0,25.0,0.0,0.0,0.0,97.0,2.0,17.8
 Mexico ,82.0,29.0,0.0,0.0,4.0,78.0,1.0,0.6
 Bulgaria ,81.0,19.0,2.0,0.0,0.0,79.0,0.0,11.7
 Armenia ,78.0,26.0,0.0,0.0,1.0,77.0,2.0,26.3
 Taiwan ,77.0,10.0,1.0,0.0,20.0,56.0,0.0,3.2
 Serbia ,72.0,15.0,0.0,0.0,1.0,71.0,4.0,8.2
 Panama ,69.0,0.0,1.0,0.0,0.0,68.0,7.0,16.0
 Croatia ,69.0,12.0,0.0,0.0,5.0,64.0,0.0,16.8
 Argentina ,68.0,3.0,2.0,0.0,3.0,63.0,1.0,1.5
 Vietnam ,66.0,5.0,0.0,0.0,16.0,50.0,0.0,0.7
 Colombia ,65.0,11.0,0.0,0.0,1.0,64.0,0.0,1.3
 South Africa ,62.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0
 Algeria ,60.0,0.0,5.0,1.0,10.0,45.0,0.0,1.4
 Latvia ,60.0,26.0,0.0,0.0,1.0,59.0,0.0,31.8
 Brunei ,56.0,2.0,0.0,0.0,0.0,56.0,1.0,0.0
 Albania ,55.0,4.0,1.0,0.0,0.0,54.0,2.0,19.1
 Hungary ,50.0,11.0,1.0,0.0,2.0,47.0,0.0,5.2
 Costa Rica ,50.0,9.0,0.0,0.0,0.0,50.0,3.0,9.8
 Cyprus ,49.0,3.0,0.0,0.0,0.0,49.0,1.0,40.6
 Faeroe Islands ,47.0,29.0,0.0,0.0,0.0,47.0,0.0,0.0
 Morocco ,44.0,7.0,2.0,1.0,1.0,41.0,1.0,1.2
 Sri Lanka ,44.0,16.0,0.0,0.0,1.0,43.0,0.0,2.1
 Palestine ,41.0,2.0,0.0,0.0,0.0,41.0,0.0,8.0
 Jordan ,40.0,11.0,0.0,0.0,1.0,39.0,0.0,3.9
 Andorra ,39.0,25.0,0.0,0.0,1.0,38.0,0.0,0.0
 Malta ,38.0,8.0,0.0,0.0,2.0,36.0,0.0,0.0
 Belarus ,36.0,0.0,0.0,0.0,3.0,33.0,0.0,3.8
 Azerbaijan ,34.0,9.0,1.0,0.0,6.0,27.0,0.0,3.4
 Georgia ,34.0,1.0,0.0,0.0,1.0,33.0,1.0,8.5
 Bosnia and Herzegovina ,34.0,9.0,0.0,0.0,2.0,32.0,0.0,10.4
 Cambodia ,33.0,21.0,0.0,0.0,1.0,32.0,0.0,2.0
 Oman ,33.0,9.0,0.0,0.0,12.0,21.0,0.0,6.5
 Kazakhstan ,33.0,23.0,0.0,0.0,0.0,33.0,0.0,1.8
 Venezuela ,33.0,16.0,0.0,0.0,0.0,33.0,0.0,1.2
 North Macedonia ,31.0,7.0,0.0,0.0,1.0,30.0,1.0,14.9
 Moldova ,30.0,1.0,0.0,0.0,1.0,29.0,1.0,7.4
 Uruguay ,29.0,0.0,0.0,0.0,0.0,29.0,0.0,8.3
 Senegal ,27.0,0.0,0.0,0.0,2.0,25.0,0.0,1.6
 Lithuania ,25.0,7.0,0.0,0.0,1.0,24.0,1.0,9.2
 Tunisia ,25.0,1.0,0.0,0.0,1.0,24.0,2.0,2.1
 Afghanistan ,22.0,1.0,0.0,0.0,1.0,21.0,0.0,0.6
 Dominican Republic ,21.0,0.0,1.0,0.0,0.0,20.0,0.0,1.9
 Liechtenstein ,19.0,12.0,0.0,0.0,0.0,19.0,0.0,0.0
 Martinique ,15.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0
 Burkina Faso ,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.7
 Ukraine ,14.0,7.0,2.0,1.0,0.0,12.0,0.0,0.3
 Macao ,13.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0
 Maldives ,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
 New Zealand ,12.0,4.0,0.0,0.0,0.0,12.0,0.0,2.5
 Bolivia ,12.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0
 Jamaica ,12.0,0.0,0.0,0.0,2.0,10.0,0.0,4.1
 French Guiana ,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
 Uzbekistan ,11.0,3.0,0.0,0.0,0.0,11.0,0.0,0.3
 Bangladesh ,10.0,2.0,0.0,0.0,3.0,7.0,0.0,0.1
 Cameroon ,10.0,5.0,0.0,0.0,0.0,10.0,0.0,0.4
