OBJECTID,Place,תאריך,שעות שהייה,x,y
1939234,מלון מלכת שבא Queen of Sheba Eilat - אילת,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 19:00,34.96179120000005,29.55039490000007
1939235,מגה בעיר - כפר יונה,19/7/2020,מ 2020-07-19 08:30 עד 2020-07-19 09:00,34.93653420000004,32.311227200000076
1939236,מגה בעיר - כפר יונה,20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 09:15,34.93653420000004,32.311227200000076
1939237,שופרסל דיל אקסטרה - חולון,22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 18:00,34.80711940000003,32.01727120000004
1939238,קשת טעמים - ראשון לציון,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 16:00,34.81239890000006,31.97387450000008
1939239,כל בו חצי חינם - פתח תקווה,22/7/2020,מ 2020-07-22 20:00 עד 2020-07-22 20:30,34.87553400000007,32.09949750000004
1939240,ריבר נודלס בר - פתח תקווה,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 14:00,34.85856780000006,32.08574150000004
1939241,ריבר נודלס בר - פתח תקווה,23/7/2020,מ 2020-07-23 15:00 עד 2020-07-23 16:00,34.85856780000006,32.08574150000004
1939242,לנדוור - פתח תקווה,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 15:00,34.881323000000066,32.09816610000007
1939243,קרית מטלון - פתח תקווה,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 16:00,34.849320000000034,32.090276000000074
1939244,דף-רם - רחובות,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 10:40,34.81363010000007,31.891228500000068
1939245,קניון רמת אביב - תל אביב יפו,19/7/2020,מ 2020-07-19 20:30 עד 2020-07-19 21:00,34.79749950000007,32.11186780000003
1939246,"שיפודי ציפורה כשר בד""ץ - אילת",19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 17:00,34.962547200000074,29.55447430000004
1939247,"שיפודי ציפורה כשר בד""ץ - אילת",20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 17:00,34.962547200000074,29.55447430000004
1939248,Aroma - חולון,20/7/2020,מ 2020-07-20 18:30 עד 2020-07-20 21:00,34.778611100000035,32.01305560000003
1939249,שופרסל דיל רחובות - רחובות,19/7/2020,מ 2020-07-19 20:00 עד 2020-07-19 21:30,34.78963780000004,31.885262900000043
1939250,פורט סעיד - תל אביב יפו,20/7/2020,מ 2020-07-20 20:00 עד 2020-07-20 23:30,34.77224220000005,32.06473470000003
1939251,פז מרקט - נתניה,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 07:30,34.861587900000075,32.34973640000004
1939252,"אליהו גולומב 1, נתניה",21/7/2020,מ 2020-07-21 17:30 עד 2020-07-21 18:30,34.86574690000003,32.33744600000006
1939253,מובייל פלאנט - נתניה,21/7/2020,מ 2020-07-21 18:00 עד 2020-07-21 18:30,34.86159820000006,32.32790380000006
1939254,בנק הפועלים - תל אביב יפו,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 15:00,34.775035900000034,32.08790510000006
1939255,בנק הפועלים - תל אביב יפו,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 17:00,34.775035900000034,32.08790510000006
1939256,ויקטורי - רמת גן,22/7/2020,מ 2020-07-22 18:00 עד 2020-07-22 19:00,34.82421920000007,32.09845480000007
1939257,עשר תעשר - בני ברק,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 12:30,34.83853430000005,32.07158590000006
1939258,Decathlon Rishon Lezion- דקטלון ראשון לציון - ראשון לציון,21/7/2020,מ 2020-07-21 17:30 עד 2020-07-21 18:00,34.765207100000055,31.987316200000063
1939259,חוף הנכים - הרצליה,20/7/2020,מ 2020-07-20 11:00 עד 2020-07-20 13:00,34.79794480000004,32.16810490000006
1939260,Bakeria tlv - תל אביב יפו,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 09:00,34.79127420000003,32.11237250000005
1939261,איקאה נתניה - נתניה,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 14:00,34.86064950000008,32.27473760000004
1939262,צ'וקה רמת אביב - תל אביב יפו,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 13:00,34.794389600000045,32.11238440000005
1939263,יוחננוף - אור יהודה,19/7/2020,מ 2020-07-19 08:30 עד 2020-07-19 10:00,34.85099350000007,32.032758400000034
1939264,שילב נשר - נשר,21/7/2020,מ 2020-07-21 15:00 עד 2020-07-21 17:00,35.03896850000007,32.77825080000002
1939265,קופיקס - נתניה,21/7/2020,מ 2020-07-21 18:45 עד 2020-07-21 19:10,34.857317900000055,32.328707800000075
1939266,קניון עופר השרון - נתניה,21/7/2020,מ 2020-07-21 19:15 עד 2020-07-21 19:30,34.861812600000064,32.326221400000065
1939267,ביוטיקייר - נתניה,21/7/2020,מ 2020-07-21 19:30 עד 2020-07-21 20:00,34.86148120000007,32.32596590000003
1939268,המשביר לצרכן - נתניה,21/7/2020,מ 2020-07-21 20:00 עד 2020-07-21 20:30,34.861780800000076,32.326620200000036
1939269,"הרצל 38, נתניה",23/7/2020,מ 2020-07-23 18:30 עד 2020-07-23 20:00,34.85856160000003,32.32799170000004
1939270,פז מרקט - נתניה,24/7/2020,מ 2020-07-24 12:00 עד 2020-07-24 12:30,34.861587900000075,32.34973640000004
1939271,סופר-פארם קניון ביאליק רמת גן - רמת גן,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 12:30,34.81161010000005,32.08573790000003
1939272,יש בשכונה סניף חברון - בני ברק,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 16:30,34.82624450000003,32.08304960000004
1939273,Bakeria tlv - תל אביב יפו,20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 09:00,34.79127420000003,32.11237250000005
1939274,Bakeria tlv - תל אביב יפו,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 09:00,34.79127420000003,32.11237250000005
1939275,צ'וקה רמת אביב - תל אביב יפו,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 13:00,34.794389600000045,32.11238440000005
1939276,איקאה נתניה - נתניה,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 14:00,34.86064950000008,32.27473760000004
1939277,איקאה - קרית אתא,21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 15:00,35.076805000000036,32.806553000000065
1939278,סופר-פארם רמות רכס - באר שבע,20/7/2020,מ 2020-07-20 22:00 עד 2020-07-20 22:30,34.79944780000005,31.283005600000024
1939279,שופרסל דיל רמות הרכס - באר שבע,21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 20:00,34.799213800000075,31.282564700000023
1939280,"עזרא 11, בני ברק",22/7/2020,מ 2020-07-22 19:30 עד 2020-07-22 20:30,34.83949650000005,32.08010850000005
1939281,עזרה ואחווה - בני ברק,22/7/2020,מ 2020-07-22 19:00 עד 2020-07-22 19:30,34.84003100000007,32.078815700000064
1939282,פינת הגלידה - בני ברק,22/7/2020,מ 2020-07-22 21:30 עד 2020-07-22 22:00,34.83917370000006,32.091342600000075
1939283,"ארלוזורוב 5, רמת גן",20/7/2020,מ 2020-07-20 20:30 עד 2020-07-20 23:30,34.81409220000006,32.07913700000006
1939284,סטופ מרקט - הרצליה,22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 15:00,34.79688130000005,32.16208080000007
1939285,ביגה כפר סבא - כפר סבא,22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:30,34.89154860000008,32.19225750000004
1939286,בית איזי שפירא - רעננה,22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 18:00,34.86971500000004,32.19143950000006
1939287,"הזמר העברי 78, הרצליה",20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 10:00,34.82087960000007,32.176288500000055
1939288,קפה אירופה - תל אביב יפו,19/7/2020,מ 2020-07-19 09:30 עד 2020-07-19 10:45,34.77011810000005,32.06316730000003
1939289,גלידה גולדה - פתח תקווה,21/7/2020,מ 2020-07-21 16:30 עד 2020-07-21 19:00,34.85888890000007,32.08736700000003
1939290,בית העלמין סגולה בפתח תקווה - פתח תקווה,21/7/2020,מ 2020-07-21 18:00 עד 2020-07-21 18:30,34.88797590000007,32.10336660000007
1939291,ג׳מס מפעל הבירה - פתח תקווה,19/7/2020,מ 2020-07-19 12:30 עד 2020-07-19 13:30,34.85403030000003,32.08827730000007
1939292,רשות המסים בישראל - ירושלים,20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 17:00,35.200923500000044,31.78288910000003
1939293,אימג'סטור - פתח תקווה,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 18:00,34.85433260000008,32.09037040000004
1939294,ג׳מס מפעל הבירה - פתח תקווה,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 13:30,34.85403030000003,32.08827730000007
1939295,ג׳מס מפעל הבירה - פתח תקווה,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 13:30,34.85403030000003,32.08827730000007
1939296,האופה מבגדד - פתח תקווה,22/7/2020,מ 2020-07-22 21:00 עד 2020-07-22 21:30,34.892652300000066,32.10612080000004
1939297,"סופר-פארם ביג ב""ש - באר שבע",19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 20:00,34.81254700000005,31.24333100000007
1939298,"בי""ס ממ""ד נחשון - בנות - קדומים",22/7/2020,מ 2020-07-22 09:00 עד 2020-07-22 13:00,35.15836000000007,32.21396000000004
1939299,"פסג""ה - קרני שומרון",22/7/2020,מ 2020-07-22 11:00 עד 2020-07-22 12:30,35.09808090000007,32.173375200000066
1939300,סופר-פארם שחמון אילת - אילת,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 15:00,34.93371250000007,29.546505300000035
1939301,סופר-פארם שחמון אילת - אילת,20/7/2020,מ 2020-07-20 07:00 עד 2020-07-20 10:00,34.93371250000007,29.546505300000035
1939302,המרכז הרפואי יוספטל - אילת,24/7/2020,מ 2020-07-24 09:00 עד 2020-07-24 10:00,34.94035390000005,29.554470800000047
1939303,סופר-פארם שחמון אילת - אילת,21/7/2020,מ 2020-07-21 07:00 עד 2020-07-21 15:00,34.93371250000007,29.546505300000035
1939304,מגה בעיר - תל אביב יפו,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 19:00,34.81130420000005,32.05760180000004
1939305,"שחם 36, פתח תקווה",22/7/2020,מ 2020-07-22 21:00 עד 2020-07-22 23:30,34.85841780000004,32.08576540000007
1939306,סאלח דבאח ובניו עין המפרץ,21/7/2020,מ 2020-07-21 12:00 עד 2020-07-21 13:00,35.09321170000004,32.89986350000004
1939307,ג'פניקה כשר ביג צ'ק פוסט- JAPANIKA - חיפה,22/7/2020,מ 2020-07-22 14:00 עד 2020-07-22 15:00,35.029976600000055,32.78677250000004
1939308,סאלח דבאח ובניו עין המפרץ,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 13:00,35.09321170000004,32.89986350000004
1939309,פאוור סנטר אשקלון - אשקלון,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 11:30,34.60705690000003,31.674974200000065
1939310,פוזה - אשקלון,19/7/2020,מ 2020-07-19 11:30 עד 2020-07-19 12:00,34.60687840000003,31.676296500000035
1939311,פיצה שמש יהוד - יהוד,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:00,34.89289300000007,32.03472100000005
1939312,כפר הנוקדים - ערד,18/7/2020,מ 2020-07-19 00:00 עד 2020-07-19 13:00,35.204918400000054,31.262699300000065
1939313,הכל בשקל - שקל אקספרס - בני ברק,23/7/2020,מ 2020-07-23 17:00 עד 2020-07-23 17:30,34.83842940000005,32.09103470000008
1939314,אדום ירוק - סניף פתח תקווה - פתח תקווה,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 13:45,34.87329870000008,32.074967600000036
1939315,סופר טייבה - טייבה,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 15:30,35.00388620000007,32.265583700000036
1939316,בית כנסת אור החיים - לוד,19/7/2020,מ 2020-07-19 21:00 עד 2020-07-19 22:00,34.88634530000007,31.94502270000004
1939317,בית הכנסת חזון עובדיה - רמלה,20/7/2020,מ 2020-07-20 08:15 עד 2020-07-20 09:30,34.87412290000003,31.915266200000076
1939318,ספורטן פתח תקוה - פתח תקווה,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 20:30,34.87155770000004,32.09726450000005
1939319,בגיר קרית גת -חנות המפעל - קרית גת,20/7/2020,מ 2020-07-20 15:00 עד 2020-07-20 16:00,34.784988000000055,31.604527000000076
1939320,חברת חשמל חדרה - חדרה,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 15:00,34.93096450000007,32.440635300000054
1939321,חברת חשמל חדרה - חדרה,21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 15:00,34.93096450000007,32.440635300000054
1939322,חברת חשמל חדרה - חדרה,22/7/2020,מ 2020-07-22 08:00 עד 2020-07-22 08:30,34.93096450000007,32.440635300000054
1939323,מסעדת בן חמו - אור עקיבא,22/7/2020,מ 2020-07-22 12:00 עד 2020-07-22 13:30,34.91959900000006,32.507471000000066
1939324,דלתא - אום אל-פחם,22/7/2020,מ 2020-07-22 18:00 עד 2020-07-22 22:00,35.14883640000005,32.53366660000006
1939325,שופרסל דיל גלילות - רמת השרון,22/7/2020,מ 2020-07-22 11:30 עד 2020-07-22 13:00,34.80418960000003,32.14640780000008
1939326,ג'ירף רמת החיל - תל אביב יפו,21/7/2020,מ 2020-07-21 12:30 עד 2020-07-21 13:30,34.83805660000007,32.10825550000004
1939327,בוצ'רי דה ברילוצ'ה - תל אביב יפו,22/7/2020,מ 2020-07-22 12:30 עד 2020-07-22 13:30,34.83609080000008,32.10670120000003
1939328,מסעדת סושיאל קלאב - תל אביב יפו,20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 23:30,34.77455400000008,32.06428070000004
1939329,בובה של סופר - ראשון לציון,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 10:10,34.77872270000006,31.974479900000063
1939330,"קהילת סלוניקי 6, תל אביב יפו",20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 19:30,34.82366150000007,32.11394270000005
1939331,"שדרות משה גושן 54, קרית מוצקין",22/7/2020,מ 2020-07-22 10:30 עד 2020-07-22 11:00,35.07522380000006,32.82821310000003
1939332,סופר-פארם קניון איילון - רמת גן,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 15:30,34.826847100000066,32.101257700000076
1939333,ויקטורי - רמת גן,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 15:30,34.82421920000007,32.09845480000007
1939334,H&M - Ramat Gan,22/7/2020,מ 2020-07-22 13:30 עד 2020-07-22 14:00,34.826643700000034,32.09997130000005
1939335,שוק פתח תקווה - פתח תקווה,22/7/2020,מ 2020-07-22 09:30 עד 2020-07-22 11:00,34.881962000000044,32.090501000000074
1939336,Scoop - חולון,22/7/2020,מ 2020-07-22 18:00 עד 2020-07-22 19:00,34.777238100000034,32.02253080000003
1939337,אסותא כלניות אשדוד - אשדוד,22/7/2020,מ 2020-07-22 18:00 עד 2020-07-22 21:00,34.652765500000044,31.784061000000065
1939338,קפה ליון BIG אשדוד - אשדוד,22/7/2020,מ 2020-07-22 21:00 עד 2020-07-22 22:30,34.66520860000003,31.775918800000056
1939339,ביג קסטינה - באר טוביה,21/7/2020,מ 2020-07-21 16:30 עד 2020-07-21 17:00,34.75504790000008,31.728017100000045
1939340,ביג קסטינה - באר טוביה,21/7/2020,מ 2020-07-21 16:00 עד 2020-07-21 16:30,34.75504790000008,31.728017100000045
1939341,ישיבת כנסת ישראל - סלבודקה - בני ברק,21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 20:00,34.828261000000055,32.09009400000008
1939342,ברכל - אלעד,20/7/2020,מ 2020-07-20 18:30 עד 2020-07-20 19:30,34.96593820000004,32.04757110000003
1939343,"שמעון הצדיק 25, אלעד",21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 20:00,34.96425560000006,32.046866100000045
1939344,מרכז מסחרי נחלת יצחק - אלעד,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 14:00,34.96192170000006,32.05223840000008
1939345,ברכל - אלעד,22/7/2020,מ 2020-07-22 12:00 עד 2020-07-22 13:00,34.96593820000004,32.04757110000003
1939346,"בנימין שמוטקין 30, ראשון לציון",21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 20:30,34.81240380000003,31.97630520000007
1939347,"רבי עקיבא 58, בני ברק",21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 19:30,34.82826860000006,32.087307800000076
1939348,"מקס פ""ת בע""מ - פתח תקווה",20/7/2020,מ 2020-07-20 18:30 עד 2020-07-20 19:00,34.89245770000008,32.10416250000003
1939349,שוארמה מלאבס - פתח תקווה,20/7/2020,מ 2020-07-20 20:00 עד 2020-07-20 20:30,34.886202800000035,32.08930060000006
1939350,עופר הקניון הגדול פתח תקווה - פתח תקווה,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 20:00,34.86534810000006,32.09329810000003
1939351,חצי חינם - ראשון לציון,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,34.77286280000004,31.986744600000065
1939352,מעדניית החברים - ראשון לציון,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 19:30,34.77400800000004,31.987843100000077
1939353,חוות גלעד - לגעת בטבע - גינתון,21/7/2020,מ 2020-07-21 21:00 עד 2020-07-21 22:00,34.918229100000076,31.960149800000067
1939354,"יונה גרין 11, פתח תקווה",19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 23:30,34.89931610000008,32.09850990000007
1939355,שפע ברכת השם - בני ברק,19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 20:00,34.838048800000024,32.08910320000007
1939356,רמי לוי - סניף זכרון יעקב - זכרון יעקב,21/7/2020,מ 2020-07-21 20:00 עד 2020-07-21 22:30,34.93345000000005,32.56935200000004
1939357,"ח.א. מרגליות יבוא ושיווק בע""מ - תל אביב יפו",23/7/2020,מ 2020-07-23 10:00 עד 2020-07-23 15:30,34.75740900000005,32.05195930000008
1939358,"ח.א. מרגליות יבוא ושיווק בע""מ - תל אביב יפו",20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 15:30,34.75740900000005,32.05195930000008
1939359,"ח.א. מרגליות יבוא ושיווק בע""מ - תל אביב יפו",19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 16:00,34.75740900000005,32.05195930000008
1939360,"ח.א. מרגליות יבוא ושיווק בע""מ - תל אביב יפו",21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 15:30,34.75740900000005,32.05195930000008
1939361,ביג קסטינה - באר טוביה,21/7/2020,מ 2020-07-21 21:30 עד 2020-07-21 22:00,34.75504790000008,31.728017100000045
1939362,מכבי שירותי בריאות מרכז רפואי קרית-מלאכי - קרית מלאכי,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 07:30,34.752782600000046,31.73179350000004
1939363,קראנצו טורטיה אשקלון - אשקלון,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 15:00,34.569632400000046,31.673902000000055
1939364,קנקי סושי בר יין - תל אביב יפו,22/7/2020,מ 2020-07-22 15:30 עד 2020-07-22 16:30,34.769872500000076,32.077045300000066
1939365,חוף תאיו - בת ים,21/7/2020,מ 2020-07-21 17:40 עד 2020-07-21 18:30,34.73457520000005,32.00588740000006
1939366,ליאור קוקה - בוטיק קפה - תל אביב יפו,18/7/2020,מ 2020-07-19 01:15 עד 2020-07-19 01:50,34.76984850000008,32.06265220000006
1939367,CellCenter - רמת השרון,21/7/2020,מ 2020-07-21 17:10 עד 2020-07-21 17:30,34.84245060000006,32.14067270000004
1939368,חוף אכדיה,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 16:30,34.79874670000004,32.169911900000045
1939369,CellCenter - רמת השרון,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:30,34.84245060000006,32.14067270000004
1939370,בית הכנסת הגדול - Bnei Brak,21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 09:00,34.828958500000056,32.08735480000007
1939371,בית כנסת אהל יעקב ורחל - בני ברק,20/7/2020,מ 2020-07-20 07:00 עד 2020-07-20 08:00,34.827609100000075,32.09072150000003
1939372,מדיקל פוטותרפיה medical phototherapy - בני ברק,20/7/2020,מ 2020-07-20 13:00 עד 2020-07-20 13:30,34.82560900000004,32.08885490000006
1939373,בית הכנסת הגדול - Bnei Brak,20/7/2020,מ 2020-07-20 14:00 עד 2020-07-20 15:00,34.828958500000056,32.08735480000007
1939374,בית הכנסת הגדול - Bnei Brak,20/7/2020,מ 2020-07-20 20:30 עד 2020-07-20 22:00,34.828958500000056,32.08735480000007
1939375,בית כנסת אהל יעקב ורחל - בני ברק,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 08:00,34.827609100000075,32.09072150000003
1939376,בית הכנסת הגדול - Bnei Brak,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 15:00,34.828958500000056,32.08735480000007
1939377,"הרב הרצוג 8, בני ברק",19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 19:00,34.824605000000076,32.089752900000065
1939378,בית הכנסת הגדול - Bnei Brak,19/7/2020,מ 2020-07-19 20:30 עד 2020-07-19 23:30,34.828958500000056,32.08735480000007
1939379,"רבן יוחנן בן זכאי 32, אלעד",23/7/2020,מ 2020-07-23 11:20 עד 2020-07-23 11:30,34.95464700000008,32.04802200000006
1939380,"מ.ל.א הטנא (אלעד) בע""מ. (לשעבר שוק אלעד) - אלעד",23/7/2020,מ 2020-07-23 11:40 עד 2020-07-23 11:45,34.95398360000007,32.04935770000003
1939381,מרכז מוסדות חינוך אלעד - אלעד,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-22 15:00,34.955507700000055,32.04885580000007
1939382,יש חסד אלעד - אלעד,23/7/2020,מ 2020-07-23 10:30 עד 2020-07-23 11:00,34.95121940000007,32.05255900000003
1939383,כולל סטור - אלעד,23/7/2020,מ 2020-07-23 11:00 עד 2020-07-23 11:10,34.950401000000056,32.05041270000004
1939384,אור השן בני ברק - בני ברק,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 10:30,34.82993110000007,32.08606200000003
1939385,קואופ שופ גורודסקי רחובות - רחובות,19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 20:00,34.82131720000007,31.898081800000057
1939386,דבאח ובניו - באר שבע,22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:00,34.821640100000025,31.22452080000005
1939387,ישיבת תפארת התלמוד - ירושלים,19/7/2020,מ 2020-07-19 09:30 עד 2020-07-19 23:00,35.21525280000003,31.795500600000025
1939388,"הרב ניימן 7, פתח תקווה",19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 20:00,34.87910460000006,32.08428420000007
1939389,"הרב ניימן 7, פתח תקווה",20/7/2020,מ 2020-07-20 07:30 עד 2020-07-20 08:30,34.87910460000006,32.08428420000007
1939390,"הרב ניימן 7, פתח תקווה",20/7/2020,מ 2020-07-20 19:00 עד 2020-07-20 20:00,34.87910460000006,32.08428420000007
1939391,"הרב ניימן 7, פתח תקווה",21/7/2020,מ 2020-07-21 07:30 עד 2020-07-21 08:30,34.87910460000006,32.08428420000007
1939392,"הרב ניימן 7, פתח תקווה",21/7/2020,מ 2020-07-21 19:00 עד 2020-07-21 20:00,34.87910460000006,32.08428420000007
1939393,"הרב ניימן 7, פתח תקווה",22/7/2020,מ 2020-07-22 07:30 עד 2020-07-22 08:30,34.87910460000006,32.08428420000007
1939394,"הרב ניימן 7, פתח תקווה",22/7/2020,מ 2020-07-22 19:00 עד 2020-07-22 20:00,34.87910460000006,32.08428420000007
1939395,"הרב ניימן 7, פתח תקווה",23/7/2020,מ 2020-07-23 07:30 עד 2020-07-23 08:30,34.87910460000006,32.08428420000007
1939396,"הרב ניימן 7, פתח תקווה",23/7/2020,מ 2020-07-23 19:00 עד 2020-07-23 20:00,34.87910460000006,32.08428420000007
1939397,"הרב ניימן 7, פתח תקווה",19/7/2020,מ 2020-07-19 07:30 עד 2020-07-19 08:30,34.87910460000006,32.08428420000007
1939398,בית הכנסת אור חיים - ראשון לציון,22/7/2020,מ 2020-07-22 07:00 עד 2020-07-22 07:30,34.80574980000006,31.95489900000007
1939399,יש חסד - בני ברק,21/7/2020,מ 2020-07-21 18:30 עד 2020-07-21 19:30,34.83888060000004,32.09083890000005
1939400,שפע טוב סנטר - בני ברק,21/7/2020,מ 2020-07-21 18:30 עד 2020-07-21 19:00,34.83762800000005,32.09037090000004
1939401,מקס סטוק פתח תקוה - פתח תקווה,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 14:00,34.890945800000054,32.106107300000076
1939402,נתיב החסד - אשדוד,22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:00,34.66111020000005,31.791386600000067
1939403,"ירמיהו הלפרין 5, אשדוד",20/7/2020,מ 2020-07-20 22:40 עד 2020-07-20 23:00,34.65793570000005,31.791985000000068
1939404,"שרה אהרונסון 11, אשקלון",19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 16:30,34.57910910000004,31.68479250000007
1939405,"שרה אהרונסון 11, אשקלון",20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 16:30,34.57910910000004,31.68479250000007
1939406,קופת חולים מכבי ברנע - אשקלון,21/7/2020,מ 2020-07-21 08:30 עד 2020-07-21 09:00,34.57900070000005,31.68756330000008
1939407,נעלי גיל - בני ברק,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 21:00,34.83527660000004,32.08651420000007
1939408,נעלי גיל - בני ברק,20/7/2020,מ 2020-07-20 17:00 עד 2020-07-20 21:00,34.83527660000004,32.08651420000007
1939409,נעלי גיל - בני ברק,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 21:00,34.83527660000004,32.08651420000007
1939410,נעלי גיל - בני ברק,22/7/2020,מ 2020-07-22 17:00 עד 2020-07-22 21:00,34.83527660000004,32.08651420000007
1939411,stradivarius - רמת גן,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 15:30,34.82665980000007,32.100791300000026
1939412,יש חסד - בני ברק,21/7/2020,מ 2020-07-21 11:00 עד 2020-07-21 12:00,34.83888060000004,32.09083890000005
1939413,נעלי חסד - חולון,22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:00,34.76315470000003,32.02674620000005
1939414,מגדל שלום - תל אביב יפו,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 10:30,34.769592000000046,32.06384850000006
1939415,דואר ישראל - תל אביב יפו,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 09:30,34.769701300000065,32.064118300000075
1939416,בינו סנטר - רחיצת רכב ידנית - ראשון לציון,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 13:30,34.81814190000006,32.00459530000006
1939417,ספריה ציבורית וחדר הנצחה בית דגן - בית דגן,22/7/2020,מ 2020-07-22 10:30 עד 2020-07-22 16:00,34.83256940000007,32.00270960000006
1939418,סופר דוש מהדרין - בת ים,20/7/2020,מ 2020-07-20 17:00 עד 2020-07-20 18:00,34.748382700000036,32.00972850000005
1939419,מקס סטוק פולג - נתניה,20/7/2020,מ 2020-07-20 19:30 עד 2020-07-20 20:00,34.862473700000066,32.27635360000005
1939420,יש חסד - בני ברק,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 19:00,34.83888060000004,32.09083890000005
1939421,שפע ברכת השם - בני ברק,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 19:00,34.838048800000024,32.08910320000007
1939422,BIG ביג באר שבע - באר שבע,20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 18:30,34.81085200000007,31.242637600000023
