OBJECTID,Place,תאריך,שעות שהייה,x,y
1938851,סופר-פארם אור יהודה - אור יהודה,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 11:30,34.87056270000005,32.024463800000035
1938852,רמי לוי חדרה - חדרה,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 13:30,34.90512680000006,32.45548960000008
1938853,מלון הים האדום - אילת,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 23:30,34.952657000000045,29.554978600000027
1938854,Adika - קרית עקרון,19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 17:30,34.818352600000026,31.863533000000075
1938855,"המפלים הלבנים - עין הנצי""ב",19/7/2020,מ 2020-07-19 12:30 עד 2020-07-19 18:00,35.50384010000005,32.47556960000003
1938856,קפה גרג - ערערה,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 12:00,35.074329300000045,32.501401600000065
1938857,דיסקונט Discount - טבריה,20/7/2020,מ 2020-07-20 12:50 עד 2020-07-20 14:00,35.54133360000003,32.78828710000005
1938858,כנסייה מורונית של הבשורה - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,35.288658000000055,32.707235000000026
1938859,"השמן והרזה בע""מ - בני ברק",19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 18:15,34.83095540000005,32.09300330000008
1938860,סופר-פארם שבזי ראש העין - ראש העין,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 17:30,34.94826200000006,32.091103900000064
1938861,מרקט העיר פסגות אפק - ראש העין,19/7/2020,מ 2020-07-19 18:30 עד 2020-07-19 19:00,34.96924360000003,32.08652010000003
1938862,שופרסל דיל - טירת כרמל,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 16:00,34.95944440000005,32.78305560000007
1938863,המרכז הרפואי יוספטל - אילת,20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 10:00,34.94035390000005,29.554470800000047
1938864,מצמיח ישועה לעולי לוב - אשקלון,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 20:00,34.582030700000075,31.658823100000063
1938865,פאט ויני קריות - חיפה,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 08:30,35.071790700000065,32.80983310000005
1938866,קלנסווה - קלנסווה,19/7/2020,מ 2020-07-19 10:30 עד 2020-07-19 12:00,34.98724600000003,32.284797000000026
1938867,כללית - אשקלון,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 13:00,34.576678300000026,31.662979500000063
1938868,ויקטורי - אשקלון,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 11:30,34.56327520000008,31.664189400000055
1938869,סופר דוש חולון - חולון,20/7/2020,מ 2020-07-20 11:00 עד 2020-07-20 12:30,34.77235360000003,32.002833500000065
1938870,כנסייה מורונית של הבשורה - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,35.288658000000055,32.707235000000026
1938871,"גלגלי הפלדה 2, כפר סבא",19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 16:00,34.92612800000006,32.17301700000007
1938872,"גלגלי הפלדה 2, כפר סבא",20/7/2020,מ 2020-07-20 07:00 עד 2020-07-20 16:00,34.92612800000006,32.17301700000007
1938873,אדונית התבלינים - פרדס חנה כרכור,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 16:30,34.97136080000007,32.47698460000004
1938874,פלאות משחקי ילדות - פרדס חנה כרכור,19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 17:00,34.97197700000004,32.47692800000004
1938875,מאוחדת - פרדס חנה כרכור,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 17:30,34.97339720000008,32.47367340000005
1938876,נפרומור אבן יהודה - אבן יהודה,18/7/2020,מ 2020-07-19 06:00 עד 2020-07-19 13:30,34.89067910000006,32.26922120000006
1938877,נפרומור אבן יהודה - אבן יהודה,19/7/2020,מ 2020-07-20 06:30 עד 2020-07-20 17:00,34.89067910000006,32.26922120000006
1938878,נפרומור אבן יהודה - אבן יהודה,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 22:30,34.89067910000006,32.26922120000006
1938879,"תמנע 6, חולון",19/7/2020,מ 2020-07-19 15:30 עד 2020-07-19 16:00,34.79943470000006,32.02407380000005
1938880,טמרה פארם - טמרה,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 20:00,35.19028100000003,32.85559800000004
1938881,טמרה פארם - טמרה,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 20:00,35.19028100000003,32.85559800000004
1938882,טמרה פארם - טמרה,21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 20:00,35.19028100000003,32.85559800000004
1938883,כנסיית ישו הנער סלזיאנית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:30,35.29488820000006,32.70702460000007
1938884,"קופ""ח לאומית - ערערה בנגב",20/7/2020,מ 2020-07-20 11:00 עד 2020-07-20 13:00,35.03930580000008,31.161381600000027
1938885,מאוחדת - ירושלים,20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 21:30,35.21027140000007,31.786972500000047
1938886,"רמב""ם 22, בני ברק",19/7/2020,מ 2020-07-19 08:30 עד 2020-07-19 13:30,34.82975630000004,32.08940350000006
1938887,"רמב""ם 22, בני ברק",20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 13:30,34.82975630000004,32.08940350000006
1938888,כללית בית מרקחת - ג'ת,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 11:30,35.04226520000003,32.39675850000003
1938889,בית הדין השרעי בנצרת - נצרת,20/7/2020,מ 2020-07-20 09:30 עד 2020-07-20 10:30,35.29738770000006,32.700505400000054
1938890,יש חסד אלעד - אלעד,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 14:30,34.95121940000007,32.05255900000003
1938891,מרכז מוסדות חינוך אלעד - אלעד,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 18:00,34.955507700000055,32.04885580000007
1938892,שפע ברכה - בית שמש,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 19:00,34.993120900000065,31.71073160000003
1938893,מכבי פארם - הרצליה,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 11:00,34.840116600000044,32.16728020000005
1938894,סופר-פארם סוקולוב הרצליה - הרצליה,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 11:00,34.84129500000006,32.16739970000003
1938895,שוק העיר אשקלון - אשקלון,20/7/2020,מ 2020-07-20 20:00 עד 2020-07-20 20:30,34.566831500000035,31.666664000000026
1938896,שוק העיר אשקלון - אשקלון,22/7/2020,מ 2020-07-22 09:00 עד 2020-07-22 09:30,34.566831500000035,31.666664000000026
1938897,אולמי ארמונות חן - בני ברק,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:30,34.83916670000008,32.078611100000046
1938898,בורגוס בורגר בר - נוף הגליל,19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 17:00,35.30342150000007,32.693524500000024
1938899,קסטרו נצרת דודג' - נוף הגליל,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 17:30,35.31208300000003,32.692961000000025
1938900,עופר הקניון הגדול פתח תקווה - פתח תקווה,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 21:00,34.86534810000006,32.09329810000003
1938901,לאומית אשדוד סיטי - אשדוד,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 13:00,34.641896200000076,31.788451800000075
1938902,לאומית אשדוד סיטי - אשדוד,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 13:00,34.641896200000076,31.788451800000075
1938903,לוצ'נה אשדוד - אשדוד,20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 23:00,34.657857000000035,31.808469500000054
1938904,Ace - פתח תקווה,19/7/2020,מ 2020-07-19 14:30 עד 2020-07-19 15:00,34.89384910000007,32.10066560000007
1938905,כנסיית ישו הנער סלזיאנית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:30,35.29488820000006,32.70702460000007
1938906,"סופר-פארם קניון שאול המלך ב""ש - באר שבע",19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:00,34.768151800000055,31.25778900000006
1938907,כנסיית ישו הנער סלזיאנית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,35.29488820000006,32.70702460000007
1938908,שווארמה בכיכר - קרית גת,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 14:00,34.75882290000004,31.603455000000057
1938909,מקס סטוק אשקלון - אשקלון,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 10:30,34.60282890000008,31.669099300000028
1938910,מקס סטוק אשקלון - אשקלון,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 14:00,34.60282890000008,31.669099300000028
1938911,אייס - קרית אתא,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 19:30,35.07299430000006,32.81153400000005
1938912,רוניס אריחים - זכרון יעקב,19/7/2020,מ 2020-07-19 18:30 עד 2020-07-19 19:00,34.95786700000008,32.57434800000004
1938913,"הבנקים 24, טייבה",19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 07:20,35.00661760000003,32.26883840000005
1938914,שיפודי רחמים שמחה ובניו סניף אלחדיף טבריה - טבריה,19/7/2020,מ 2020-07-19 14:30 עד 2020-07-19 15:30,35.535222400000066,32.79207340000005
1938915,מחסני חשמל - סניף עין המפרץ - עין המפרץ,21/7/2020,מ 2020-07-21 09:00 עד 2020-07-21 09:30,35.09217750000005,32.901739500000076
1938916,קשת טעמים - ראשון לציון,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 10:00,34.81239890000006,31.97387450000008
1938917,כל בו חצי חינם - פתח תקווה,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 20:00,34.87553400000007,32.09949750000004
1938918,הפיראט האדום - פתח תקווה,19/7/2020,מ 2020-07-19 19:00 עד 2020-07-19 19:30,34.87549720000004,32.09943570000007
1938919,רביבה וסיליה רמת השרון - רמת השרון,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 10:30,34.837057800000025,32.13666580000006
1938920,"מגה בעיר, הוד השרון - הוד השרון",20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 10:30,34.88817340000003,32.15889940000005
1938921,מגה בעיר - פתח תקווה,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 13:00,34.889577100000054,32.09372920000004
1938922,Stop Market - נתניה,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 14:30,34.861279800000034,32.27484970000006
1938923,שוק העיר - כפר סבא,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 15:00,34.93413530000004,32.176252900000065
1938924,אושר עד - פתח תקווה,19/7/2020,מ 2020-07-19 09:50 עד 2020-07-19 10:30,34.89239410000005,32.105837000000065
1938925,יוחננוף - פתח תקווה,19/7/2020,מ 2020-07-19 10:40 עד 2020-07-19 11:00,34.894444400000054,32.10527780000007
1938926,כל בו חצי חינם - הוד השרון,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 09:30,34.90192600000006,32.132119000000046
1938927,שפע ברכת השם - בני ברק,19/7/2020,מ 2020-07-19 14:00 עד 2020-07-19 14:30,34.838048800000024,32.08910320000007
1938928,עדן חומוס פול - הוד השרון,19/7/2020,מ 2020-07-19 15:00 עד 2020-07-19 15:40,34.89422500000006,32.15795560000004
1938929,רמי לוי - סניף בני ברק - רמת גן,19/7/2020,מ 2020-07-19 12:45 עד 2020-07-19 13:00,34.82986230000006,32.10180830000007
1938930,ויקטורי - רמת גן,19/7/2020,מ 2020-07-19 13:45 עד 2020-07-19 14:15,34.82421920000007,32.09845480000007
1938931,מדי-פארם חולון - חולון,20/7/2020,מ 2020-07-20 11:30 עד 2020-07-20 12:00,34.76589300000006,31.99877340000006
1938932,"בית ספר נופי ים - ת""א-יפו",19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 13:00,34.78544540000007,32.11371980000007
1938933,"בית ספר נופי ים - ת""א-יפו",19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 17:00,34.78544540000007,32.11371980000007
1938934,קיווי קידס - טירה,21/7/2020,מ 2020-07-21 21:30 עד 2020-07-21 22:00,34.953823700000044,32.23179350000004
1938935,שוק העיר - כפר סבא,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 08:30,34.93413530000004,32.176252900000065
1938936,מלון אריה - אילת,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 13:30,34.95202430000006,29.54715100000004
1938937,אור רום קרמיקה - אור עקיבא,20/7/2020,מ 2020-07-20 17:30 עד 2020-07-20 18:00,34.92003330000006,32.51736150000005
1938938,אור רום קרמיקה - אור עקיבא,22/7/2020,מ 2020-07-22 13:00 עד 2020-07-22 13:30,34.92003330000006,32.51736150000005
1938939,ר.צ.ד קרמיקה - אור עקיבא,22/7/2020,מ 2020-07-22 13:30 עד 2020-07-22 14:00,34.92258140000007,32.513026800000034
1938940,"משעול עמק חפר 8, כפר סבא",19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,34.93346020000007,32.179718800000046
1938941,קינג סטור - ראש העין,20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 09:30,34.94985950000006,32.11199080000006
1938942,כללית מרפאת קפלן - כפר סבא,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 11:00,34.936768200000074,32.18427230000003
1938943,Molyer -מולייר נעלים - בני ברק,19/7/2020,מ 2020-07-19 10:30 עד 2020-07-19 22:30,34.826918300000045,32.08854280000003
1938944,Molyer -מולייר נעלים - בני ברק,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 22:30,34.826918300000045,32.08854280000003
1938945,Molyer -מולייר נעלים - בני ברק,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 22:30,34.826918300000045,32.08854280000003
1938946,שופרסל שלי ויצמן נתניה - נתניה,19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 20:00,34.85862140000006,32.331416700000034
1938947,בורגראנץ' נתניה - Netanya,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 13:30,34.86035410000005,32.27748120000007
1938948,מכבי פארם - הוד השרון,20/7/2020,מ 2020-07-20 11:20 עד 2020-07-20 11:30,34.90280290000004,32.162487300000066
1938949,ציון התנא רבי שמעון בר יוחאי - מירון,19/7/2020,מ 2020-07-19 23:30 עד 2020-07-20 00:30,35.440615200000025,32.980786400000056
1938950,פלאפל שווארמה עלוש - טבריה,19/7/2020,מ 2020-07-19 22:30 עד 2020-07-19 23:00,35.54048320000004,32.78800010000003
1938951,קופת חולים לאומית סניף רוטשילד - ראשון לציון,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 11:00,34.805909600000064,31.963547900000037
1938952,מסעדת הדסון | Hudson Restaurant - תל אביב יפו,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-20 00:00,34.840485400000034,32.109992000000034
1938953,"רד סי בלו פיש בע""מ - אילת",19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 22:00,34.951925000000074,29.557669000000033
1938954,בית חולים אסותא באר שבע - באר שבע,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 11:30,34.79652560000005,31.24512240000007
1938955,מקס סטוק - צפת,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 12:00,35.48672250000004,32.962022200000035
1938956,אג'נדה Agenda מסעדה בקיסריה - קיסריה,18/7/2020,מ 2020-07-19 01:00 עד 2020-07-19 02:30,34.89357910000007,32.476106300000026
1938957,רפי בצומת - חדרה,19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 18:00,34.90973960000008,32.45063750000003
1938958,אושר עד - פתח תקווה,19/7/2020,מ 2020-07-19 20:00 עד 2020-07-19 20:45,34.89239410000005,32.105837000000065
1938959,כל בו חצי חינם - הוד השרון,19/7/2020,מ 2020-07-19 19:30 עד 2020-07-19 19:45,34.90192600000006,32.132119000000046
1938960,אושר עד - פתח תקווה,20/7/2020,מ 2020-07-20 13:40 עד 2020-07-20 14:00,34.89239410000005,32.105837000000065
1938961,פארק עתידים - הוד השרון,19/7/2020,מ 2020-07-19 09:15 עד 2020-07-19 11:30,34.90841560000007,32.16305840000007
1938962,פארק עתידים - הוד השרון,21/7/2020,מ 2020-07-21 09:15 עד 2020-07-21 12:00,34.90841560000007,32.16305840000007
1938963,"הותיקים 10, גאולים",21/7/2020,מ 2020-07-21 18:00 עד 2020-07-21 19:00,34.94343200000003,32.29507300000006
1938964,כללית מרכז בריאות הילד - אילת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,34.933597200000065,29.54648310000005
1938965,תלמוד תורה מאור חיים - ירושלים,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 15:30,35.20162270000003,31.792665000000056
1938966,אושר עד אשדוד - אשדוד,21/7/2020,מ 2020-07-21 16:00 עד 2020-07-21 17:00,34.66309760000007,31.811544000000023
1938967,"רבי יהודה הנשיא 94, אלעד",20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 17:00,34.961865000000046,32.05234870000004
1938968,מכבי שירותי בריאות - ראשון לציון,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 18:20,34.82359040000006,31.966174900000055
1938969,קניון ארנה - הרצליה,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 18:00,34.79729100000003,32.16314700000004
1938970,כנסיית ישו הנער סלזיאנית - נצרת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:30,35.29488820000006,32.70702460000007
1938971,המרכז הרפואי יוספטל - אילת,22/7/2020,מ 2020-07-22 16:00 עד 2020-07-22 17:00,34.94035390000005,29.554470800000047
1938972,מלון אסטרל פאלמה אילת - אילת,21/7/2020,מ 2020-07-21 08:00 עד 2020-07-21 16:00,34.963377700000024,29.55372920000008
1938973,מלון אסטרל פאלמה אילת - אילת,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 17:00,34.963377700000024,29.55372920000008
1938974,מלון אסטרל פאלמה אילת - אילת,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 20:00,34.963377700000024,29.55372920000008
1938975,מלון נפטון - אילת,19/7/2020,מ 2020-07-19 08:00 עד 2020-07-19 19:00,34.95715510000008,29.550840600000072
1938976,נגב קרמיקה אילת - אילת,19/7/2020,מ 2020-07-19 13:00 עד 2020-07-19 13:30,34.956992100000036,29.567640200000028
1938977,"ויצמן 147, כפר סבא",20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 23:30,34.91366020000004,32.17438880000003
1938978,כנסיית ישו הנער סלזיאנית - נצרת,19/7/2020,מ 2020-07-19 16:30 עד 2020-07-19 18:00,35.29488820000006,32.70702460000007
1938979,בית קברות שדרות - שדרות,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:30,34.593326500000046,31.536352400000055
1938980,מקס סטוק - חולון,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 17:30,34.79184260000005,32.013665400000036
1938981,פינת הגלידה - בני ברק,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:00,34.830296900000064,32.086370000000045
1938982,מרכז מסחרי נחלת יצחק - אלעד,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 18:00,34.96192170000006,32.05223840000008
1938983,"קפלן 14, פתח תקווה",22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 10:30,34.86781690000004,32.087941700000044
1938984,מחסני הנמל Sleep - באר שבע,20/7/2020,מ 2020-07-20 19:00 עד 2020-07-20 19:30,34.79624320000005,31.23257840000008
1938985,הצומת של אריק - כפר סבא,21/7/2020,מ 2020-07-21 22:00 עד 2020-07-21 22:30,34.915102500000046,32.17350700000003
1938986,בורגראנץ' דימונה - דימונה,22/7/2020,מ 2020-07-22 15:00 עד 2020-07-22 16:00,35.019201500000065,31.062823000000037
1938987,ביתילי - אילת,22/7/2020,מ 2020-07-22 18:30 עד 2020-07-22 19:30,34.957867400000055,29.569938700000023
1938988,המרכז הרפואי יוספטל - אילת,22/7/2020,מ 2020-07-22 21:00 עד 2020-07-22 23:30,34.94035390000005,29.554470800000047
1938989,המרכז הרפואי יוספטל - אילת,22/7/2020,מ 2020-07-23 00:00 עד 2020-07-23 02:00,34.94035390000005,29.554470800000047
1938990,"שיש ארז אילת בע""מ - אילת",20/7/2020,מ 2020-07-20 11:30 עד 2020-07-20 12:30,34.97450360000005,29.599000200000035
1938991,ביתילי - אילת,20/7/2020,מ 2020-07-20 10:30 עד 2020-07-20 11:30,34.957867400000055,29.569938700000023
1938992,פרץ סנטר - דימונה,20/7/2020,מ 2020-07-20 18:00 עד 2020-07-20 18:30,35.021397000000036,31.06098600000007
1938993,זיו השקעות אילת - אילת,20/7/2020,מ 2020-07-20 15:00 עד 2020-07-20 15:30,34.961126800000045,29.570224300000064
1938994,גן - גיורא - יהוד-מונוסון,19/7/2020,מ 2020-07-19 10:26 עד 2020-07-19 10:52,34.889999500000044,32.03280460000008
1938995,קופת חולים לאומית - אלעד,22/7/2020,מ 2020-07-22 10:00 עד 2020-07-22 11:30,34.96075120000006,32.05539090000008
1938996,כולל סטור - אלעד,20/7/2020,מ 2020-07-20 14:00 עד 2020-07-20 15:00,34.950401000000056,32.05041270000004
1938997,מכון ממוגרף בני ברק - בני ברק,20/7/2020,מ 2020-07-20 09:15 עד 2020-07-20 09:45,34.83960360000003,32.080220300000065
1938998,דלתא - ראש העין,19/7/2020,מ 2020-07-19 13:30 עד 2020-07-19 14:30,34.94183760000004,32.09842450000008
1938999,רמי לוי שיווק השקמה - רמלה,19/7/2020,מ 2020-07-19 09:00 עד 2020-07-19 09:30,34.87618180000004,31.926726900000062
1939000,שופרסל דיל - בני ברק,22/7/2020,מ 2020-07-22 17:30 עד 2020-07-22 18:30,34.83617010000006,32.10282360000008
1939001,ויקטורי - ראש העין,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 13:30,34.96416670000008,32.10805560000006
1939002,ויקטורי - אורנית,21/7/2020,מ 2020-07-21 18:30 עד 2020-07-21 20:00,34.99523100000005,32.12947020000007
1939003,"גיבורי ישראל 6, בני ברק",20/7/2020,מ 2020-07-20 09:00 עד 2020-07-20 13:00,34.84267570000003,32.081749100000025
1939004,"גיבורי ישראל 6, בני ברק",20/7/2020,מ 2020-07-20 16:00 עד 2020-07-20 19:30,34.84267570000003,32.081749100000025
1939005,"גיבורי ישראל 6, בני ברק",19/7/2020,מ 2020-07-19 16:00 עד 2020-07-19 19:30,34.84267570000003,32.081749100000025
1939006,מכולת עטון דוד - חיפה,20/7/2020,מ 2020-07-20 13:00 עד 2020-07-20 13:30,34.99844940000003,32.81080870000005
1939007,אשכרה גריל בר - אילת,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 18:00,34.959074900000076,29.56316920000006
1939008,יו מג'יק פאלאס - אילת,19/7/2020,מ 2020-07-19 07:30 עד 2020-07-19 17:00,34.95984930000003,29.554801600000076
1939009,BIG FASHION ביג פאשן אשדוד - אשדוד,20/7/2020,מ 2020-07-20 13:30 עד 2020-07-20 15:00,34.66379910000006,31.776634800000068
1939010,Yafi Kaminer Wigs - ירושלים,21/7/2020,מ 2020-07-21 10:00 עד 2020-07-21 13:00,35.20869260000006,31.793119800000056
1939011,אתגר פלוס - בני ברק,21/7/2020,מ 2020-07-21 15:00 עד 2020-07-21 16:30,34.840977800000076,32.08099970000006
1939012,ביגה - תל אביב יפו,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 13:30,34.784057000000075,32.068490600000075
1939013,אצל עובד בכפר - אור יהודה,20/7/2020,מ 2020-07-20 21:00 עד 2020-07-20 22:30,34.86770730000006,32.022970900000075
1939014,זול סטוק - קרית אתא,20/7/2020,מ 2020-07-20 12:00 עד 2020-07-20 12:30,35.10456110000007,32.81181060000006
1939015,יוחננוף - תל אביב יפו,19/7/2020,מ 2020-07-19 12:30 עד 2020-07-19 13:30,34.77613340000005,32.037682500000074
1939016,מחסני להב - באר שבע,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 13:30,34.77093190000005,31.250541000000055
1939017,שופרסל דיל אקסטרה - באר שבע,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,34.80330350000003,31.221738300000027
1939018,בורגוס בורגר בר - באר שבע,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:30,34.812542000000064,31.244711000000052
1939019,מכבי מרכז רפואי רוטר - ירושלים,19/7/2020,מ 2020-07-19 14:30 עד 2020-07-19 15:00,35.21474430000006,31.78395800000004
1939020,"מתנ""ס קלנסווה - קלנסווה",22/7/2020,מ 2020-07-22 12:30 עד 2020-07-22 13:00,34.97888890000007,32.27972220000004
1939021,אייבורי מחשבים וסלולר - קרית גת,19/7/2020,מ 2020-07-19 18:00 עד 2020-07-19 19:00,34.77305450000006,31.608672200000058
1939022,"בארי 7, בני ברק",19/7/2020,מ 2020-07-19 21:00 עד 2020-07-19 21:30,34.82883960000004,32.07785430000007
1939023,ספארי - רמת גן,19/7/2020,מ 2020-07-19 10:00 עד 2020-07-19 13:00,34.82255130000004,32.04528570000008
1939024,סופר ברקת - גבעת שמואל,19/7/2020,מ 2020-07-19 11:00 עד 2020-07-19 20:00,34.85304800000006,32.086221600000044
1939025,עמית דברי מאפה - Barkan,19/7/2020,מ 2020-07-19 07:00 עד 2020-07-19 15:00,35.11482600000005,32.11084100000005
1939026,עמית דברי מאפה - Barkan,20/7/2020,מ 2020-07-20 07:00 עד 2020-07-20 12:00,35.11482600000005,32.11084100000005
1939027,דואר ישראל - ראשון לציון,20/7/2020,מ 2020-07-20 17:00 עד 2020-07-20 17:10,34.77402520000004,31.976061300000023
1939028,סלולר התקנות - חולון,20/7/2020,מ 2020-07-20 14:30 עד 2020-07-20 14:40,34.77430240000007,32.02973090000006
1939029,שוק העיר - בני ברק,20/7/2020,מ 2020-07-20 12:30 עד 2020-07-20 13:00,34.84231420000003,32.077313600000025
1939030,קניון עזראלי - תל אביב יפו,19/7/2020,מ 2020-07-19 17:30 עד 2020-07-19 18:30,34.79186770000007,32.07459630000005
1939031,Fat Vinny נתניה - נתניה,19/7/2020,מ 2020-07-19 17:00 עד 2020-07-19 19:00,34.86116610000005,32.275073200000065
1939032,בית ספר על יסודי ומכללת אורט סינגאלובסקי - תל אביב יפו,20/7/2020,מ 2020-07-20 08:30 עד 2020-07-20 13:00,34.80277700000005,32.05530300000004
1939033,דואר ישראל - אום אל-פחם,20/7/2020,מ 2020-07-20 10:00 עד 2020-07-20 12:00,35.151693900000055,32.53135050000003
1939034,קניון עזריאלי הנגב - באר שבע,19/7/2020,מ 2020-07-19 10:30 עד 2020-07-19 11:30,34.794618900000046,31.24372600000004
1939035,שרון הסרות שיער בלייזר שיזוף ויופי - אילת,19/7/2020,מ 2020-07-19 12:00 עד 2020-07-19 12:30,34.95050400000002,29.55549030000003
1939036,המכולת שלי - אילת,20/7/2020,מ 2020-07-20 08:00 עד 2020-07-20 16:00,34.93425570000005,29.556967400000076
1939037,בריאותא באר שבע - באר שבע,21/7/2020,מ 2020-07-21 17:00 עד 2020-07-21 18:30,34.81190790000005,31.24797570000004
1939038,עופר לב חדרה - חדרה,21/7/2020,מ 2020-07-21 13:00 עד 2020-07-21 13:10,34.92199930000004,32.43789410000005
1939039,סופר-פארם קרית ים - קרית ים,21/7/2020,מ 2020-07-21 16:00 עד 2020-07-21 17:00,35.06933580000003,32.84308160000006
1939040,בית כנסת פחד יצחק הרב הדאיה - אילת,21/7/2020,מ 2020-07-22 05:30 עד 2020-07-22 06:30,34.94840300000004,29.56358220000004
1939041,מסעדת כפות תמרים - אילות,21/7/2020,מ 2020-07-21 07:00 עד 2020-07-21 11:00,34.96353460000006,29.581566100000032
